input	sha256	provenance
inputs/harness_g1v3/test_kfields_hr_correction_1375.py	cd338b1a8d9752d13e080599103d5a81535b55d5b3aeed43c971c8c0c74fb3c0	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_key.py	bf38f33215788b751faffc3a5b02103eb3338919288120f04c8fab15fd9ebfe2	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_key_1363.py	df3b5de3027e712d79a7b76826d3fab50677184a34729352b849a17bae59acb3	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_key_1370.py	9cc03ad80c2b6b9b3f3c1312729c73d87b70604ef96d81c9772e40215500cb33	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_no_semantic_patterns.py	51f6b3d5ce62dc8529024fe0c5bdba659b43e07651c46176f1a6ed85a6d0b732	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_rev4_gate.py	fd2e7ef92f6f75e0f871cfa3a2d32ca5c73d12b4570a6f55dbd96f46cfab799d	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_v6_lock_1398.py	739bac8755cea076212e45fe5a94f39edec0ab74dde0433fac70b8dfc39568e3	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/v5_findings_1394.txt	11a086123f4081be6561839527625ed42773faa800226520f6b7e01d6d98a1d1	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/v6_lock_1398.py	51ba27ac3c04fdce92bcbd4bce7c8b3654191c970b1d19759b3f7270cd939ea0	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/validate_benchmark_inventory.py	68ce2c1b487e1e0f16a084562da99675951bc57e31c4657700fa387da2ef4193	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/xbrl_census.py	6fcc3c61000719041faa21ae35c91d77fc0233c3dca63bb10d78e6ff0050aa7d	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/xbrl_dryrun_materializer.py	2d82ad797f8a8dfc45328f2a92caf968c370bbd2d6a38e2174cac0d2eb13c723	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/xbrl_xxl0_verifier.py	009a3158eaf1c7d3397754f1f4b24ae0e47f1c2d57899d6eaefb714f2e48bc65	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000006201-26-000031.workflow.js	ee57add03e576124136c46edc6670e76d227417f4e49730aac6881bb3ddc5f6d	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000006201-26-000032.workflow.js	64f22b684aba26f0b81d6f6923eac40b8e72741d33a0dfea33aef1e8c4a85a04	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000027904-26-000013.workflow.js	d0a0cfaa53dd4339cab9df8250ac3de56c84f28294b9518a44f213f6ba61920a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000027904-26-000020.workflow.js	f17e9d70d56be9f9a915d9917216e296579619bb56a15fe4332b8e659433d55d	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000027904-26-000022.workflow.js	efb2f04a72c3195fe65367ab370f088515d3471ab560315e4a421acd63d190b3	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000063908-26-000032.workflow.js	0e24384602a489d7612de41d26c3a011179663af0fc7cd89223f9f2ee226640c	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000092380-26-000044.workflow.js	413f0855207d7ca1f0199367cb427b0239a0ce487e9acb277f0707e03c60e3dc	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000764478-25-000057.workflow.js	1dc43a404b27ce5890f6a62c84d294daef783f019ec7dd7dff44cbdea1bdd980	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000764478-26-000005.workflow.js	c841c69217a33a3037dbb202d6fc747f4edd6a36ed112a7b25339b8e47965f59	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000898173-26-000006.workflow.js	ea7f1003eb5bdf1979587453b31210fa58d26c006a9e2f7c7178f461810f555c	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000940944-25-000038.workflow.js	9a85d9df488215ed3ec31045a3226ce7d4f89049d91bb84fa53b680240f16e2a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000940944-26-000005.workflow.js	5b2a91dd77e6df2764c5e9241f5d599bc534777b78d2aa5dcac0acc016ee018d	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0000940944-26-000009.workflow.js	38009e755ed87e76e027916b36f8a2ff610d1597075b2b750742b7a26fd1657b	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001041061-25-000109.workflow.js	08ed46cfc5cc6f85755f9a39b048c7ee8f5b18826c0237418daf982d9968fc27	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001041061-26-000003.workflow.js	d937f7d2b26c15dfd4192f43a8b263412ff17d525a40d10ef1ae23140a8798a0	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001041061-26-000084.workflow.js	83d76b0ae170351a4bf6fb548c7215b8efca661e191220aeb4a47401882d2fde	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001058090-26-000007.workflow.js	79a9f23a061edecf5668a6d2b48c823bc901c7d1714cf69245630bcadca38055	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001104659-25-102611.workflow.js	ebb70131590e1e45b379fc10240800da5c4e55dbe0657a709e8d6219eaa75c9d	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001104659-25-105631.workflow.js	edb2635048943e8afa9555cc625897f64ca5d6b8e56f768e5d7406280cf95f8c	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001104659-25-118458.workflow.js	276e6e0d1a34e201d480a8bb27b1d877b0bf8d624914fb20483d9497c276a2f4	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001104659-26-017090.workflow.js	ef959cf2625570f328ce452600866a28925c7714e35f0398041edf49a9f8103e	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001104659-26-027061.workflow.js	29b92e4721e099a6f26f1d3894027473821af58e03065c83bc3ec96136add380	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001104659-26-032757.workflow.js	0759a6d937ea23321bde3ba5c6784383e42bbe6bd93dd609c7213d1a52a18d45	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_0001171843-26-001288.workflow.js	280bd49a97bc7e44b2687d3c8ede93a320ff8756d0c5e5dc5fa33f6e6a69c56a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_AAL_2026-04-23T08.30.workflow.js	54a56cd20c95c31da16396843b9378c260386450dc6f25d280411fe31d7521d8	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_BBY_2026-03-03T08.00.workflow.js	ced73af4356522af4d4f3f70a55a36e9deb06322ad7c421047bc5ad639f37799	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_CMG_2026-02-03T16.30.workflow.js	d277d15778703cc131a0efdbb12b3e6149914bb98ff2d121927b12d534b85575	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_DAL_2026-04-08T10.00.workflow.js	0873a08cba3831bdf5dbba4db27d37712acd3694f31136a68c639edb6695895f	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_DRI_2026-03-19T08.30.workflow.js	bf11c9ccb12f69302019b49fbcfaa7d823612a2e5442488259ca3f70892ac9e1	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_MCD_2026-02-11T16.30.workflow.js	1261d46c6fe9699a04422b34e4b858c383d763ac9a97ba3340e753fee192d230	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_ULTA_2026-03-12T16.30.workflow.js	66641470dbbf5f0237f30b075ca0535f5a3443f786e9efcf291e8e6637cc7bff	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_YUM_2026-02-04T08.15.workflow.js	ee55818cab3262b4f9aaea3e24911311c26b7976d643c94e85eff59671599c32	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_bzNews_42014391.workflow.js	905047813323d8672dc663fc5f1651eb8a304887b9b061aa49594c02a0827419	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_bzNews_49256211.workflow.js	16237c054b6c639be18a0ab33eefcf31d6a21ca8550c62481341dd6176ff0fa7	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_bzNews_50877032.workflow.js	b5f5c358e3ef19c6820283be30d589c23160b2f6efe83a931db408a9a7b86e79	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launchers_a1/kfields_a1_bzNews_51962983.workflow.js	7ac6991c298c14076a6e0794cd852138ba14af8a67150157b2438850f945db55	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/scorers/grade_batch.js	806a7560002a14ed5f3a4c79a78d85be0fac8abf773f8fdf9457c3d902e8abd6	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/scorers/score_exp0.py	57dcc9f3dfef4a661b9db1e32bb200bd298f787439646efb468dd1f21be4ae0f	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/scorers/score_exp5.py	dfe6b5ae3a215856d22ed1d15b49bbc2c1044e1352c046c1f1ae0da3391709c6	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/candidate_v2_1488/adjudication_sidecar.json	041ebf64e2dab6f6af67887d6b70b03262a5e90b82087ae630a403080c343e37	accepted correction export candidate_v2_1488 (correction_1488/out/attempt3_exact_recon/A)
inputs/candidate_v2_1488/correction_receipt.json	bc5ac688abe66763a5cc99f9fb3a3708ba15b83c9a47fd327ffaac2dcb653eab	accepted correction export candidate_v2_1488 (correction_1488/out/attempt3_exact_recon/A)
inputs/candidate_v2_1488/final_inventory.json	1440d75131c0c7418a66821778a88d5c1ff8fd9bdf7f4cca4d561b596c1b3066	accepted correction export candidate_v2_1488 (correction_1488/out/attempt3_exact_recon/A)
inputs/candidate_v2_1488/validator_receipt.json	2e7afac63207d46513659a74f25c5811f04a1af40121ec82534993830e94adbb	accepted correction export candidate_v2_1488 (correction_1488/out/attempt3_exact_recon/A)
inputs/a1_era/exp5_rev4_package.md	c5211a1f8e96b053d0c7688b138bea7cb7e502bb4e6ffdc7456bf194a6f94359	accepted A3 harness copy (foundation/bench/.../experiments/harness), A1-era file the G1v3 A3 proof reads
inputs/a1_era/launch_kfields_a1.bundle.json	dc9442f344b59fae521dd6a6f672f7f9d627e143e24920977415ff591c995494	accepted A3 harness copy (foundation/bench/.../experiments/harness), A1-era file the G1v3 A3 proof reads
inputs/a1_era/launch_kfields_drafts.manifest.json	d65e4f877ebebfc22f51fb98c3af28ca24c3320772a73046cad90a8955133f28	accepted A3 harness copy (foundation/bench/.../experiments/harness), A1-era file the G1v3 A3 proof reads
inputs/era_1488/build_launch_manifest.py	e2a7fa9dbe6cd2eac545b22589ddbc52245e6b32fba9542ca4c7c3900378d924	model mirror scratchpad/bench_1306/.claude/plans/Drivers/experiments/harness_g1v3 (the 1488-era bytes the transcript recorded at line 79639; Codex SEQ 1599)
inputs/era_1488/audit_worker_access.py	927446a67f804ff828d081debccc8622b17d3a2eb0d170321f71c6a197c87346	model mirror scratchpad/bench_1306/.claude/plans/Drivers/experiments/harness_g1v3 (the 1488-era bytes the transcript recorded at line 79639; Codex SEQ 1599)
inputs/a1_era/exp5_prompt_drafter.md	a13289a8a135fe7f26beaeef1168a219496f197345063c963e677fa7fa452fef	accepted A3 harness copy (foundation/bench/.../experiments/harness); the A1 plan's own protected pin names this hash (contract / contract_manifest)
inputs/a1_era/exp5_prompt_contract.manifest.json	b76a9de31fb24cda3736b99ad9919c82fc0cb6d439c0b78bab58974bd5b29625	accepted A3 harness copy (foundation/bench/.../experiments/harness); the A1 plan's own protected pin names this hash (contract / contract_manifest)
