cik,symbol,root,company_name,cusip,figi,class_figi,exchange,related,sector,industry,sic,sic_name,sector_etf,industry_etf,mkt_cap,employees,shares_out,ipo_date,win_rate,total_count,recent_count,avg_abs_return,max_return,min_return,fiscal_year_end_month,fiscal_year_end_day
917520,IART,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,457985208 457985117 457985109,BBG000BZJQL8,BBG001S7JWM6,NAS,[],Healthcare,MedicalDevices,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,XLV,IHI,1946064075,3946,77160000,1995-08-16,0.5436893203883495,103,71,1.8577423223140497,7.618696,-10.422238,12,31
720005,RJF,RJF,RAYMOND JAMES FINANCIAL INC,754730109,BBG000BS73J1,BBG001S5VQ03,NYS,"['LPLA', 'SF', 'AMP', 'LPLA', 'EQH', 'PFG', 'SCHW', 'PRU', 'MET', 'FITB']",FinancialServices,CapitalMarkets,6211,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",XLF,IAI,34704349266,8761,207280000,1986-04-11,0.5979381443298969,97,69,0.9543245851851851,4.597766,-5.344365,9,30
1037038,RL,RL,RALPH LAUREN CORP,751212101 731572103,BBG000BS0ZF1,BBG001S9TL45,NYS,"['LULU', 'CROX', 'GIII', 'PVH', 'OXM', 'GES', 'GIL', 'UAA', 'SHOO', 'PVH']",ConsumerCyclical,ApparelManufacturing,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",XLY,XRT,16611485624,23400,40220000,1997-06-12,0.533678756,193,124,1.4403906363636367,8.630676000000001,-13.99827,3,30
49071,HUM,HUM,HUMANA INC,444859102,BBG000BLKK03,BBG001S5S1X6,NYS,"['CNC', 'CI', 'MOH', 'ANTM', 'ELV', 'UNH', 'UNH']",Healthcare,HealthcarePlans,6324,HOSPITAL & MEDICAL SERVICE PLANS,XLV,IHF,33032443725,67600,120410000,1971-05-18,0.5508196721311476,305,231,0.8875585983146068,6.111301,-10.0474,12,31
940942,HUBG,HUBG,HUB GROUP INC,443320106,BBG000G9W6L0,BBG001S8SNQ0,NAS,"['JBHT', 'SNDR', 'LSTR', 'WERN', 'KNX', 'MRTN', 'ODFL', 'ARCB', 'HTLD', 'R']",Industrials,IntegratedFreightAndLogistics,4731,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,XLI,IYT,2541782309.6000004,5900,60790000,1996-03-13,0.5942028985507246,138,95,2.0420381901840488,10.556326,-14.618655,12,31
48898,HUBB,HUBB,HUBBELL INC,443510607 443510201,BBG000BLK267,BBG001S5S1L9,NYS,"['ETN', 'NVT', 'ITT', 'AME', 'TT', 'PH', 'EME', 'EXP', 'FIX', 'APH']",Industrials,ElectricalEquipmentAndParts,3670,ELECTRONIC COMPONENTS & ACCESSORIES,XLI,IYJ,21524326777,18400,53690000,1992-03-25,0.6428571428571429,112,74,1.3668565703125002,11.904332,-9.252476,12,31
47111,HSY,HSY,HERSHEY CO,427866108,BBG000BLHRS2,BBG001S5S148,NYS,"['MDLZ', 'GIS', 'CHD', 'HRL', 'MKC', 'K', 'KHC', 'LW', 'POST', 'COTY']",ConsumerDefensive,Confectioners,2060,SUGAR & CONFECTIONERY PRODUCTS,XLP,PBJ,31350821727,20505,147740000,1947-09-19,0.5414847161572053,229,165,0.8214762169117646,7.189255,-12.522165,12,31
717605,HXL,HXL,HEXCEL CORP,428291108,BBG000BLMDQ9,BBG001S5S2J0,NYS,"['RTX', 'CW', 'HWM', 'BA', 'AIR', 'TDG', 'AL', 'ITT']",Industrials,AerospaceAndDefense,2821,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",XLI,ITA,5298706886,5894,81130000,1983-05-02,0.5238095238095238,126,76,1.631961323,15.705881,-8.431194,12,31
85961,R,R,RYDER SYSTEM INC,783549108,BBG000BRVP70,BBG001S5VK15,NYS,"['GATX', 'CHRW', 'TNK', 'ATSG', 'HUBG', 'ITT', 'ARCB']",Industrials,RentalAndLeasingServices,7510,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),XLI,IYJ,6921881278.490001,78800,43830000,1986-03-13,0.6044776119402985,134,74,1.5859440268456375,11.654338,-8.659062,12,31
920760,LEN,LEN,LENNAR CORP,526057104,BBG000BN5HF7,BBG001S5SRK3,NYS,"['DHI', 'NVR', 'TOL', 'PHM', 'MTH', 'LEN.B', 'KBH', 'TPH', 'LEN.B', 'DHI']",ConsumerCyclical,ResidentialConstruction,1520,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,XLY,ITB,32377576721,13265,233510000,1972-07-27,0.4914089347079037,291,212,1.1405981807228915,16.33173,-9.742801,11,30
59527,LECO,LECO,LINCOLN ELECTRIC HOLDINGS INC,533900106 533543104,BBG000BB72K8,BBG001S5TV87,NAS,"['ITW', 'GGG', 'ITT', 'DCI', 'DOV', 'PH', 'FELE', 'WTS', 'TKR', 'KMT']",Industrials,ToolsAndAccessories,3540,METALWORKG MACHINERY & EQUIPMENT,XLI,IYJ,10791434824,12000,56430000,1983-10-13,0.5714285714285714,98,60,1.1339456090909092,5.611412,-4.671994,12,31
922224,PPL,PPL,PPL CORP,69351T106 693499105,BBG000BRJL00,BBG001S5VC31,NYS,"['NI', 'DUK', 'ETR', 'DTE', 'ED', 'OGE', 'LNT', 'EVRG', 'AEP', 'NI']",Utilities,UtilitiesRegulatedElectric,4911,ELECTRIC SERVICES,XLU,IDU,25194295971,6629,737970000,1948-09-17,0.5234375,128,105,0.7395966954022988,2.161857,-4.217008,12,31
1393311,PSA,PSA,PUBLIC STORAGE,74460D109,BBG000BPPN67,BBG001S5TH79,NYS,"['EXR', 'PLD', 'DLR', 'SBAC', 'CUBE', 'EXR', 'NSA', 'PLD', 'MAA', 'FR']",RealEstate,REITIndustrial,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,INDS,53012061661,6200,175180000,1984-10-19,0.5691056910569106,123,74,0.9880449210526316,5.145319,-5.790214,12,31
885639,KSS,KSS,KOHLS CORP,500255104,BBG000CS7CT9,BBG001S71NV5,NYS,"['WMT', 'DDS', 'COST', 'M', 'JWN', 'LOW', 'ANF', 'TGT', 'DKS', 'HD']",ConsumerCyclical,DepartmentStores,5311,RETAIL-DEPARTMENT STORES,XLY,XRT,1343760536,96000,111240000,1992-01-01,0.5643564356435643,303,191,2.089820322946176,32.696373,-14.879794,2,1
60519,LPX,LPX,LOUISIANA-PACIFIC CORP,546347105,BBG000BNF508,BBG001S5SW04,NYS,"['BCC', 'MLM', 'OC', 'PCH', 'RYN', 'BCC', 'UFPI', 'WY', 'BLDR', 'WFG']",Industrials,BuildingProductsAndEquipment,2400,LUMBER & WOOD PRODUCTS (NO FURNITURE),XLI,XHB,8092850128.019999,4100,70240000,1972-12-27,0.6407766990291263,103,72,1.6850766974789917,6.988226,-11.051175,12,31
60667,LOW,LOW,LOWES COMPANIES INC,548661107,BBG000BNDN65,BBG001S5SVL3,NYS,"['HD', 'TGT', 'BLDR', 'COST', 'WMT', 'TGLS', 'GMS', 'HD', 'MAS', 'FND']",ConsumerCyclical,HomeImprovementRetail,5211,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,XLY,XHB,1.42258E+11,284000,564650000,1979-12-19,0.5209302325581395,430,307,0.866630739,11.637583,-4.536339,1,31
59558,LNC,LNC,LINCOLN NATIONAL CORP,534187109,BBG000BNC3Y9,BBG001S5STV7,NYS,"['VOYA', 'RGA', 'MFC', 'BHF', 'PRI', 'SLF', 'PRU', 'EQH', 'BHF', 'MET']",FinancialServices,InsuranceLife,6311,LIFE INSURANCE,XLF,KIE,6309511609,11024,170340000,1969-08-20,0.5364238410596026,151,109,1.5823892349726776,14.63716,-15.175781,12,31
936468,LMT,LMT,LOCKHEED MARTIN CORP,539830109,BBG000C1BW00,BBG001S7PS57,NYS,"['NOC', 'RTX', 'TXT', 'GD', 'LHX', 'HXL', 'BA', 'HII', 'LDOS', 'TDY']",Industrials,AerospaceAndDefense,3760,GUIDED MISSILES & SPACE VEHICLES & PARTS,XLI,ITA,1.04603E+11,121000,235390000,1995-03-16,0.5344352617079889,363,279,0.6569684380733943,3.598107,-5.01,12,31
59478,LLY,LLY,ELI LILLY & CO,532457108,BBG000BNBDC2,BBG001S5STL8,NYS,"['ABBV', 'AMGN', 'PFE', 'BIIB', 'VKTX', 'INCY', 'VRTX', 'JNJ', 'MRK', 'MRNA']",Healthcare,DrugManufacturersGeneral,2834,PHARMACEUTICAL PREPARATIONS,XLV,IHE,834750554577.6599,43000,950410000,1970-07-09,0.5110803324099723,722,441,0.8303097058080807,9.113495,-9.125984,12,31
764622,PNW,PNW,PINNACLE WEST CAPITAL CORP,723484101,BBG000BRDSX5,BBG001S5VB15,NYS,"['LNT', 'OGE', 'WEC', 'AEE', 'DUK', 'EVRG', 'CMS', 'NI', 'ED', 'SO']",Utilities,UtilitiesRegulatedElectric,4911,ELECTRIC SERVICES,XLU,IDU,9888473345,6133,113700000,1985-04-29,0.5144508670520231,173,107,0.845128238,3.839979,-5.977408,12,31
920148,LH,LH,LABCORP HOLDINGS INC,50540R409 504922105 50540R136 50540R102,BBG01MMT6PL7,BBG01MMT6PQ2,NYS,"['AMN', 'TMO', 'MEDP', 'HSIC', 'CAH', 'MCK', 'CHE', 'WST', 'HOLX', 'DGX']",Healthcare,DiagnosticsAndResearch,8071,SERVICES-MEDICAL LABORATORIES,XLV,IHI,20538918000,67000,83640000,1991-04-24,0.5828571428571429,175,101,0.9931344054054054,5.9235500000000005,-9.814372,12,31
779152,JKHY,JKHY,JACK HENRY & ASSOCIATES INC,426281101,BBG000BMH2Q7,BBG001S5SHB5,NAS,[],Technology,InformationTechnologyServices,7373,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,XLK,IGV,12681060278,7170,72960000,1985-11-20,0.4895833333333333,96,90,1.157938811188811,6.266328,-7.516786,6,30
901491,PZZA,PZZA,PAPA JOHNS INTERNATIONAL INC,698813102,BBG000BFWF13,BBG001S6XNB4,NAS,['ARCO'],ConsumerCyclical,Restaurants,5812,RETAIL-EATING PLACES,XLY,EATZ,1242013755,13200,32630000,1993-06-08,0.5483870967741935,217,112,1.458521127340824,7.123048,-9.002618,12,29
728535,JBHT,JBHT,HUNT J B TRANSPORT SERVICES INC,445658107,BBG000BMDBZ1,BBG001S5SFY4,NAS,"['ALK', 'ODFL', 'LSTR', 'KNX', 'ARCB', 'SNDR', 'CHRW', 'GATX', 'WERN', 'LSTR']",Industrials,IntegratedFreightAndLogistics,4213,TRUCKING (NO LOCAL),XLI,IYT,16707213250,34718,100830000,1983-11-22,0.5470085470085471,234,155,1.0017063299319728,5.425924,-5.04337,12,31
804328,QCOM,QCOM,QUALCOMM INC,747525103,BBG000CGC1X8,BBG001S6VS70,NAS,"['AMD', 'NVDA', 'CLFD', 'AAPL', 'INTC', 'AVGO', 'JNPR', 'MSFT', 'META', 'GOOGL']",Technology,Semiconductors,3663,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,XLK,SOXX,1.85764E+11,49000,1106000000,1991-12-13,0.497545008,611,409,0.9501409775596072,15.5164,-6.704692,9,29
1906324,QDEL,QDEL,QUIDELORTHO CORP,74838J101 219798105,BBG017TGV7M2,BBG017TGV7N1,NAS,[],Healthcare,MedicalDevices,2835,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,XLV,IHI,2884640592,7100,67260000,1992-03-03,0.5392156862745098,102,54,2.8895893333333333,23.718719,-13.543087,12,29
49826,ITW,ITW,ILLINOIS TOOL WORKS INC,452308109,BBG000BMBL90,BBG001S5SDX0,NYS,"['AOS', 'IR', 'OI', 'DE', 'AIT', 'XYL', 'DOV', 'ITT', 'GGG', 'LECO']",Industrials,SpecialtyIndustrialMachinery,3560,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,XLI,IYJ,75466868000,45000,295300000,1973-03-13,0.5502958579881657,169,141,0.66637841,4.613353,-3.633422,12,31
780571,ITRI,ITRI,ITRON INC,465741106,BBG000BD2167,BBG001S6DJQ9,NAS,"['GDDY', 'WWD', 'WTS']",Technology,ScientificAndTechnicalInstruments,3825,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,XLK,IYW,4745226347,5859,45090000,1993-11-04,0.5855855855855856,111,88,2.6131187517730496,12.154347,-29.348172,12,31
1025996,KRC,KRC,KILROY REALTY CORP,49427F108,BBG000BLMXN8,BBG001S9BHB5,NYS,"['DEI', 'BXP', 'HIW', 'CUZ', 'VNO', 'SLG', 'PDM', 'BDN', 'HPP', 'JBGS']",RealEstate,REITOffice,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,4397238607,248,118050000,1997-01-29,0.6477272727272727,88,67,0.8541540377358492,3.986536000000001,-3.123178,3,31
56873,KR,KR,KROGER CO,501044101,BBG000BMY992,BBG001S5SN40,NYS,"['COST', 'ACI', 'WMT', 'ULTA', 'CASY', 'BJ', 'SFM', 'TGT', 'DKS', 'TGLS']",ConsumerDefensive,GroceryStores,5411,RETAIL-GROCERY STORES,XLP,VDC,47034398450,414000,723610000,1951-01-12,0.5077399380804953,323,200,1.1255685280612244,8.237247,-6.928738,2,3
21344,KO,KO,COCA COLA CO,191216100,BBG000BMX289,BBG001S5SMQ8,NYS,"['PEP', 'PG', 'AXP', 'BRK.B', 'BRK.A', 'CVX', 'JNJ', 'MCD', 'OXY', 'MNST']",ConsumerDefensive,BeveragesNonAlcoholic,2080,BEVERAGES,XLP,PBJ,275009769289.92004,79100,4307800000,1924-09-26,0.4932885906040268,298,181,0.5929279307479224,3.007693,-4.754606,12,31
889900,PTEN,PTEN,PATTERSON UTI ENERGY INC,703481101 703414102,BBG000BKXFN7,BBG001S7GWF7,NAS,"['HP', 'HP', 'NBR', 'HAL', 'LBRT', 'RES', 'PUMP', 'OII', 'WHD', 'OIS']",Energy,OilAndGasDrilling,1381,DRILLING OIL & GAS WELLS,XLE,OIH,3361424625,10600,389960000,1993-11-02,0.5354330708661418,127,94,2.481169656,30.142931,-12.685303,12,31
55242,KMT,KMT,KENNAMETAL INC,489170100,BBG000BMWKC5,BBG001S5SM97,NYS,"['TKR', 'TEX', 'ITT', 'PH', 'FELE', 'URI', 'LECO', 'BC', 'AVNT', 'DOV']",Industrials,ToolsAndAccessories,3541,"MACHINE TOOLS, METAL CUTTING TYPES",XLI,IYJ,1731732651,8447,77730000,1967-01-23,0.6057692307692307,104,63,2.210018933333333,9.911171,-11.541113,6,30
55785,KMB,KMB,KIMBERLY CLARK CORP,494368103 494368129,BBG000BMW2Z0,BBG001S5SLZ0,NYS,"['PG', 'IPAR', 'PG', 'CL', 'CHD']",ConsumerDefensive,HouseholdAndPersonalProducts,2670,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),XLP,VDC,43233540000,41000,333490000,1946-08-22,0.4578313253012048,166,113,0.8999410097560976,5.954256,-4.770686,12,31
319201,KLAC,KLAC,KLA CORP,482480100,BBG000BMTFR4,BBG001S5SLM4,NAS,"['LRCX', 'AMAT', 'LRCX', 'ONTO', 'MKSI', 'NVMI', 'TER', 'MCHP', 'ENTG', 'ACLS']",Technology,SemiconductorEquipmentAndMaterials,3827,OPTICAL INSTRUMENTS & LENSES,XLK,SOXX,99359419984,15230,132889999,1980-10-08,0.5737704918032787,244,173,1.3237418374558303,11.791156,-7.50588,6,30
795266,KBH,KBH,KB HOME,48666K109 486168107,BBG000BMLWX8,BBG001S5SJV9,NYS,"['LEN', 'DHI', 'NVR', 'MTH', 'TMHC', 'TPH', 'DFH', 'AYI', 'CCS', 'TOL']",ConsumerCyclical,ResidentialConstruction,1531,OPERATIVE BUILDERS,XLY,ITB,4578350292,2384,72160000,1986-08-01,0.5299539170506913,217,132,1.6097232283464569,7.530619,-12.900905,11,30
78239,PVH,PVH,PVH CORP,693656100 718592108,BBG000BRRG02,BBG001S5VGY8,NYS,"['CROX', 'GIII', 'OXM', 'GIL', 'RL', 'TPR', 'COLM', 'SHOO', 'LEVI', 'GES']",ConsumerCyclical,ApparelManufacturing,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",XLY,XRT,4386677662.299999,29000,55630000,1976-06-11,0.5302325581395348,215,121,1.6978410313725492,8.492512000000001,-18.22827,2,4
879101,KIM,KIM,KIMCO REALTY CORP,49446R109,BBG000CN3S73,BBG001S70279,NYS,"['O', 'FRT', 'REG', 'MAC', 'BRX', 'REG', 'FRT', 'KRG', 'UE', 'AKR']",RealEstate,REITRetail,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,SRET,15093467316,660,674120000,1991-11-22,0.5545454545454546,110,77,1.0701420458015267,4.296002,-7.828231,12,31
1739940,CI,CI,CIGNA GROUP,125523100 125509109,BBG00KXRCDP0,BBG00KXRCDQ9,NYS,"['CNC', 'HCA', 'HUM', 'ANTM', 'ELV']",Healthcare,HealthcarePlans,6324,HOSPITAL & MEDICAL SERVICE PLANS,XLV,IHF,78498044190,72500,278150000,1982-04-01,0.5,294,220,0.9154513879310344,5.933513999999999,-10.085024,12,31
12927,BA,BA,BOEING CO,097023105,BBG000BCSST7,BBG001S5P0V3,NYS,"['LMT', 'NOC', 'TXT', 'RTX', 'GD', 'SPR', 'UAL', 'TSLA', 'DAL', 'GOOGL']",Industrials,AerospaceAndDefense,3721,AIRCRAFT,XLI,ITA,1.35975E+11,171000,748180000,1952-05-23,0.5277777777777778,1656,810,0.9541874474628396,6.133827,-14.489168,12,31
1035002,VLO,VLO,VALERO ENERGY CORP,91913Y100,BBG000BBGGQ1,BBG001S5X8K9,NYS,"['MPC', 'PSX', 'PBF', 'MUSA', 'SUN', 'CVI', 'PARR', 'EOG', 'MPC', 'PSX']",Energy,OilAndGasRefiningAndMarketing,2911,PETROLEUM REFINING,XLE,CRAK,42131162142.240005,9908,316590000,1997-08-01,0.5688073394495413,327,234,1.074678376344086,7.641864,-6.654093,12,31
1067294,CBRL,CBRL,CRACKER BARREL OLD COUNTRY STORE INC,22410J106 12489V106 224100107,BBG000BF33K1,BBG001S5PK03,NAS,"['ARCO', 'TGLS', 'CMG', 'DIN', 'CAKE', 'BLMN', 'DENN', 'BJRI', 'EAT']",ConsumerCyclical,Restaurants,5812,RETAIL-EATING PLACES,XLY,EATZ,1276632020,77000,22200000,1984-09-07,0.5161290322580645,124,85,1.4110199617834396,6.230338000000001,-8.882369,8,2
866787,AZO,AZO,AUTOZONE INC,053332102,BBG000C7LMS8,BBG001S6Q5D9,NYS,"['KMX', 'ORLY', 'ORLY']",ConsumerCyclical,SpecialtyRetail,5531,RETAIL-AUTO & HOME SUPPLY STORES,XLY,XRT,57398175810,126000,16780000,1991-04-02,0.5714285714285714,308,215,0.8225995308988765,8.909271,-5.638293,8,26
860731,TYL,TYL,TYLER TECHNOLOGIES INC,902252105 902184100,BBG000BVWZF9,BBG001S5WZB0,NYS,"['META', 'NOW', 'INTU', 'ANSS', 'ADSK', 'HUBS', 'CSQ', 'PCTY', 'GLOB', 'DT']",Technology,SoftwareApplication,7372,SERVICES-PREPACKAGED SOFTWARE,XLK,IGV,25946214170,7386,42800000,1969-03-24,0.4895104895104895,143,109,0.9884825722543352,4.145261,-6.410032,12,31
1396009,VMC,VMC,VULCAN MATERIALS CO,929160109,BBG000BWGYF8,BBG001S5X8R2,NYS,"['MLM', 'EXP', 'SUM', 'STRL', 'NVR', 'DY', 'URI', 'MLM', 'EXP', 'SUM']",BasicMaterials,BuildingMaterials,1400,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),XLB,PKB,36042158806,10382,132060000,1957-01-02,0.5859872611464968,157,107,0.966833165,8.16,-5.157187,12,31
8818,AVY,AVY,AVERY DENNISON CORP,053611109,BBG000BCQ4P6,BBG001S5NZM8,NYS,"['ITT', 'EMN', 'PPG', 'FUL', 'DOV', 'XYL', 'AVNT', 'ITW', 'AXTA', 'FTV']",ConsumerCyclical,PackagingAndContainers,2670,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),XLY,VDC,14394059889,35000,80350000,1977-04-04,0.680672269,119,82,1.3105044285714285,5.829720999999999,-9.167946,3,28
18230,CAT,CAT,CATERPILLAR INC,149123101,BBG000BF0K17,BBG001S5PJ06,NYS,"['AOS', 'ETN', 'DE', 'AIT', 'TEX', 'ASTE', 'MCD', 'IR', 'WMT', 'HEES']",Industrials,FarmAndHeavyConstructionMachinery,3531,CONSTRUCTION MACHINERY & EQUIP,XLI,PAVE,1.75682E+11,121173,482800000,1929-12-02,0.5010570824524313,473,305,0.7870443631484794,7.953222,-8.121615,12,31
882796,BCRX,BCRX,BIOCRYST PHARMACEUTICALS INC,09058V103,BBG000BLYWX6,BBG001S7K151,NAS,[],Healthcare,Biotechnology,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",XLV,IBB,1806196019,531,207130000,1994-03-03,0.45,180,92,3.0733713131313123,14.623568,-19.850195,12,31
103379,VFC,VFC,V F CORP,918204108,BBG000BWCKB6,BBG001S5X749,NYS,[],ConsumerCyclical,ApparelManufacturing,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",XLY,XRT,9318594915,30000,389570000,1966-07-25,0.5568627450980392,255,181,1.654500960912052,6.82448,-8.722127,3,30
14930,BC,BC,BRUNSWICK CORP,117043109,BBG000BCWSS3,BBG001S5P294,NYS,"['PII', 'MBUU', 'WGO', 'THO', 'LCII', 'MCFT', 'HOG', 'UFPI', 'CWH', 'HZO']",ConsumerCyclical,RecreationalVehicles,3510,ENGINES & TURBINES,XLY,PEJ,4335097685.400001,17300,65980000,1925-01-15,0.5986394557823129,147,97,1.3536055811518326,7.034345,-5.598416,9,30
764478,BBY,BBY,BEST BUY CO INC,086516101 08651F200,BBG000BCWCG1,BBG001S5P285,NYS,"['WMT', 'AMZN', 'TGT', 'COST', 'HD', 'DKS', 'LOW']",ConsumerCyclical,SpecialtyRetail,5731,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",XLY,XRT,18149108739,85000,213800000,1987-07-20,0.5278688524590164,305,197,1.3365067084468665,9.381277,-9.516128,2,1
10456,BAX,BAX,BAXTER INTERNATIONAL INC,071813109 071813141,BBG000BCVJ77,BBG001S5P1K3,NYS,"['AMN', 'DVA']",Healthcare,MedicalInstrumentsAndSupplies,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,XLV,IHI,15634191730,60000,510590000,1961-05-15,0.5730994152046783,171,128,1.1694666431924885,8.348259,-9.759405,12,31
726958,CASY,CASY,CASEYS GENERAL STORES INC,147528103,BBG000BF0672,BBG001S5PHZ2,NAS,"['FIVE', 'SFM', 'PLAY', 'MUSA']",ConsumerCyclical,SpecialtyRetail,5500,RETAIL-AUTO DEALERS & GASOLINE STATIONS,XLY,XRT,15537198101,45359,37120000,1983-10-20,0.5723270440251572,159,109,1.255640031746032,7.755538,-6.120785,7,31
899689,VNO,VNO,VORNADO REALTY TRUST,929042109,BBG000BWHD54,BBG001S5X909,NYS,"['SLG', 'SLG', 'BXP', 'DEI', 'HIW', 'KRC', 'CUZ', 'PDM', 'BDN', 'JBGS']",RealEstate,REITOffice,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,8190283661,2935,190650000,1965-07-01,0.5339805825242718,103,75,1.2875774596774197,9.113136,-4.822698,12,31
97476,TXN,TXN,TEXAS INSTRUMENTS INC,882508104,BBG000BVV7G1,BBG001S5WYZ7,NAS,"['NVDA', 'AVGO', 'MSFT', 'AMD', 'AAPL', 'GOOGL', 'INTC', 'NXPI', 'MU', 'CDNS']",Technology,Semiconductors,3674,SEMICONDUCTORS & RELATED DEVICES,XLK,SOXX,1.64199E+11,34000,912220000,1953-10-01,0.4813559322033898,295,236,0.9272291606217616,4.521691,-6.119245,12,31
943452,WAB,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,929740108 960386100,BBG000BDD940,BBG001S5XBT3,NYS,"['GATX', 'ITT', 'IR', 'PH', 'URI', 'TKR', 'DOV', 'AMP', 'TXT', 'DCI']",Industrials,Railroads,3743,RAILROAD EQUIPMENT,XLI,IYT,35546774243.200005,1100,171890000,1995-06-15,0.5524475524475524,143,85,1.0092949119496857,8.14333,-5.153322,12,31
1000697,WAT,WAT,WATERS CORP,941848103,BBG000FQRVM3,BBG001S8MDG9,NYS,"['A', 'MTD', 'PKI', 'BRKR', 'TMO', 'DHR', 'IQV', 'BIO']",Healthcare,DiagnosticsAndResearch,3826,LABORATORY ANALYTICAL INSTRUMENTS,XLV,IHI,24308709107,7900,59320000,1995-11-17,0.5700934579439252,107,74,1.3220220298507463,10.005422,-6.702914,12,31
1000753,NSP,NSP,INSPERITY INC,45778Q107 007094105,BBG000BJ41X2,BBG001S894P4,NYS,['CCRN'],Industrials,StaffingAndEmploymentServices,7363,SERVICES-HELP SUPPLY SERVICES,XLI,IYJ,2601869954,4400,37380000,1997-01-29,0.5225806451612903,155,130,0.7738927512953367,6.042115,-9.97827,3,31
1674862,ASH,ASH,ASHLAND INC,044186104 044209104 044204105,BBG00D0Y81M1,BBG00D0Y81N0,NYS,"['CBT', 'ALB']",BasicMaterials,SpecialtyChemicals,5160,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,XLB,IYM,2994224423,3200,47180000,1950-05-08,0.5982905982905983,117,87,1.2134956148648648,5.999376,-7.456551,9,30
217346,TXT,TXT,TEXTRON INC,883203101,BBG000BVVQQ8,BBG001S5WZ39,NYS,"['RTX', 'LDOS', 'LHX', 'ITT', 'AMP', 'PH', 'WAB', 'EQH', 'PRU', 'L']",Industrials,AerospaceAndDefense,3720,AIRCRAFT & PARTS,XLI,ITA,13605322224,34000,185510000,1968-01-02,0.5714285714285714,133,75,1.1550293708609274,5.984229,-10.618546,3,30
731802,ATO,ATO,ATMOS ENERGY CORP,049560105,BBG000BRNGM2,BBG001S5VG05,NYS,"['MDU', 'OGS', 'NJR', 'SR', 'NFG', 'UGI', 'AWK', 'LNT', 'WEC', 'AEE']",Utilities,UtilitiesRegulatedGas,4924,NATURAL GAS DISTRIBUTION,XLU,FCG,22618768073,5260,158730000,1983-12-28,0.568,125,89,0.6657631111111112,2.573474,-4.936266,9,30
1219601,CCK,CCK,CROWN HOLDINGS INC,228368106 228255105,BBG000BF6756,BBG001S5PKZ5,NYS,['BALL'],ConsumerCyclical,PackagingAndContainers,3411,METAL CANS,XLY,VDC,10305075751.759998,25000,119630000,1948-01-29,0.5460992907801419,141,112,1.223331672316384,7.165636,-13.769241,12,31
797721,VSAT,VSAT,VIASAT INC,92552V100,BBG000HHLBF9,BBG001S98NF2,NAS,"['CLFD', 'ANET']",Technology,CommunicationEquipment,3663,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,XLK,SOXX,1461128078.5400002,7500,128389999,1996-12-03,0.5266666666666666,150,89,1.744060105263158,8.004536,-12.934325,3,31
815097,CCL,CCL,CARNIVAL CORP,143658300 143658102,BBG000BF6LY3,BBG001S5PL01,NYS,"['RCL', 'NCLH', 'NKE', 'DIS', 'NCLH', 'RCL', 'DAL', 'AAL', 'UAL', 'TNL']",ConsumerCyclical,TravelServices,4400,WATER TRANSPORTATION,XLY,JETS,36163065846,100000,1164200000,1987-07-24,0.5518072289156627,415,202,1.3848006666666668,8.702179,-12.004787,11,30
