Symbol,SymbolID,SymbolValue,Exchange,ShortName,PrimarySymbol,CompanyId,StandardName,LastPrice,LastVolume,MarketCap,StockType,StyleBox,StyleScore,SizeScore,FinancialHealthGrade,GrowthGrade,GrowthScore,EconomySphereCode,ProfitabilityGrade,ValueScore,IsShortable,ListingDate,SectorName,IndustryGroupName,IndustryName,SectorETF,IndustryGroupETF,IndustryETF,DollarVolume,QCSymbol,QCSymbolID,NewsSourceSymbol
SUI R735QTJ8XC9X,SUI R735QTJ8XC9X,SUI,NYS,Sun Communities,SUI,0C00000CFN,Sun Communities Inc,136.22,1351823,1.67E+10,5,5,168.21728,138.83154,B,B,41.74103,1,C,37.16431,Yes,1998-01-02,RealEstate,REITs,REITResidential,XLRE,VNQ,IYR,1.84E+08,SUI,SUI R735QTJ8XC9X,SUI.BenzingaNews R735QTJ8XC9W
SYI R735QTJ8XC9X,SYI R735QTJ8XC9X,SYBT,NAS,Stock Yards Bancorp,SYBT,0C000008VJ,Stock Yards Bancorp Inc,51.509999,124550,1.49E+09,3,8,153.02155,-5.72531,C,C,51.19893,1,D,51.09041,Yes,1998-01-02,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,6.42E+06,SYI,SYI R735QTJ8XC9X,SYI.BenzingaNews R735QTJ8XC9W
STRA R735QTJ8XC9X,STRA R735QTJ8XC9X,STRA,NAS,Strategic Education,STRA,0C00000CF0,Strategic Education Inc,92.37,127471,2.23E+09,7,8,165.17581,23.09162,A,C,48.39597,2,C,45.6034,Yes,1998-01-02,ConsumerDefensive,Education,EducationAndTrainingServices,XLP,EDUT,EDUT,1.18E+07,STRA,STRA R735QTJ8XC9X,STRA.BenzingaNews R735QTJ8XC9W
ECL R735QTJ8XC9X,ECL R735QTJ8XC9X,ECL,NYS,Ecolab,ECL,0C00000B3D,Ecolab Inc,196.116411,1569144,5.61E+10,3,2,199.9765,209.38213,A,C,47.64327,1,D,42.79013,Yes,1998-01-02,BasicMaterials,Chemicals,SpecialtyChemicals,XLB,XLB,XLB,3.08E+08,ECL,ECL R735QTJ8XC9X,ECL.BenzingaNews R735QTJ8XC9W
EMN R735QTJ8XC9X,EMN R735QTJ8XC9X,EMN,NYS,Eastman Chemical,EMN,0C00000B2X,Eastman Chemical Co,88.870001,1905764,1.05E+10,3,4,41.1509,111.01738,B,C,37.81587,1,D,64.76349,Yes,1998-01-02,BasicMaterials,Chemicals,SpecialtyChemicals,XLB,XLB,XLB,1.69E+08,EMN,EMN R735QTJ8XC9X,EMN.BenzingaNews R735QTJ8XC9W
SSP R735QTJ8XC9X,SSP R735QTJ8XC9X,SSP,NAS,E W Scripps,SSP,0C00000B2B,The E W Scripps Co,8.32,463887,6.57E+08,8,7,-190.36874,-47.63266,C,B,15.8518,3,B,91.57509,Yes,1998-01-02,CommunicationServices,MediaDiversified,Broadcasting,XLC,XLC,XLC,3.86E+06,SSP,SSP R735QTJ8XC9X,SSP.BenzingaNews R735QTJ8XC9W
EMCG R735QTJ8XC9X,EMCG R735QTJ8XC9X,EME,NYS,EMCOR Group,EME,0C000007ER,EMCOR Group Inc,218.62,330820,1.02E+10,3,5,198.87549,111.52413,B,C,64.5243,3,C,52.34148,Yes,1998-01-02,Industrials,Construction,EngineeringAndConstruction,XLI,PKB,PKB,7.23E+07,EMCG,EMCG R735QTJ8XC9X,EMCG.BenzingaNews R735QTJ8XC9W
SSRIF R735QTJ8XC9X,SSRIF R735QTJ8XC9X,SSRM,TSE,SSR Mining,SSRM,0C0000091N,SSR Mining Inc,10.57,6563087,2.19E+09,5,8,171.21487,99.41818,B,C,52.50624,1,C,48.34236,Yes,1998-01-02,BasicMaterials,MetalsAndMining,Gold,XLB,XME,GLD,6.94E+07,SSRIF,SSRIF R735QTJ8XC9X,SSRIF.BenzingaNews R735QTJ8XC9W
ELY R735QTJ8XC9X,ELY R735QTJ8XC9X,MODG,NYS,Topgolf Callaway Brands,MODG,0C0000073I,Topgolf Callaway Brands Corp,14.24,4017969,2.58E+09,3,8,115.74965,25.67125,C,C,44.38465,1,D,52.50699,Yes,1998-01-02,ConsumerCyclical,TravelAndLeisure,Leisure,XLY,PEJ,PEJ,5.72E+07,ELY,ELY R735QTJ8XC9X,ELY.BenzingaNews R735QTJ8XC9W
ELTKF R735QTJ8XC9X,ELTKF R735QTJ8XC9X,ELTK,NAS,Eltek,ELTK,0C000007ED,Eltek Ltd,15.41,108977,9.17E+07,7,8,185.21116,-102.43884,C,D,56.12284,3,F,48.86682,Yes,1998-01-02,Technology,Hardware,ElectronicComponents,XLK,VGT,XSD,1.68E+06,ELTKF,ELTKF R735QTJ8XC9X,ELTKF.BenzingaNews R735QTJ8XC9W
SSYS R735QTJ8XC9X,SSYS R735QTJ8XC9X,SSYS,NAS,Stratasys,SSYS,0C00000CEQ,Stratasys Ltd,12.665,752008,8.71E+08,3,8,162.52889,32.77471,C,D,41.32143,3,F,39.0765,Yes,1998-01-02,Technology,Hardware,ComputerHardware,XLK,VGT,VGT,9.52E+06,SSYS,SSYS R735QTJ8XC9X,SSYS.BenzingaNews R735QTJ8XC9W
STAA R735QTJ8XC9X,STAA R735QTJ8XC9X,STAA,NAS,Staar Surgical,STAA,0C00000CCM,Staar Surgical Co,35.31,989788,1.63E+09,1,9,253.63883,3.49375,B,B,58.68667,2,C,36.35857,Yes,1998-01-02,Healthcare,MedicalDevicesAndInstruments,MedicalInstrumentsAndSupplies,XLV,IHI,IHI,3.49E+07,STAA,STAA R735QTJ8XC9X,STAA.BenzingaNews R735QTJ8XC9W
EL R735QTJ8XC9X,EL R735QTJ8XC9X,EL,NYS,Estee Lauder Cos,EL,0C000007IQ,The Estee Lauder Companies Inc,146.06,4086587,5.14E+10,7,6,200.79486,198.97174,C,C,46.40288,2,C,33.74387,Yes,1998-01-02,ConsumerDefensive,ConsumerPackagedGoods,HouseholdAndPersonalProducts,XLP,KXI,XLP,5.97E+08,EL,EL R735QTJ8XC9X,EL.BenzingaNews R735QTJ8XC9W
EIX R735QTJ8XC9X,EIX R735QTJ8XC9X,EIX,NYS,Edison Intl,EIX,0C00000B3P,Edison International,70.32,2868513,2.69E+10,8,4,71.25859,165.49742,B,C,44.4076,2,C,63.8857,Yes,1998-01-02,Utilities,UtilitiesRegulated,UtilitiesRegulatedElectric,XLU,XLU,XLU,2.02E+08,EIX,EIX R735QTJ8XC9X,EIX.BenzingaNews R735QTJ8XC9W
EGP R735QTJ8XC9X,EGP R735QTJ8XC9X,EGP,NYS,EastGroup Props,EGP,0C00000B2W,EastGroup Properties Inc,186.06,596320,8.53E+09,5,9,208.23596,98.70008,A,C,50.05976,1,C,37.7581,Yes,1998-01-02,RealEstate,REITs,REITIndustrial,XLRE,VNQ,IYR,1.11E+08,EGP,EGP R735QTJ8XC9X,EGP.BenzingaNews R735QTJ8XC9W
STBA R735QTJ8XC9X,STBA R735QTJ8XC9X,STBA,NAS,S&T Bancorp,STBA,0C000008VI,S&T Bancorp Inc,32.48,210920,1.23E+09,3,7,91.69849,-17.12642,C,C,52.48664,1,C,65.92026,Yes,1998-01-02,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,6.85E+06,STBA,STBA R735QTJ8XC9X,STBA.BenzingaNews R735QTJ8XC9W
STC R735QTJ8XC9X,STC R735QTJ8XC9X,STC,NYS,Stewart Information Servs,STC,0C00000CEB,Stewart Information Services Corp,57.04,318961,1.54E+09,1,7,-27.42925,-7.38177,B,C,27.56116,1,C,67.30208,Yes,1998-01-02,FinancialServices,Insurance,InsurancePropertyAndCasualty,XLF,KIE,KIE,1.82E+07,STC,STC R735QTJ8XC9X,STC.BenzingaNews R735QTJ8XC9W
EFX R735QTJ8XC9X,EFX R735QTJ8XC9X,EFX,NYS,Equifax,EFX,0C000007HU,Equifax Inc,246.69,1636002,3.01E+10,1,5,188.04935,168.75358,B,C,46.72477,3,B,37.22784,Yes,1998-01-02,Industrials,BusinessServices,ConsultingServices,XLI,IYC,IYC,4.04E+08,EFX,EFX R735QTJ8XC9X,EFX.BenzingaNews R735QTJ8XC9W
STKLF R735QTJ8XC9X,STKLF R735QTJ8XC9X,STKL,TSE,SunOpta,SOY,0C00000CG2,SunOpta Inc,5.01,1562030,5.59E+08,3,8,130.82744,34.15122,C,C,34.89204,2,F,36.93711,Yes,1998-01-02,ConsumerDefensive,ConsumerPackagedGoods,PackagedFoods,XLP,KXI,PBJ,7.83E+06,STKLF,STKLF R735QTJ8XC9X,STKLF.BenzingaNews R735QTJ8XC9W
EEFT R735QTJ8XC9X,EEFT R735QTJ8XC9X,EEFT,NAS,Euronet Worldwide,EEFT,0C000007IW,Euronet Worldwide Inc,94.195,481907,4.38E+09,7,8,149.4213,58.97792,C,C,52.0993,3,D,52.78584,Yes,1998-01-02,Technology,Software,SoftwareInfrastructure,XLK,IGV,IGV,4.54E+07,EEFT,EEFT R735QTJ8XC9X,EEFT.BenzingaNews R735QTJ8XC9W
EE R735QTJ8XC9X,EE R735QTJ8XC9X,EE,NYS,Excelerate Energy,EE,0C0000CF6I,Excelerate Energy Inc,16.29,262792,4.20E+08,5,7,75.85949,-69.16788,None,A,33.86422,3,D,50.79561,Yes,1998-01-02,Energy,OilAndGas,OilAndGasMidstream,XLE,XLE,AMLP,4.28E+06,EE,EE R735QTJ8XC9X,EE.BenzingaNews R735QTJ8XC9W
STLD R735QTJ8XC9X,STLD R735QTJ8XC9X,STLD,NAS,Steel Dynamics,STLD,0C00000CDK,Steel Dynamics Inc,119.13,2127549,2.01E+10,3,4,18.94298,148.09342,B,B,31.63327,1,A,64.09053,Yes,1998-01-02,BasicMaterials,Steel,Steel,XLB,SLX,SLX,2.53E+08,STLD,STLD R735QTJ8XC9X,STLD.BenzingaNews R735QTJ8XC9W
ED R735QTJ8XC9X,ED R735QTJ8XC9X,ED,NYS,Consolidated Edison,ED,0C00000APN,Consolidated Edison Inc,91.91,3183732,3.10E+10,2,5,101.63332,177.52705,B,C,42.62038,2,D,54.5627,Yes,1998-01-02,Utilities,UtilitiesRegulated,UtilitiesRegulatedElectric,XLU,XLU,XLU,2.93E+08,ED,ED R735QTJ8XC9X,ED.BenzingaNews R735QTJ8XC9W
EIS R735QTJ8XC9X,EIS R735QTJ8XC9X,CRF,ASE,Cornerstone Total Return,CRF,0C00001I75,Cornerstone Total Return Fund Inc,7.26,656110,7.60E+08,6,0,NaN,NaN,None,B,NaN,1,D,NaN,Yes,1998-01-02,FinancialServices,AssetManagement,AssetManagement,XLF,IAI,IAI,4.76E+06,EIS,EIS R735QTJ8XC9X,EIS.BenzingaNews R735QTJ8XC9W
HIG R735QTJ8XC9X,HIG R735QTJ8XC9X,HIG,NYS,Hartford Finl Servs Gr,HIG,0C00000B7P,The Hartford Financial Services Group Inc,80.33,2812489,2.40E+10,7,4,41.11141,160.51466,B,C,47.52677,1,D,74.48419,Yes,1998-01-02,FinancialServices,Insurance,InsurancePropertyAndCasualty,XLF,KIE,KIE,2.26E+08,HIG,HIG R735QTJ8XC9X,HIG.BenzingaNews R735QTJ8XC9W
DRI R735QTJ8XC9X,DRI R735QTJ8XC9X,DRI,NYS,Darden Restaurants,DRI,0C00000AVF,Darden Restaurants Inc,163.09,1867015,1.95E+10,3,5,159.53812,148.24345,A,C,51.98902,1,A,49.56554,Yes,1998-01-02,ConsumerCyclical,Restaurants,Restaurants,XLY,XLY,XLY,3.04E+08,DRI,DRI R735QTJ8XC9X,DRI.BenzingaNews R735QTJ8XC9W
TCBK R735QTJ8XC9X,TCBK R735QTJ8XC9X,TCBK,NAS,TriCo,TCBK,0C00000CQK,TriCo Bancshares,43.18,162108,1.42E+09,3,7,93.53703,-12.42079,C,C,45.73862,1,C,58.76623,Yes,1998-01-02,FinancialServices,Banks,BanksRegional,XLF,KBE,KRE,7.00E+06,TCBK,TCBK R735QTJ8XC9X,TCBK.BenzingaNews R735QTJ8XC9W
TCEL R735QTJ8XC9X,TCEL R735QTJ8XC9X,CLDX,NAS,Celldex Therapeutics,CLDX,0C00000AIJ,Celldex Therapeutics Inc,36.15,844656,2.03E+09,4,9,225.00387,5.6988,A,F,49.40887,2,F,33.40431,Yes,1998-01-02,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,3.05E+07,TCEL,TCEL R735QTJ8XC9X,TCEL.BenzingaNews R735QTJ8XC9W
DECK R735QTJ8XC9X,DECK R735QTJ8XC9X,DECK,NYS,Deckers Outdoor,DECK,0C00000AWC,Deckers Outdoor Corp,697.84,557341,1.81E+10,3,6,273.96186,142.10235,A,B,67.21839,1,A,36.40712,Yes,1998-01-02,ConsumerCyclical,ManufacturingApparelAndAccessories,FootwearAndAccessories,XLY,XRT,XRT,3.89E+08,DECK,DECK R735QTJ8XC9X,DECK.BenzingaNews R735QTJ8XC9W
DE R735QTJ8XC9X,DE R735QTJ8XC9X,DE,NYS,Deere,DE,0C00000AWI,Deere & Co,388.42,3537646,1.08E+11,3,2,150.59001,248.06351,B,C,64.22629,3,A,72.69033,Yes,1998-01-02,Industrials,FarmAndHeavyConstructionMachinery,FarmAndHeavyConstructionMachinery,XLI,XLI,XLI,1.37E+09,DE,DE R735QTJ8XC9X,DE.BenzingaNews R735QTJ8XC9W
DDS R735QTJ8XC9X,DDS R735QTJ8XC9X,DDS,NYS,Dillard's,DDS,0C00000AYU,Dillard's Inc,387.8,158665,6.43E+09,3,9,208.6208,79.834,C,B,70.59862,1,A,58.21197,Yes,1998-01-02,ConsumerCyclical,RetailCyclical,DepartmentStores,XLY,XRT,XRT,6.15E+07,DDS,DDS R735QTJ8XC9X,DDS.BenzingaNews R735QTJ8XC9W
DDR R735QTJ8XC9X,DDR R735QTJ8XC9X,SITC,NYS,SITE Centers,SITC,0C00000AXP,SITE Centers Corp,14.45,2937841,2.96E+09,5,8,173.42682,36.33604,B,D,44.29421,1,C,39.67954,Yes,1998-01-02,RealEstate,REITs,REITRetail,XLRE,VNQ,IYR,4.25E+07,DDR,DDR R735QTJ8XC9X,DDR.BenzingaNews R735QTJ8XC9W
TCLN R735QTJ8XC9X,TCLN R735QTJ8XC9X,CDMO,NAS,Avid Bioservices,CDMO,0C00000C6Z,Avid Bioservices Inc,5.8,2157076,3.87E+08,4,9,258.42998,-87.60701,C,B,60.86529,2,B,37.47915,Yes,1998-01-02,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,1.25E+07,TCLN,TCLN R735QTJ8XC9X,TCLN.BenzingaNews R735QTJ8XC9W
TD R735QTJ8XC9X,TD R735QTJ8XC9X,TD,TSE,Toronto-Dominion Bank,TD,0C00000COO,The Toronto-Dominion Bank,62.92,4399041,1.12E+11,2,1,65.78042,296.91052,A,C,41.34322,1,C,56.90981,Yes,1998-01-02,FinancialServices,Banks,BanksDiversified,XLF,KBE,KBE,2.77E+08,TD,TD R735QTJ8XC9X,TD.BenzingaNews R735QTJ8XC9W
DCO R735QTJ8XC9X,DCO R735QTJ8XC9X,DCO,NYS,Ducommun,DCO,0C00000B1B,Ducommun Inc,52.24,119594,7.43E+08,3,8,119.51522,-40.27802,C,C,45.18621,3,C,52.47699,Yes,1998-01-02,Industrials,AerospaceAndDefense,AerospaceAndDefense,XLI,ITA,ITA,6.25E+06,DCO,DCO R735QTJ8XC9X,DCO.BenzingaNews R735QTJ8XC9W
DCI R735QTJ8XC9X,DCI R735QTJ8XC9X,DCI,NYS,Donaldson,DCI,0C00000AZZ,Donaldson Co Inc,65.45,672485,7.88E+09,3,8,187.98129,93.10646,A,C,50.54221,3,C,42.71344,Yes,1998-01-02,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,4.40E+07,DCI,DCI R735QTJ8XC9X,DCI.BenzingaNews R735QTJ8XC9W
TDS R735QTJ8XC9X,TDS R735QTJ8XC9X,TDS,NYS,Telephone and Data,TDS,0C00000CKW,Telephone and Data Systems Inc,18.23,1392548,2.00E+09,7,7,9.77088,24.35527,D,C,29.77106,3,D,61.29697,Yes,1998-01-02,CommunicationServices,TelecommunicationServices,TelecomServices,XLC,XLC,XTL,2.54E+07,TDS,TDS R735QTJ8XC9X,TDS.BenzingaNews R735QTJ8XC9W
TDW R735QTJ8XC9X,TDW R735QTJ8XC9X,TDW,NYS,Tidewater,TDW,0C0000BAIT,Tidewater Inc,62.66,1026880,3.36E+09,5,9,247.35304,43.94259,C,D,72.5081,3,F,51.56811,Yes,1998-01-02,Energy,OilAndGas,OilAndGasEquipmentAndServices,XLE,XLE,XES,6.43E+07,TDW,TDW R735QTJ8XC9X,TDW.BenzingaNews R735QTJ8XC9W
TECH R735QTJ8XC9X,TECH R735QTJ8XC9X,TECH,NAS,Bio-Techne,TECH,0C00000CJN,Bio-Techne Corp,75.04,2652877,1.20E+10,1,5,191.99514,111.73818,A,B,45.03831,2,C,34.56246,Yes,1998-01-02,Healthcare,Biotechnology,Biotechnology,XLV,IBB,IBB,1.99E+08,TECH,TECH R735QTJ8XC9X,TECH.BenzingaNews R735QTJ8XC9W
DAR R735QTJ8XC9X,DAR R735QTJ8XC9X,DAR,NYS,Darling Ingredients,DAR,0C00000AVG,Darling Ingredients Inc,49.99,3477394,7.80E+09,1,8,156.1569,88.12549,C,B,61.06117,2,B,60.26027,Yes,1998-01-02,ConsumerDefensive,ConsumerPackagedGoods,PackagedFoods,XLP,KXI,PBJ,1.74E+08,DAR,DAR R735QTJ8XC9X,DAR.BenzingaNews R735QTJ8XC9W
DAKT R735QTJ8XC9X,DAKT R735QTJ8XC9X,DAKT,NAS,Daktronics,DAKT,0C00000AV8,Daktronics Inc,8.41,1016708,3.89E+08,3,9,236.82975,-62.19989,C,C,80.34543,3,B,61.72933,Yes,1998-01-02,Technology,Hardware,ElectronicComponents,XLK,VGT,XSD,8.55E+06,DAKT,DAKT R735QTJ8XC9X,DAKT.BenzingaNews R735QTJ8XC9W
D R735QTJ8XC9X,D R735QTJ8XC9X,D,NYS,Dominion Energy,D,0C00000AZW,Dominion Energy Inc,49.16,6669722,4.06E+10,8,4,40.87752,190.89908,B,C,33.96878,2,D,60.98422,Yes,1998-01-02,Utilities,UtilitiesRegulated,UtilitiesRegulatedElectric,XLU,XLU,XLU,3.28E+08,D,D R735QTJ8XC9X,D.BenzingaNews R735QTJ8XC9W
TER R735QTJ8XC9X,TER R735QTJ8XC9X,TER,NAS,Teradyne,TER,0C00000CLR,Teradyne Inc,105.39,3647290,1.61E+10,3,5,128.44741,132.09255,A,B,31.41837,3,A,36.70829,Yes,1998-01-02,Technology,Semiconductors,SemiconductorEquipmentAndMaterials,XLK,SOXX,SMH,3.84E+08,TER,TER R735QTJ8XC9X,TER.BenzingaNews R735QTJ8XC9W
TEX R735QTJ8XC9X,TEX R735QTJ8XC9X,TEX,NYS,Terex,TEX,0C00000CLU,Terex Corp,58.39,1575353,3.91E+09,3,8,173.12797,48.19314,C,C,79.17917,3,B,74.6305,Yes,1998-01-02,Industrials,FarmAndHeavyConstructionMachinery,FarmAndHeavyConstructionMachinery,XLI,XLI,XLI,9.20E+07,TEX,TEX R735QTJ8XC9X,TEX.BenzingaNews R735QTJ8XC9W
TFT R735QTJ8XC9X,TFT R735QTJ8XC9X,KAI,NYS,Kadant,KAI,0C00000BON,Kadant Inc,281.56,115131,3.26E+09,3,9,224.2507,42.6035,A,C,54.25566,3,C,38.41742,Yes,1998-01-02,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,3.24E+07,TFT,TFT R735QTJ8XC9X,TFT.BenzingaNews R735QTJ8XC9W
TDSC R735QTJ8XC9X,TDSC R735QTJ8XC9X,DDD,NYS,3D Sys,DDD,0C0000095O,3D Systems Corp,6.6,2991927,8.55E+08,3,8,100.87892,-41.41545,C,D,30.39833,3,F,41.80462,Yes,1998-01-02,Technology,Hardware,ComputerHardware,XLK,VGT,VGT,1.97E+07,TDSC,TDSC R735QTJ8XC9X,TDSC.BenzingaNews R735QTJ8XC9W
SYK R735QTJ8XC9X,SYK R735QTJ8XC9X,SYK,NYS,Stryker,SYK,0C00000CF4,Stryker Corp,297.1,1851744,1.10E+11,2,2,187.97312,251.81926,A,C,45.5035,2,D,43.8871,Yes,1998-01-02,Healthcare,MedicalDevicesAndInstruments,MedicalDevices,XLV,IHI,IHI,5.50E+08,SYK,SYK R735QTJ8XC9X,SYK.BenzingaNews R735QTJ8XC9W
DOW R735QTJ8XC9X,DOW R735QTJ8XC9X,DD,NYS,DuPont de Nemours,DD,0C00000B0E,DuPont de Nemours Inc,73.42,4921549,3.15E+10,3,5,137.31765,176.91353,B,D,47.08505,1,B,50.17432,Yes,1998-01-02,BasicMaterials,Chemicals,SpecialtyChemicals,XLB,XLB,XLB,3.61E+08,DOW,DOW R735QTJ8XC9X,DOW.BenzingaNews R735QTJ8XC9W
DOV R735QTJ8XC9X,DOV R735QTJ8XC9X,DOV,NYS,Dover,DOV,0C00000B0A,Dover Corp,155.29,1321663,2.13E+10,3,5,154.09532,151.12782,A,C,50.59026,3,C,49.5171,Yes,1998-01-02,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,2.05E+08,DOV,DOV R735QTJ8XC9X,DOV.BenzingaNews R735QTJ8XC9W
SYY R735QTJ8XC9X,SYY R735QTJ8XC9X,SYY,NYS,Sysco,SYY,0C00000CI7,Sysco Corp,74.2,8312298,3.71E+10,1,5,166.03342,186.37551,A,C,61.39291,2,A,57.35798,Yes,1998-01-02,ConsumerDefensive,RetailDefensive,FoodDistribution,XLP,XLP,RTH,6.17E+08,SYY,SYY R735QTJ8XC9X,SYY.BenzingaNews R735QTJ8XC9W
DO R735QTJ8XC9X,DO R735QTJ8XC9X,DO,NYS,Diamond Offshore Drilling,DO,0C0000CF3M,Diamond Offshore Drilling Inc,12.98,2424811,1.29E+09,5,0,NaN,NaN,C,None,NaN,3,None,NaN,Yes,1998-01-02,Energy,OilAndGas,OilAndGasDrilling,XLE,XLE,XOP,3.15E+07,DO,DO R735QTJ8XC9X,DO.BenzingaNews R735QTJ8XC9W
DNB R735QTJ8XC9X,DNB R735QTJ8XC9X,MCO,NYS,Moody's,MCO,0C000008H5,Moody's Corporation,391.62,838811,7.12E+10,3,3,221.38793,221.44691,A,C,49.31728,1,B,38.6905,Yes,1998-01-02,FinancialServices,CapitalMarkets,FinancialDataAndStockExchanges,XLF,KCE,KCE,3.28E+08,DNB,DNB R735QTJ8XC9X,DNB.BenzingaNews R735QTJ8XC9W
TANT R735QTJ8XC9X,TANT R735QTJ8XC9X,TNC,NYS,Tennant,TNC,0C00000CLN,Tennant Co,91.22,182229,1.69E+09,3,8,166.78248,5.618,B,D,53.10268,3,C,49.9553,Yes,1998-01-02,Industrials,IndustrialProducts,SpecialtyIndustrialMachinery,XLI,XLI,XLI,1.66E+07,TANT,TANT R735QTJ8XC9X,TANT.BenzingaNews R735QTJ8XC9W
TAROF R735QTJ8XC9X,TAROF R735QTJ8XC9X,TARO,NYS,Taro Pharmaceutical Indus,TARO,0C00000CIW,Taro Pharmaceutical Industries Ltd,41.47,55124,1.56E+09,8,7,95.08984,-2.75847,B,D,29.10216,2,D,41.78687,Yes,1998-01-02,Healthcare,DrugManufacturers,DrugManufacturersSpecialtyAndGeneric,XLV,PJP,PJP,2.29E+06,TAROF,TAROF R735QTJ8XC9X,TAROF.BenzingaNews R735QTJ8XC9W
DLX R735QTJ8XC9X,DLX R735QTJ8XC9X,DLX,NYS,Deluxe,DLX,0C00000AX7,Deluxe Corp,19.84,270138,8.50E+08,3,7,-88.50095,-34.91102,C,C,37.74878,3,B,90.97633,Yes,1998-01-02,CommunicationServices,MediaDiversified,AdvertisingAgencies,XLC,XLC,XLC,5.36E+06,DLX,DLX R735QTJ8XC9X,DLX.BenzingaNews R735QTJ8XC9W
DGII R735QTJ8XC9X,DGII R735QTJ8XC9X,DGII,NAS,Digi Intl,DGII,0C00000AYF,Digi International Inc,25.44,256247,8.98E+08,3,8,175.48745,-30.08328,B,C,55.18698,3,C,50.11726,Yes,1998-01-02,Technology,Hardware,CommunicationEquipment,XLK,VGT,XSD,6.52E+06,DGII,DGII R735QTJ8XC9X,DGII.BenzingaNews R735QTJ8XC9W
DLTR R735QTJ8XC9X,DLTR R735QTJ8XC9X,DLTR,NAS,Dollar Tree,DLTR,0C00000AZT,Dollar Tree Inc,129.84,1983978,2.85E+10,2,5,130.2446,168.09796,B,C,45.56311,2,B,50.40716,Yes,1998-01-02,ConsumerDefensive,RetailDefensive,DiscountStores,XLP,XLP,XRT,2.58E+08,DLTR,DLTR R735QTJ8XC9X,DLTR.BenzingaNews R735QTJ8XC9W
TAXI R735QTJ8XC9X,TAXI R735QTJ8XC9X,MFIN,NAS,Medallion Finl,MFIN,0C000008AO,Medallion Financial Corp,9.37,108861,2.21E+08,3,7,41.63073,-109.35745,D,B,56.37644,1,B,80.86666,Yes,1998-01-02,FinancialServices,CreditServices,CreditServices,XLF,XLF,XLF,1.02E+06,TAXI,TAXI R735QTJ8XC9X,TAXI.BenzingaNews R735QTJ8XC9W
DJCO R735QTJ8XC9X,DJCO R735QTJ8XC9X,DJCO,NAS,Daily Journal,DJCO,0C00000AV6,Daily Journal Corp,314.57,3548,4.48E+08,2,9,287.2763,-67.91515,B,C,67.09923,3,D,37.34288,Yes,1998-01-02,Technology,Software,SoftwareApplication,XLK,IGV,IGV,1.12E+06,DJCO,DJCO R735QTJ8XC9X,DJCO.BenzingaNews R735QTJ8XC9W
DIS R735QTJ8XC9X,DIS R735QTJ8XC9X,DIS,NYS,Walt Disney,DIS,0C000009L1,The Walt Disney Co,93.95,10691786,1.71E+11,2,2,188.2327,275.86356,B,C,58.24046,3,D,56.55406,Yes,1998-01-02,CommunicationServices,MediaDiversified,Entertainment,XLC,XLC,XLC,1.00E+09,DIS,DIS R735QTJ8XC9X,DIS.BenzingaNews R735QTJ8XC9W
DIO R735QTJ8XC9X,DIO R735QTJ8XC9X,DIOD,NAS,Diodes,DIOD,0C00000AYW,Diodes Inc,78.87,372138,3.57E+09,3,8,161.21019,44.18526,B,B,47.49861,3,B,45.58177,Yes,1998-01-02,Technology,Semiconductors,Semiconductors,XLK,SOXX,XSD,2.94E+07,DIO,DIO R735QTJ8XC9X,DIO.BenzingaNews R735QTJ8XC9W
DHR R735QTJ8XC9X,DHR R735QTJ8XC9X,DHR,NYS,Danaher,DHR,0C00000AVD,Danaher Corp,229.25,5777694,1.68E+11,1,2,117.21881,274.16852,A,B,27.35776,2,C,44.82041,Yes,1998-01-02,Healthcare,MedicalDiagnosticsAndResearch,DiagnosticsAndResearch,XLV,IHI,IHI,1.32E+09,DHR,DHR R735QTJ8XC9X,DHR.BenzingaNews R735QTJ8XC9W
DHI R735QTJ8XC9X,DHI R735QTJ8XC9X,DHI,NYS,D.R. Horton,DHI,0C00000AV2,D.R. Horton Inc,153.13,5627978,5.00E+10,3,4,84.74278,195.59294,A,B,52.06337,1,A,68.19613,Yes,1998-01-02,ConsumerCyclical,HomebuildingAndConstruction,ResidentialConstruction,XLY,ITB,ITB,8.62E+08,DHI,DHI R735QTJ8XC9X,DHI.BenzingaNews R735QTJ8XC9W
DH R735QTJ8XC9X,DH R735QTJ8XC9X,TGT,NYS,Target,TGT,0C00000CIT,Target Corp,141.14,4443215,6.39E+10,7,1,83.00482,216.32213,B,B,44.8769,2,A,71.56543,Yes,1998-01-02,ConsumerDefensive,RetailDefensive,DiscountStores,XLP,XLP,XRT,6.27E+08,DH,DH R735QTJ8XC9X,DH.BenzingaNews R735QTJ8XC9W
