cik,symbol,root,company_name,cusip,figi,class_figi,exchange,related,sector,industry,sic,sic_name,sector_etf,industry_etf,mkt_cap,employees,shares_out,ipo_date,win_rate,total_count,recent_count,avg_abs_return,max_return,min_return
0000049071,HUM,HUM,HUMANA INC,444859102,BBG000BLKK03,BBG001S5S1X6,NYS,"['CNC', 'CI', 'MOH', 'ANTM', 'ELV', 'UNH', 'UNH']",Healthcare,HealthcarePlans,6324,HOSPITAL & MEDICAL SERVICE PLANS,XLV,IHF,33032443725.19,67600.0,120410000.0,1971-05-18,0.5508196721311476,305.0,231.0,0.8875585983146068,6.111301,-10.0474
0000940942,HUBG,HUBG,HUB GROUP INC,443320106,BBG000G9W6L0,BBG001S8SNQ0,NAS,"['JBHT', 'SNDR', 'LSTR', 'WERN', 'KNX', 'MRTN', 'ODFL', 'ARCB', 'HTLD', 'R']",Industrials,IntegratedFreightAndLogistics,4731,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,XLI,IYT,2541782309.6000004,5900.0,60790000.0,1996-03-13,0.5942028985507246,138.0,95.0,2.0420381901840488,10.556326,-14.618655
0000048898,HUBB,HUBB,HUBBELL INC,443510607 443510201,BBG000BLK267,BBG001S5S1L9,NYS,"['ETN', 'NVT', 'ITT', 'AME', 'TT', 'PH', 'EME', 'EXP', 'FIX', 'APH']",Industrials,ElectricalEquipmentAndParts,3670,ELECTRONIC COMPONENTS & ACCESSORIES,XLI,XLI,21524326777.21,18400.0,53690000.0,1992-03-25,0.6428571428571429,112.0,74.0,1.3668565703125002,11.904332,-9.252476000000001
0000047111,HSY,HSY,HERSHEY CO,427866108,BBG000BLHRS2,BBG001S5S148,NYS,"['MDLZ', 'GIS', 'CHD', 'HRL', 'MKC', 'K', 'KHC', 'LW', 'POST', 'COTY']",ConsumerDefensive,Confectioners,2060,SUGAR & CONFECTIONERY PRODUCTS,XLP,PBJ,31350821727.36,20505.0,147740000.0,1947-09-19,0.5414847161572053,229.0,165.0,0.8214762169117646,7.189255,-12.522165
0000717605,HXL,HXL,HEXCEL CORP,428291108,BBG000BLMDQ9,BBG001S5S2J0,NYS,"['RTX', 'CW', 'HWM', 'BA', 'AIR', 'TDG', 'AL', 'ITT']",Industrials,AerospaceAndDefense,2821,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",XLI,ITA,5298706885.92,5894.0,81130000.0,1983-05-02,0.5238095238095238,126.0,76.0,1.63196132278481,15.705881,-8.431194
0000085961,R,R,RYDER SYSTEM INC,783549108,BBG000BRVP70,BBG001S5VK15,NYS,"['GATX', 'CHRW', 'TNK', 'ATSG', 'HUBG', 'ITT', 'ARCB']",Industrials,RentalAndLeasingServices,7510,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),XLI,IYC,6921881278.490001,78800.0,43830000.0,1986-03-13,0.6044776119402985,134.0,74.0,1.5859440268456375,11.654338,-8.659062
0000920760,LEN,LEN,LENNAR CORP,526057104,BBG000BN5HF7,BBG001S5SRK3,NYS,"['DHI', 'NVR', 'TOL', 'PHM', 'MTH', 'LEN.B', 'KBH', 'TPH', 'LEN.B', 'DHI']",ConsumerCyclical,ResidentialConstruction,1520,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,XLY,ITB,32377576720.579998,13265.0,233510000.0,1972-07-27,0.49140893470790376,291.0,212.0,1.1405981807228915,16.33173,-9.742801
0000059527,LECO,LECO,LINCOLN ELECTRIC HOLDINGS INC,533900106 533543104,BBG000BB72K8,BBG001S5TV87,NAS,"['ITW', 'GGG', 'ITT', 'DCI', 'DOV', 'PH', 'FELE', 'WTS', 'TKR', 'KMT']",Industrials,ToolsAndAccessories,3540,METALWORKG MACHINERY & EQUIPMENT,XLI,XLI,10791434823.75,12000.0,56430000.0,1983-10-13,0.5714285714285714,98.0,60.0,1.1339456090909092,5.611412,-4.671994000000001
0000922224,PPL,PPL,PPL CORP,69351T106 693499105,BBG000BRJL00,BBG001S5VC31,NYS,"['NI', 'DUK', 'ETR', 'DTE', 'ED', 'OGE', 'LNT', 'EVRG', 'AEP', 'NI']",Utilities,UtilitiesRegulatedElectric,4911,ELECTRIC SERVICES,XLU,XLU,25194295970.7,6629.0,737970000.0,1948-09-17,0.5234375,128.0,105.0,0.7395966954022988,2.161857,-4.217008
0001393311,PSA,PSA,PUBLIC STORAGE,74460D109,BBG000BPPN67,BBG001S5TH79,NYS,"['EXR', 'PLD', 'DLR', 'SBAC', 'CUBE', 'EXR', 'NSA', 'PLD', 'MAA', 'FR']",RealEstate,REITIndustrial,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,53012061661.020004,6200.0,175180000.0,1984-10-19,0.5691056910569106,123.0,74.0,0.9880449210526315,5.145319,-5.790214000000001
0000885639,KSS,KSS,KOHLS CORP,500255104,BBG000CS7CT9,BBG001S71NV5,NYS,"['WMT', 'DDS', 'COST', 'M', 'JWN', 'LOW', 'ANF', 'TGT', 'DKS', 'HD']",ConsumerCyclical,DepartmentStores,5311,RETAIL-DEPARTMENT STORES,XLY,XRT,1343760536.4,96000.0,111240000.0,1992-01-01,0.5643564356435643,303.0,191.0,2.0898203229461756,32.696373,-14.879794
0000060519,LPX,LPX,LOUISIANA-PACIFIC CORP,546347105,BBG000BNF508,BBG001S5SW04,NYS,"['BCC', 'MLM', 'OC', 'PCH', 'RYN', 'BCC', 'UFPI', 'WY', 'BLDR', 'WFG']",Industrials,BuildingProductsAndEquipment,2400,LUMBER & WOOD PRODUCTS (NO FURNITURE),XLI,XHB,8092850128.0199995,4100.0,70240000.0,1972-12-27,0.6407766990291263,103.0,72.0,1.6850766974789915,6.988226,-11.051175
0000060667,LOW,LOW,LOWES COMPANIES INC,548661107,BBG000BNDN65,BBG001S5SVL3,NYS,"['HD', 'TGT', 'BLDR', 'COST', 'WMT', 'TGLS', 'GMS', 'HD', 'MAS', 'FND']",ConsumerCyclical,HomeImprovementRetail,5211,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,XLY,XHB,142257922259.7,284000.0,564650000.0,1979-12-19,0.5209302325581395,430.0,307.0,0.866630738791423,11.637583,-4.536339
0000059558,LNC,LNC,LINCOLN NATIONAL CORP,534187109,BBG000BNC3Y9,BBG001S5STV7,NYS,"['VOYA', 'RGA', 'MFC', 'BHF', 'PRI', 'SLF', 'PRU', 'EQH', 'BHF', 'MET']",FinancialServices,InsuranceLife,6311,LIFE INSURANCE,XLF,KIE,6309511609.44,11024.0,170340000.0,1969-08-20,0.5364238410596026,151.0,109.0,1.5823892349726776,14.63716,-15.175781000000002
0000936468,LMT,LMT,LOCKHEED MARTIN CORP,539830109,BBG000C1BW00,BBG001S7PS57,NYS,"['NOC', 'RTX', 'TXT', 'GD', 'LHX', 'HXL', 'BA', 'HII', 'LDOS', 'TDY']",Industrials,AerospaceAndDefense,3760,GUIDED MISSILES & SPACE VEHICLES & PARTS,XLI,ITA,104603140989.78,121000.0,235390000.0,1995-03-16,0.5344352617079889,363.0,279.0,0.6569684380733943,3.5981069999999997,-5.01
0000059478,LLY,LLY,ELI LILLY & CO,532457108,BBG000BNBDC2,BBG001S5STL8,NYS,"['ABBV', 'AMGN', 'PFE', 'BIIB', 'VKTX', 'INCY', 'VRTX', 'JNJ', 'MRK', 'MRNA']",Healthcare,DrugManufacturersGeneral,2834,PHARMACEUTICAL PREPARATIONS,XLV,PJP,834750554577.6599,43000.0,950410000.0,1970-07-09,0.5110803324099723,722.0,441.0,0.8303097058080807,9.113495,-9.125984
0000764622,PNW,PNW,PINNACLE WEST CAPITAL CORP,723484101,BBG000BRDSX5,BBG001S5VB15,NYS,"['LNT', 'OGE', 'WEC', 'AEE', 'DUK', 'EVRG', 'CMS', 'NI', 'ED', 'SO']",Utilities,UtilitiesRegulatedElectric,4911,ELECTRIC SERVICES,XLU,XLU,9888473345.4,6133.0,113700000.0,1985-04-29,0.5144508670520231,173.0,107.0,0.845128238095238,3.839979,-5.977408
0000920148,LH,LH,LABCORP HOLDINGS INC,50540R409 504922105 50540R136 50540R102,BBG01MMT6PL7,BBG01MMT6PQ2,NYS,"['AMN', 'TMO', 'MEDP', 'HSIC', 'CAH', 'MCK', 'CHE', 'WST', 'HOLX', 'DGX']",Healthcare,DiagnosticsAndResearch,8071,SERVICES-MEDICAL LABORATORIES,XLV,IHI,20538918000.0,67000.0,83640000.0,1991-04-24,0.5828571428571429,175.0,101.0,0.9931344054054054,5.9235500000000005,-9.814372
0000779152,JKHY,JKHY,JACK HENRY & ASSOCIATES INC,426281101,BBG000BMH2Q7,BBG001S5SHB5,NAS,[],Technology,InformationTechnologyServices,7373,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,XLK,VGT,12681060278.25,7170.0,72960000.0,1985-11-20,0.4895833333333333,96.0,90.0,1.157938811188811,6.266328,-7.516786
0000901491,PZZA,PZZA,PAPA JOHNS INTERNATIONAL INC,698813102,BBG000BFWF13,BBG001S6XNB4,NAS,['ARCO'],ConsumerCyclical,Restaurants,5812,RETAIL-EATING PLACES,XLY,XLY,1242013755.1499999,13200.0,32630000.0,1993-06-08,0.5483870967741935,217.0,112.0,1.458521127340824,7.123048,-9.002618
0000728535,JBHT,JBHT,HUNT J B TRANSPORT SERVICES INC,445658107,BBG000BMDBZ1,BBG001S5SFY4,NAS,"['ALK', 'ODFL', 'LSTR', 'KNX', 'ARCB', 'SNDR', 'CHRW', 'GATX', 'WERN', 'LSTR']",Industrials,IntegratedFreightAndLogistics,4213,TRUCKING (NO LOCAL),XLI,IYT,16707213250.0,34718.0,100830000.0,1983-11-22,0.5470085470085471,234.0,155.0,1.0017063299319728,5.425924,-5.0433699999999995
0000804328,QCOM,QCOM,QUALCOMM INC,747525103,BBG000CGC1X8,BBG001S6VS70,NAS,"['AMD', 'NVDA', 'CLFD', 'AAPL', 'INTC', 'AVGO', 'JNPR', 'MSFT', 'META', 'GOOGL']",Technology,Semiconductors,3663,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,XLK,XSD,185763760000.0,49000.0,1106000000.0,1991-12-13,0.49754500818330605,611.0,409.0,0.9501409775596072,15.5164,-6.704692
0001906324,QDEL,QDEL,QUIDELORTHO CORP,74838J101 219798105,BBG017TGV7M2,BBG017TGV7N1,NAS,[],Healthcare,MedicalDevices,2835,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,XLV,IHI,2884640592.13,7100.0,67260000.0,1992-03-03,0.5392156862745098,102.0,54.0,2.8895893333333333,23.718719,-13.543087
0000049826,ITW,ITW,ILLINOIS TOOL WORKS INC,452308109,BBG000BMBL90,BBG001S5SDX0,NYS,"['AOS', 'IR', 'OI', 'DE', 'AIT', 'XYL', 'DOV', 'ITT', 'GGG', 'LECO']",Industrials,SpecialtyIndustrialMachinery,3560,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,XLI,XLI,75466868000.0,45000.0,295300000.0,1973-03-13,0.5502958579881657,169.0,141.0,0.666378410041841,4.613353,-3.6334220000000004
0000780571,ITRI,ITRI,ITRON INC,465741106,BBG000BD2167,BBG001S6DJQ9,NAS,"['GDDY', 'WWD', 'WTS']",Technology,ScientificAndTechnicalInstruments,3825,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,XLK,XSD,4745226346.8,5859.0,45090000.0,1993-11-04,0.5855855855855856,111.0,88.0,2.6131187517730496,12.154347,-29.348171999999998
0001025996,KRC,KRC,KILROY REALTY CORP,49427F108,BBG000BLMXN8,BBG001S9BHB5,NYS,"['DEI', 'BXP', 'HIW', 'CUZ', 'VNO', 'SLG', 'PDM', 'BDN', 'HPP', 'JBGS']",RealEstate,REITOffice,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,4397238606.5,248.0,118050000.0,1997-01-29,0.6477272727272727,88.0,67.0,0.8541540377358492,3.9865360000000005,-3.123178
0000056873,KR,KR,KROGER CO,501044101,BBG000BMY992,BBG001S5SN40,NYS,"['COST', 'ACI', 'WMT', 'ULTA', 'CASY', 'BJ', 'SFM', 'TGT', 'DKS', 'TGLS']",ConsumerDefensive,GroceryStores,5411,RETAIL-GROCERY STORES,XLP,RTH,47034398450.0,414000.0,723610000.0,1951-01-12,0.5077399380804953,323.0,200.0,1.1255685280612244,8.237247,-6.928738
0000021344,KO,KO,COCA COLA CO,191216100,BBG000BMX289,BBG001S5SMQ8,NYS,"['PEP', 'PG', 'AXP', 'BRK.B', 'BRK.A', 'CVX', 'JNJ', 'MCD', 'OXY', 'MNST']",ConsumerDefensive,BeveragesNonAlcoholic,2080,BEVERAGES,XLP,PBJ,275009769289.92004,79100.0,4307800000.0,1924-09-26,0.49328859060402686,298.0,181.0,0.5929279307479224,3.007693,-4.754606
0000889900,PTEN,PTEN,PATTERSON UTI ENERGY INC,703481101 703414102,BBG000BKXFN7,BBG001S7GWF7,NAS,"['HP', 'HP', 'NBR', 'HAL', 'LBRT', 'RES', 'PUMP', 'OII', 'WHD', 'OIS']",Energy,OilAndGasDrilling,1381,DRILLING OIL & GAS WELLS,XLE,XOP,3361424624.8599997,10600.0,389960000.0,1993-11-02,0.5354330708661418,127.0,94.0,2.48116965625,30.142931,-12.685303000000001
0000055242,KMT,KMT,KENNAMETAL INC,489170100,BBG000BMWKC5,BBG001S5SM97,NYS,"['TKR', 'TEX', 'ITT', 'PH', 'FELE', 'URI', 'LECO', 'BC', 'AVNT', 'DOV']",Industrials,ToolsAndAccessories,3541,"MACHINE TOOLS, METAL CUTTING TYPES",XLI,XLI,1731732650.96,8447.0,77730000.0,1967-01-23,0.6057692307692307,104.0,63.0,2.210018933333333,9.911171,-11.541113
0000055785,KMB,KMB,KIMBERLY CLARK CORP,494368103 494368129,BBG000BMW2Z0,BBG001S5SLZ0,NYS,"['PG', 'IPAR', 'PG', 'CL', 'CHD']",ConsumerDefensive,HouseholdAndPersonalProducts,2670,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),XLP,XLP,43233540000.0,41000.0,333490000.0,1946-08-22,0.4578313253012048,166.0,113.0,0.8999410097560976,5.954256,-4.7706859999999995
0000319201,KLAC,KLAC,KLA CORP,482480100,BBG000BMTFR4,BBG001S5SLM4,NAS,"['LRCX', 'AMAT', 'LRCX', 'ONTO', 'MKSI', 'NVMI', 'TER', 'MCHP', 'ENTG', 'ACLS']",Technology,SemiconductorEquipmentAndMaterials,3827,OPTICAL INSTRUMENTS & LENSES,XLK,SMH,99359419984.20001,15230.0,132889999.0,1980-10-08,0.5737704918032787,244.0,173.0,1.3237418374558305,11.791155999999999,-7.505879999999999
0000795266,KBH,KBH,KB HOME,48666K109 486168107,BBG000BMLWX8,BBG001S5SJV9,NYS,"['LEN', 'DHI', 'NVR', 'MTH', 'TMHC', 'TPH', 'DFH', 'AYI', 'CCS', 'TOL']",ConsumerCyclical,ResidentialConstruction,1531,OPERATIVE BUILDERS,XLY,ITB,4578350292.45,2384.0,72160000.0,1986-08-01,0.5299539170506913,217.0,132.0,1.6097232283464569,7.530619,-12.900905
0000078239,PVH,PVH,PVH CORP,693656100 718592108,BBG000BRRG02,BBG001S5VGY8,NYS,"['CROX', 'GIII', 'OXM', 'GIL', 'RL', 'TPR', 'COLM', 'SHOO', 'LEVI', 'GES']",ConsumerCyclical,ApparelManufacturing,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",XLY,XRT,4386677662.299999,29000.0,55630000.0,1976-06-11,0.5302325581395348,215.0,121.0,1.6978410313725492,8.492512000000001,-18.22827
0000879101,KIM,KIM,KIMCO REALTY CORP,49446R109,BBG000CN3S73,BBG001S70279,NYS,"['O', 'FRT', 'REG', 'MAC', 'BRX', 'REG', 'FRT', 'KRG', 'UE', 'AKR']",RealEstate,REITRetail,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,15093467315.5,660.0,674120000.0,1991-11-22,0.5545454545454546,110.0,77.0,1.0701420458015267,4.296002,-7.828231000000001
0001739940,CI,CI,CIGNA GROUP,125523100 125509109,BBG00KXRCDP0,BBG00KXRCDQ9,NYS,"['CNC', 'HCA', 'HUM', 'ANTM', 'ELV']",Healthcare,HealthcarePlans,6324,HOSPITAL & MEDICAL SERVICE PLANS,XLV,IHF,78498044190.0,72500.0,278150000.0,1982-04-01,0.5,294.0,220.0,0.9154513879310345,5.933513999999999,-10.085023999999999
0000012927,BA,BA,BOEING CO,097023105,BBG000BCSST7,BBG001S5P0V3,NYS,"['LMT', 'NOC', 'TXT', 'RTX', 'GD', 'SPR', 'UAL', 'TSLA', 'DAL', 'GOOGL']",Industrials,AerospaceAndDefense,3721,AIRCRAFT,XLI,ITA,135975269553.82,171000.0,748180000.0,1952-05-23,0.5277777777777778,1656.0,810.0,0.9541874474628397,6.133827,-14.489168
0001035002,VLO,VLO,VALERO ENERGY CORP,91913Y100,BBG000BBGGQ1,BBG001S5X8K9,NYS,"['MPC', 'PSX', 'PBF', 'MUSA', 'SUN', 'CVI', 'PARR', 'EOG', 'MPC', 'PSX']",Energy,OilAndGasRefiningAndMarketing,2911,PETROLEUM REFINING,XLE,CRAK,42131162142.240005,9908.0,316590000.0,1997-08-01,0.5688073394495413,327.0,234.0,1.074678376344086,7.641864,-6.6540930000000005
0001897982,AZPN,AZPN,ASPEN TECHNOLOGY INC,29109X106,BBG017J18W74,BBG017J18WC8,NAS,"['KEYS', 'PSTG']",Technology,SoftwareApplication,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,XLK,IGV,17397137328.0,3937.0,63310000.0,1994-10-26,0.651685393258427,89.0,60.0,2.7215447272727276,10.312623,-21.166424000000003
0001067294,CBRL,CBRL,CRACKER BARREL OLD COUNTRY STORE INC,22410J106 12489V106 224100107,BBG000BF33K1,BBG001S5PK03,NAS,"['ARCO', 'TGLS', 'CMG', 'DIN', 'CAKE', 'BLMN', 'DENN', 'BJRI', 'EAT']",ConsumerCyclical,Restaurants,5812,RETAIL-EATING PLACES,XLY,XLY,1276632020.0,77000.0,22200000.0,1984-09-07,0.5161290322580645,124.0,85.0,1.4110199617834396,6.230338000000001,-8.882369
0000866787,AZO,AZO,AUTOZONE INC,053332102,BBG000C7LMS8,BBG001S6Q5D9,NYS,"['KMX', 'ORLY', 'ORLY']",ConsumerCyclical,SpecialtyRetail,5531,RETAIL-AUTO & HOME SUPPLY STORES,XLY,XRT,57398175810.4,126000.0,16780000.0,1991-04-02,0.5714285714285714,308.0,215.0,0.8225995308988765,8.909271,-5.638293
0000860731,TYL,TYL,TYLER TECHNOLOGIES INC,902252105 902184100,BBG000BVWZF9,BBG001S5WZB0,NYS,"['META', 'NOW', 'INTU', 'ANSS', 'ADSK', 'HUBS', 'CSQ', 'PCTY', 'GLOB', 'DT']",Technology,SoftwareApplication,7372,SERVICES-PREPACKAGED SOFTWARE,XLK,IGV,25946214170.4,7386.0,42800000.0,1969-03-24,0.48951048951048953,143.0,109.0,0.9884825722543351,4.145261,-6.410031999999999
0001396009,VMC,VMC,VULCAN MATERIALS CO,929160109,BBG000BWGYF8,BBG001S5X8R2,NYS,"['MLM', 'EXP', 'SUM', 'STRL', 'NVR', 'DY', 'URI', 'MLM', 'EXP', 'SUM']",BasicMaterials,BuildingMaterials,1400,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),XLB,ITB,36042158806.28,10382.0,132060000.0,1957-01-02,0.5859872611464968,157.0,107.0,0.966833164893617,8.16,-5.157187
0000008818,AVY,AVY,AVERY DENNISON CORP,053611109,BBG000BCQ4P6,BBG001S5NZM8,NYS,"['ITT', 'EMN', 'PPG', 'FUL', 'DOV', 'XYL', 'AVNT', 'ITW', 'AXTA', 'FTV']",ConsumerCyclical,PackagingAndContainers,2670,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),XLY,PKB,14394059888.95,35000.0,80350000.0,1977-04-04,0.680672268907563,119.0,82.0,1.3105044285714285,5.829720999999999,-9.167946
0000018230,CAT,CAT,CATERPILLAR INC,149123101,BBG000BF0K17,BBG001S5PJ06,NYS,"['AOS', 'ETN', 'DE', 'AIT', 'TEX', 'ASTE', 'MCD', 'IR', 'WMT', 'HEES']",Industrials,FarmAndHeavyConstructionMachinery,3531,CONSTRUCTION MACHINERY & EQUIP,XLI,XLI,175682169333.44,121173.0,482800000.0,1929-12-02,0.5010570824524313,473.0,305.0,0.7870443631484794,7.953222,-8.121615
0000882796,BCRX,BCRX,BIOCRYST PHARMACEUTICALS INC,09058V103,BBG000BLYWX6,BBG001S7K151,NAS,[],Healthcare,Biotechnology,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",XLV,IBB,1806196019.1200001,531.0,207130000.0,1994-03-03,0.45,180.0,92.0,3.0733713131313123,14.623568,-19.850195
0000103379,VFC,VFC,V F CORP,918204108,BBG000BWCKB6,BBG001S5X749,NYS,[],ConsumerCyclical,ApparelManufacturing,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",XLY,XRT,9318594914.720001,30000.0,389570000.0,1966-07-25,0.5568627450980392,255.0,181.0,1.654500960912052,6.82448,-8.722127
0000014930,BC,BC,BRUNSWICK CORP,117043109,BBG000BCWSS3,BBG001S5P294,NYS,"['PII', 'MBUU', 'WGO', 'THO', 'LCII', 'MCFT', 'HOG', 'UFPI', 'CWH', 'HZO']",ConsumerCyclical,RecreationalVehicles,3510,ENGINES & TURBINES,XLY,CARZ,4335097685.400001,17300.0,65980000.0,1925-01-15,0.5986394557823129,147.0,97.0,1.3536055811518326,7.034345,-5.598416
0000764478,BBY,BBY,BEST BUY CO INC,086516101 08651F200,BBG000BCWCG1,BBG001S5P285,NYS,"['WMT', 'AMZN', 'TGT', 'COST', 'HD', 'DKS', 'LOW']",ConsumerCyclical,SpecialtyRetail,5731,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",XLY,XRT,18149108738.670002,85000.0,213800000.0,1987-07-20,0.5278688524590164,305.0,197.0,1.3365067084468665,9.381276999999999,-9.516128
0000010456,BAX,BAX,BAXTER INTERNATIONAL INC,071813109 071813141,BBG000BCVJ77,BBG001S5P1K3,NYS,"['AMN', 'DVA']",Healthcare,MedicalInstrumentsAndSupplies,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,XLV,IHI,15634191730.220001,60000.0,510590000.0,1961-05-15,0.5730994152046783,171.0,128.0,1.1694666431924883,8.348259,-9.759405
0000726958,CASY,CASY,CASEYS GENERAL STORES INC,147528103,BBG000BF0672,BBG001S5PHZ2,NAS,"['FIVE', 'SFM', 'PLAY', 'MUSA']",ConsumerCyclical,SpecialtyRetail,5500,RETAIL-AUTO DEALERS & GASOLINE STATIONS,XLY,XRT,15537198101.32,45359.0,37120000.0,1983-10-20,0.5723270440251572,159.0,109.0,1.255640031746032,7.755538,-6.120785
0000899689,VNO,VNO,VORNADO REALTY TRUST,929042109,BBG000BWHD54,BBG001S5X909,NYS,"['SLG', 'SLG', 'BXP', 'DEI', 'HIW', 'KRC', 'CUZ', 'PDM', 'BDN', 'JBGS']",RealEstate,REITOffice,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,8190283660.56,2935.0,190650000.0,1965-07-01,0.5339805825242718,103.0,75.0,1.2875774596774197,9.113136,-4.822698
0000097476,TXN,TXN,TEXAS INSTRUMENTS INC,882508104,BBG000BVV7G1,BBG001S5WYZ7,NAS,"['NVDA', 'AVGO', 'MSFT', 'AMD', 'AAPL', 'GOOGL', 'INTC', 'NXPI', 'MU', 'CDNS']",Technology,Semiconductors,3674,SEMICONDUCTORS & RELATED DEVICES,XLK,XSD,164198990520.0,34000.0,912220000.0,1953-10-01,0.48135593220338985,295.0,236.0,0.9272291606217615,4.521691,-6.119245
0000943452,WAB,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,929740108 960386100,BBG000BDD940,BBG001S5XBT3,NYS,"['GATX', 'ITT', 'IR', 'PH', 'URI', 'TKR', 'DOV', 'AMP', 'TXT', 'DCI']",Industrials,Railroads,3743,RAILROAD EQUIPMENT,XLI,IYT,35546774243.200005,1100.0,171890000.0,1995-06-15,0.5524475524475524,143.0,85.0,1.0092949119496855,8.14333,-5.153322
0001000697,WAT,WAT,WATERS CORP,941848103,BBG000FQRVM3,BBG001S8MDG9,NYS,"['A', 'MTD', 'PKI', 'BRKR', 'TMO', 'DHR', 'IQV', 'BIO']",Healthcare,DiagnosticsAndResearch,3826,LABORATORY ANALYTICAL INSTRUMENTS,XLV,IHI,24308709106.5,7900.0,59320000.0,1995-11-17,0.5700934579439252,107.0,74.0,1.3220220298507463,10.005422000000001,-6.702914000000001
0001000753,NSP,NSP,INSPERITY INC,45778Q107 007094105,BBG000BJ41X2,BBG001S894P4,NYS,['CCRN'],Industrials,StaffingAndEmploymentServices,7363,SERVICES-HELP SUPPLY SERVICES,XLI,XLY,2601869954.3999996,4400.0,37380000.0,1997-01-29,0.5225806451612903,155.0,130.0,0.7738927512953367,6.042115,-9.97827
0001674862,ASH,ASH,ASHLAND INC,044186104 044209104 044204105,BBG00D0Y81M1,BBG00D0Y81N0,NYS,"['CBT', 'ALB']",BasicMaterials,SpecialtyChemicals,5160,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,XLB,XLB,2994224422.52,3200.0,47180000.0,1950-05-08,0.5982905982905983,117.0,87.0,1.2134956148648648,5.999376,-7.456551
0000217346,TXT,TXT,TEXTRON INC,883203101,BBG000BVVQQ8,BBG001S5WZ39,NYS,"['RTX', 'LDOS', 'LHX', 'ITT', 'AMP', 'PH', 'WAB', 'EQH', 'PRU', 'L']",Industrials,AerospaceAndDefense,3720,AIRCRAFT & PARTS,XLI,ITA,13605322224.24,34000.0,185510000.0,1968-01-02,0.5714285714285714,133.0,75.0,1.1550293708609274,5.984229,-10.618546
0000731802,ATO,ATO,ATMOS ENERGY CORP,049560105,BBG000BRNGM2,BBG001S5VG05,NYS,"['MDU', 'OGS', 'NJR', 'SR', 'NFG', 'UGI', 'AWK', 'LNT', 'WEC', 'AEE']",Utilities,UtilitiesRegulatedGas,4924,NATURAL GAS DISTRIBUTION,XLU,XLU,22618768072.5,5260.0,158730000.0,1983-12-28,0.568,125.0,89.0,0.6657631111111112,2.573474,-4.936266
0001219601,CCK,CCK,CROWN HOLDINGS INC,228368106 228255105,BBG000BF6756,BBG001S5PKZ5,NYS,['BALL'],ConsumerCyclical,PackagingAndContainers,3411,METAL CANS,XLY,PKB,10305075751.759998,25000.0,119630000.0,1948-01-29,0.5460992907801419,141.0,112.0,1.223331672316384,7.165636,-13.769241000000001
0000797721,VSAT,VSAT,VIASAT INC,92552V100,BBG000HHLBF9,BBG001S98NF2,NAS,"['CLFD', 'ANET']",Technology,CommunicationEquipment,3663,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,XLK,XSD,1461128078.5400002,7500.0,128389999.0,1996-12-03,0.5266666666666666,150.0,89.0,1.744060105263158,8.004536,-12.934325
0000815097,CCL,CCL,CARNIVAL CORP,143658300 143658102,BBG000BF6LY3,BBG001S5PL01,NYS,"['RCL', 'NCLH', 'NKE', 'DIS', 'NCLH', 'RCL', 'DAL', 'AAL', 'UAL', 'TNL']",ConsumerCyclical,TravelServices,4400,WATER TRANSPORTATION,XLY,PEJ,36163065846.0,100000.0,1164200000.0,1987-07-24,0.5518072289156627,415.0,202.0,1.3848006666666668,8.702179,-12.004787
