accession_8k,ticker,filed_8k,period_of_report,fye_month,fy_xbrl,q_xbrl,fy_math,q_math,agreement,matched_accession_periodic,periodic_created,form_type_periodic,reason
0001037646-23-000022,MTD,2023-07-27T16:52:32-04:00,2023-06-30,12,2021,Q3,2023,Q2,false,0001037646-23-000024,2023-07-28T11:31:56-04:00,10-Q,proximity_rejected
0001037646-25-000019,MTD,2025-05-01T17:02:22-04:00,2025-03-31,12,2024,Q1,2025,Q1,false,0001037646-25-000021,2025-05-02T11:01:00-04:00,10-Q,xbrl_math_disagree
0001037646-25-000037,MTD,2025-07-31T17:53:10-04:00,2025-06-30,12,2024,Q2,2025,Q2,false,0001037646-25-000040,2025-08-01T14:52:04-04:00,10-Q,xbrl_math_disagree
0000950170-25-106384,MTW,2025-08-11T13:10:37-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-136151,MTZ,2023-05-04T18:15:34-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-203179,MTZ,2023-08-04T06:01:53-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-24-129870,MTZ,2024-05-03T06:07:02-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-24-191835,MTZ,2024-08-01T21:35:53-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-24-248758,MTZ,2024-10-31T16:43:59-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-25-110270,MTZ,2025-05-01T20:32:25-04:00,,12,,,,,,,,,not_same_event_periodic
0000015615-25-000080,MTZ,2025-07-31T16:41:36-04:00,,12,,,,,,,,,not_same_event_periodic
0000015615-25-000130,MTZ,2025-10-30T16:27:49-04:00,,12,,,,,,,,,not_same_event_periodic
0000717423-24-000015,MUR,2024-05-02T06:25:42-04:00,,12,,,,,,,,,not_same_event_periodic
0001749723-25-000125,NFE,2025-09-05T19:52:21-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-25-111700,NTAP,2025-08-27T16:05:30-04:00,2025-07-25,4,2025,Q1,2026,Q1,false,0001193125-25-189700,2025-08-27T16:11:15-04:00,10-Q,xbrl_math_disagree
0001193125-25-297164,NTAP,2025-11-25T16:05:26-05:00,2025-10-24,4,2025,Q2,2026,Q2,false,0001193125-25-297237,2025-11-25T16:15:53-05:00,10-Q,xbrl_math_disagree
0001171843-24-006598,NTNX,2024-11-26T16:01:12-05:00,2024-10-31,7,2024,Q1,2025,Q1,false,0000950170-24-133675,2024-12-05T16:08:26-05:00,10-Q,xbrl_math_disagree
0001171843-25-007590,NTNX,2025-11-25T16:01:29-05:00,2025-10-31,7,2025,Q1,2026,Q1,false,0001193125-25-308095,2025-12-04T16:16:11-05:00,10-Q,xbrl_math_disagree
0000073124-26-000028,NTRS,2026-04-21T06:56:53-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-192367,NUE,2023-07-24T17:19:57-04:00,2023-07-01,12,2022,Q3,2023,Q2,false,0000950170-23-040234,2023-08-09T10:48:20-04:00,10-Q,xbrl_math_disagree
0001645113-23-000038,NVCR,2023-05-04T07:02:55-04:00,,12,,,,,,,,,not_same_event_periodic
0001645113-23-000045,NVCR,2023-07-27T07:03:15-04:00,,12,,,,,,,,,not_same_event_periodic
0001645113-23-000048,NVCR,2023-10-26T07:03:27-04:00,,12,,,,,,,,,not_same_event_periodic
0001645113-24-000007,NVCR,2024-02-22T07:06:48-05:00,,12,,,,,,,,,not_same_event_periodic
0001645113-24-000033,NVCR,2024-10-30T07:02:07-04:00,,12,,,,,,,,,not_same_event_periodic
0001645113-25-000003,NVCR,2025-02-27T07:02:06-05:00,,12,,,,,,,,,not_same_event_periodic
0001645113-25-000009,NVCR,2025-04-24T07:02:25-04:00,,12,,,,,,,,,not_same_event_periodic
0001645113-25-000030,NVCR,2025-07-24T07:02:21-04:00,,12,,,,,,,,,not_same_event_periodic
0001413447-23-000022,NXPI,2023-05-02T06:12:22-04:00,,12,,,,,,,,,not_same_event_periodic
0001413447-24-000040,NXPI,2024-04-30T06:04:00-04:00,,12,,,,,,,,,not_same_event_periodic
0001413447-24-000074,NXPI,2024-07-23T06:08:13-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-23-039991,OGE,2023-08-08T17:50:33-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-23-057630,OGE,2023-11-01T17:58:16-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-24-017411,OGE,2024-02-20T19:44:08-05:00,,12,,,,,,,,,not_same_event_periodic
0000950170-24-050702,OGE,2024-04-30T17:42:30-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-24-092040,OGE,2024-08-06T17:42:34-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-24-120957,OGE,2024-11-04T17:48:34-05:00,,12,,,,,,,,,not_same_event_periodic
0000950170-25-060395,OGE,2025-04-29T17:42:07-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-25-099781,OGE,2025-07-29T17:55:19-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-25-253962,OGE,2025-10-28T17:38:53-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-26-055417,OGE,2026-02-17T18:56:30-05:00,,12,,,,,,,,,not_same_event_periodic
0001587732-23-000044,OGS,2023-07-31T17:06:15-04:00,2023-06-30,12,2023,Q1,2023,Q2,false,0001587732-23-000047,2023-08-01T16:35:34-04:00,10-Q,xbrl_math_disagree
0001587732-24-000049,OGS,2024-08-05T16:36:07-04:00,2024-06-30,12,2024,Q1,2024,Q2,false,0001587732-24-000051,2024-08-06T17:10:27-04:00,10-Q,xbrl_math_disagree
0001587732-25-000012,OGS,2025-02-19T16:21:03-05:00,2024-12-31,12,2023,Q4,2024,Q4,false,0001587732-25-000013,2025-02-20T16:32:19-05:00,10-K,xbrl_math_disagree
0001140361-23-012944,OLLI,2023-03-22T07:40:48-04:00,2023-01-28,1,2022,Q4,2023,Q4,false,0001140361-23-013669,2023-03-24T13:42:29-04:00,10-K,xbrl_math_disagree
0001140361-23-028653,OLLI,2023-06-07T07:40:16-04:00,2023-04-29,1,2023,Q1,2024,Q1,false,0001140361-23-028795,2023-06-07T16:16:19-04:00,10-Q,xbrl_math_disagree
0001140361-23-041908,OLLI,2023-08-31T07:40:51-04:00,2023-07-29,1,2023,Q2,2024,Q2,false,0001140361-23-042063,2023-08-31T16:16:03-04:00,10-Q,xbrl_math_disagree
0001140361-23-056448,OLLI,2023-12-06T07:40:19-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0001140361-23-056505,2023-12-06T16:06:14-05:00,10-Q,xbrl_math_disagree
0001140361-24-028942,OLLI,2024-06-05T07:35:24-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0001140361-24-029017,2024-06-05T16:43:13-04:00,10-Q,xbrl_math_disagree
0001140361-24-039085,OLLI,2024-08-29T07:35:33-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0001140361-24-039300,2024-08-29T16:30:52-04:00,10-Q,xbrl_math_disagree
0001140361-24-048855,OLLI,2024-12-10T07:35:18-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0001140361-24-048926,2024-12-10T16:38:11-05:00,10-Q,xbrl_math_disagree
0001140361-25-021221,OLLI,2025-06-03T07:35:51-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0001140361-25-021300,2025-06-03T16:31:03-04:00,10-Q,xbrl_math_disagree
0001140361-25-033065,OLLI,2025-08-28T07:35:46-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0001140361-25-033812,2025-09-03T16:16:09-04:00,10-Q,xbrl_math_disagree
0001140361-25-044934,OLLI,2025-12-09T07:05:45-05:00,2025-11-01,1,2025,Q3,2026,Q3,false,0001140361-25-045024,2025-12-09T16:16:07-05:00,10-Q,xbrl_math_disagree
0001140361-26-009133,OLLI,2026-03-12T07:06:13-04:00,2026-01-31,1,2025,Q4,2026,Q4,false,0001140361-26-010409,2026-03-19T16:18:24-04:00,10-K,xbrl_math_disagree
0000074303-23-000130,OLN,2023-06-20T10:05:03-04:00,,12,,,,,,,,,not_same_event_periodic
0000074303-24-000205,OLN,2024-12-12T06:53:08-05:00,,12,,,,,,,,,not_same_event_periodic
0000898173-23-000041,ORLY,2023-07-26T16:33:00-04:00,2023-06-30,12,2022,Q2,2023,Q2,false,0000898173-23-000044,2023-08-08T16:30:48-04:00,10-Q,xbrl_math_disagree
0000950170-23-019849,OVV,2023-05-09T17:12:57-04:00,,12,,,,,,,,,not_same_event_periodic
0001171843-23-001866,OXM,2023-03-23T16:15:32-04:00,2023-01-28,1,2022,Q4,2023,Q4,false,0000075288-23-000005,2023-03-27T17:38:45-04:00,10-K,xbrl_math_disagree
0001171843-23-003819,OXM,2023-06-07T16:10:13-04:00,2023-04-29,1,2023,Q1,2024,Q1,false,0000075288-23-000010,2023-06-08T14:33:56-04:00,10-Q,xbrl_math_disagree
0001171843-23-005512,OXM,2023-08-31T16:15:13-04:00,2023-07-29,1,2023,Q2,2024,Q2,false,0000075288-23-000013,2023-09-01T13:40:26-04:00,10-Q,xbrl_math_disagree
0001171843-23-007471,OXM,2023-12-06T16:19:43-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0000075288-23-000016,2023-12-07T14:28:41-05:00,10-Q,xbrl_math_disagree
0001171843-24-001686,OXM,2024-03-28T16:16:10-04:00,2024-02-03,1,2023,Q4,2024,Q4,false,0000075288-24-000003,2024-04-01T13:11:27-04:00,10-K,xbrl_math_disagree
0001171843-24-003411,OXM,2024-06-12T16:11:04-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0000075288-24-000009,2024-06-13T13:32:27-04:00,10-Q,xbrl_math_disagree
0000075288-24-000057,OXM,2024-09-11T16:07:33-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0000075288-24-000059,2024-09-12T08:22:01-04:00,10-Q,xbrl_math_disagree
0000075288-24-000080,OXM,2024-12-11T16:11:10-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0000075288-24-000082,2024-12-12T09:05:35-05:00,10-Q,xbrl_math_disagree
0000075288-25-000030,OXM,2025-03-27T16:08:29-04:00,2025-02-01,1,2024,Q4,2025,Q4,false,0000075288-25-000033,2025-03-31T11:47:08-04:00,10-K,xbrl_math_disagree
0000075288-25-000077,OXM,2025-06-11T16:12:51-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0000075288-25-000079,2025-06-12T09:09:47-04:00,10-Q,xbrl_math_disagree
0000075288-25-000130,OXM,2025-09-10T16:08:56-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0000075288-25-000132,2025-09-11T08:59:04-04:00,10-Q,xbrl_math_disagree
0000075288-25-000146,OXM,2025-12-10T16:10:28-05:00,2025-11-01,1,2025,Q3,2026,Q3,false,0000075288-25-000148,2025-12-11T10:05:20-05:00,10-Q,xbrl_math_disagree
0000075288-26-000023,OXM,2026-03-26T16:10:50-04:00,2026-01-31,1,2025,Q4,2026,Q4,false,0000075288-26-000026,2026-03-27T11:23:52-04:00,10-K,xbrl_math_disagree
0001628280-26-024581,OXY,2026-04-10T07:15:27-04:00,,12,,,,,,,,,not_same_event_periodic
0001013857-23-000021,PEGA,2023-02-15T16:13:46-05:00,,12,,,,,,,,,not_same_event_periodic
0001013857-23-000076,PEGA,2023-04-26T16:14:26-04:00,,12,,,,,,,,,not_same_event_periodic
0001013857-23-000199,PEGA,2023-10-25T16:21:02-04:00,,12,,,,,,,,,not_same_event_periodic
0001013857-24-000013,PEGA,2024-02-14T16:08:47-05:00,,12,,,,,,,,,not_same_event_periodic
0001013857-24-000086,PEGA,2024-04-24T16:37:35-04:00,,12,,,,,,,,,not_same_event_periodic
0001013857-24-000156,PEGA,2024-07-24T16:12:13-04:00,,12,,,,,,,,,not_same_event_periodic
0001013857-24-000227,PEGA,2024-10-23T16:08:22-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-23-000009,PEP,2023-02-08T18:10:52-05:00,,12,,,,,,,,,not_same_event_periodic
0000077476-23-000025,PEP,2023-04-24T18:00:56-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-23-000048,PEP,2023-07-12T18:12:15-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-23-000060,PEP,2023-10-10T06:05:29-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-24-000010,PEP,2024-02-08T18:01:49-05:00,,12,,,,,,,,,not_same_event_periodic
0000077476-24-000019,PEP,2024-04-22T17:59:24-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-24-000043,PEP,2024-07-10T17:53:51-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-24-000054,PEP,2024-10-07T17:49:45-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-25-000008,PEP,2025-02-03T18:23:44-05:00,,12,,,,,,,,,not_same_event_periodic
0000077476-25-000022,PEP,2025-04-23T18:13:29-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-25-000046,PEP,2025-07-16T18:11:14-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-25-000055,PEP,2025-10-08T19:16:09-04:00,,12,,,,,,,,,not_same_event_periodic
0000077476-26-000009,PEP,2026-02-02T18:12:16-05:00,,12,,,,,,,,,not_same_event_periodic
0000077476-26-000019,PEP,2026-04-15T18:01:12-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-294930,PFE,2023-12-14T07:51:03-05:00,,12,,,,,,,,,not_same_event_periodic
0001104659-26-047680,PFG,2026-04-23T16:05:29-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-004122,PFGC,2023-01-09T07:06:03-05:00,2022-12-31,6,2022,Q2,2023,Q2,false,0000950170-23-002178,2023-02-08T16:44:05-05:00,10-Q,xbrl_math_disagree
0000950170-23-002046,PFGC,2023-02-08T07:01:28-05:00,2022-12-31,6,2022,Q2,2023,Q2,false,0000950170-23-002178,2023-02-08T16:44:05-05:00,10-Q,xbrl_math_disagree
0000950170-23-060661,PFGC,2023-11-08T07:00:09-05:00,2023-09-30,6,2023,Q1,2024,Q1,false,0000950170-23-061166,2023-11-08T16:22:23-05:00,10-Q,xbrl_math_disagree
0000950170-24-011941,PFGC,2024-02-07T07:00:11-05:00,2023-12-30,6,2023,Q2,2024,Q2,false,0000950170-24-012248,2024-02-07T16:30:44-05:00,10-Q,xbrl_math_disagree
0000950170-24-121804,PFGC,2024-11-06T07:00:08-05:00,2024-09-28,6,2024,Q1,2025,Q1,false,0000950170-24-122325,2024-11-06T16:20:56-05:00,10-Q,xbrl_math_disagree
0000080661-26-000173,PGR,2026-04-15T08:44:08-04:00,,12,,,,,,,,,not_same_event_periodic
0000822416-26-000003,PHM,2026-01-29T07:21:01-05:00,,12,,,,,,,,,not_same_event_periodic
0001412408-26-000084,PHR,2026-04-03T16:02:51-04:00,,1,,,,,,,,,not_same_event_periodic
0001193125-23-028490,PINC,2023-02-08T16:40:45-05:00,,6,,,,,,,,,not_same_event_periodic
0001193125-23-134584,PINC,2023-05-03T17:25:06-04:00,,6,,,,,,,,,not_same_event_periodic
0001193125-23-219098,PINC,2023-08-23T16:05:41-04:00,,6,,,,,,,,,not_same_event_periodic
0001193125-23-273497,PINC,2023-11-08T16:01:33-05:00,,6,,,,,,,,,not_same_event_periodic
0001193125-24-026647,PINC,2024-02-07T16:01:55-05:00,,6,,,,,,,,,not_same_event_periodic
0001193125-24-134184,PINC,2024-05-08T16:01:35-04:00,,6,,,,,,,,,not_same_event_periodic
0001193125-24-204392,PINC,2024-08-21T16:01:30-04:00,,6,,,,,,,,,not_same_event_periodic
0001193125-24-252029,PINC,2024-11-06T16:01:54-05:00,,6,,,,,,,,,not_same_event_periodic
0001193125-25-020426,PINC,2025-02-05T07:01:05-05:00,,6,,,,,,,,,not_same_event_periodic
0001193125-25-114958,PINC,2025-05-07T16:39:47-04:00,,6,,,,,,,,,not_same_event_periodic
0001617406-24-000072,PK,2024-11-12T06:59:10-05:00,,12,,,,,,,,,not_same_event_periodic
0001193125-26-171009,PKG,2026-04-22T18:07:06-04:00,,12,,,,,,,,,not_same_event_periodic
0001628280-23-009536,PLAY,2023-03-28T16:11:45-04:00,2023-01-29,1,2022,Q4,2023,Q4,false,0001628280-23-009540,2023-03-28T16:20:09-04:00,10-K,xbrl_math_disagree
0001628280-23-021106,PLAY,2023-06-06T16:15:15-04:00,2023-04-30,1,2023,Q1,2024,Q1,false,0001628280-23-021109,2023-06-06T16:22:37-04:00,10-Q,xbrl_math_disagree
0001628280-23-031543,PLAY,2023-09-06T16:11:23-04:00,2023-07-30,1,2023,Q2,2024,Q2,false,0001628280-23-031553,2023-09-06T16:22:43-04:00,10-Q,xbrl_math_disagree
0001628280-23-040743,PLAY,2023-12-05T16:12:15-05:00,2023-10-29,1,2023,Q3,2024,Q3,false,0001628280-23-040750,2023-12-05T16:21:53-05:00,10-Q,xbrl_math_disagree
0001628280-24-014361,PLAY,2024-04-02T16:14:22-04:00,2024-02-04,1,2023,Q4,2024,Q4,false,0001628280-24-014369,2024-04-02T16:20:09-04:00,10-K,xbrl_math_disagree
0001628280-24-027822,PLAY,2024-06-12T16:15:29-04:00,2024-05-05,1,2024,Q1,2025,Q1,false,0001628280-24-027828,2024-06-12T16:20:41-04:00,10-Q,xbrl_math_disagree
0001628280-24-040027,PLAY,2024-09-10T16:10:45-04:00,2024-08-06,1,2024,Q2,2025,Q3,false,0001628280-24-040032,2024-09-10T16:20:10-04:00,10-Q,xbrl_math_disagree
0001628280-24-050623,PLAY,2024-12-10T16:39:58-05:00,2024-11-05,1,2024,Q3,2025,Q3,false,0001628280-24-050625,2024-12-10T16:46:20-05:00,10-Q,xbrl_math_disagree
0001628280-25-030456,PLAY,2025-06-10T16:08:19-04:00,2025-05-06,1,2025,Q1,2026,Q2,false,0001628280-25-030462,2025-06-10T16:11:59-04:00,10-Q,xbrl_math_disagree
0001525769-25-000009,PLAY,2025-09-15T16:12:05-04:00,2025-08-05,1,2025,Q2,2026,Q2,false,0001525769-25-000010,2025-09-15T16:23:56-04:00,10-Q,xbrl_math_disagree
0001525769-25-000020,PLAY,2025-12-09T16:11:41-05:00,2025-11-04,1,2025,Q3,2026,Q3,false,0001525769-25-000021,2025-12-09T16:13:28-05:00,10-Q,xbrl_math_disagree
0001525769-26-000006,PLAY,2026-03-31T16:13:55-04:00,2026-02-03,1,2025,Q4,2026,Q4,false,0001525769-26-000008,2026-03-31T16:33:26-04:00,10-K,xbrl_math_disagree
0001104659-23-010934,PLCE,2023-02-06T09:00:22-05:00,2023-01-28,1,2022,Q4,2023,Q4,false,0001628280-23-009382,2023-03-28T13:48:51-04:00,10-K,xbrl_math_disagree
0001104659-23-033048,PLCE,2023-03-16T07:01:53-04:00,2023-01-28,1,2022,Q4,2023,Q4,false,0001628280-23-009382,2023-03-28T13:48:51-04:00,10-K,xbrl_math_disagree
0001104659-23-063865,PLCE,2023-05-24T07:01:33-04:00,2023-04-29,1,2023,Q1,2024,Q1,false,0001628280-23-021269,2023-06-07T16:01:12-04:00,10-Q,xbrl_math_disagree
0001104659-23-092844,PLCE,2023-08-17T07:01:16-04:00,2023-07-29,1,2023,Q2,2024,Q2,false,0001628280-23-030974,2023-08-30T16:12:17-04:00,10-Q,xbrl_math_disagree
0001104659-23-118905,PLCE,2023-11-16T07:05:27-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0001628280-23-040648,2023-12-04T17:14:42-05:00,10-Q,xbrl_math_disagree
0001104659-24-098778,PLCE,2024-09-11T08:01:17-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0001628280-24-040127,2024-09-11T16:01:19-04:00,10-Q,xbrl_math_disagree
0001104659-24-124895,PLCE,2024-12-03T08:05:20-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0001628280-24-050199,2024-12-06T14:25:07-05:00,10-Q,xbrl_math_disagree
0001104659-24-129203,PLCE,2024-12-17T08:30:24-05:00,,1,,,,,,,,,not_same_event_periodic
0001104659-25-034246,PLCE,2025-04-11T16:32:34-04:00,2025-02-01,1,2024,Q4,2025,Q4,false,0001628280-25-018195,2025-04-17T16:01:17-04:00,10-K,denylist
0001104659-25-057362,PLCE,2025-06-06T16:30:17-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0001628280-25-030703,2025-06-11T16:01:09-04:00,10-Q,xbrl_math_disagree
0001104659-25-087836,PLCE,2025-09-05T16:30:38-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0001041859-25-000009,2025-09-05T16:42:38-04:00,10-Q,xbrl_math_disagree
0000764622-23-000025,PNW,2023-02-27T08:37:34-05:00,,12,,,,,,,,,not_same_event_periodic
0000764622-23-000064,PNW,2023-05-04T08:29:00-04:00,,12,,,,,,,,,not_same_event_periodic
0000764622-23-000095,PNW,2023-08-03T08:30:33-04:00,,12,,,,,,,,,not_same_event_periodic
0000764622-23-000104,PNW,2023-11-02T08:29:42-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-23-000010,POR,2023-02-16T08:59:11-05:00,,12,,,,,,,,,not_same_event_periodic
0000784977-23-000070,POR,2023-04-28T08:56:00-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-23-000114,POR,2023-07-28T09:00:33-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-23-000145,POR,2023-10-27T08:56:38-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-24-000089,POR,2024-04-26T08:59:29-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-24-000137,POR,2024-07-26T08:59:41-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-24-000170,POR,2024-10-25T08:59:02-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-25-000016,POR,2025-02-14T08:59:39-05:00,,12,,,,,,,,,not_same_event_periodic
0000784977-25-000078,POR,2025-04-25T09:00:24-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-25-000141,POR,2025-07-25T09:00:52-04:00,,12,,,,,,,,,not_same_event_periodic
0000784977-25-000175,POR,2025-10-31T08:59:13-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-26-052759,POR,2026-02-17T06:07:32-05:00,,12,,,,,,,,,not_same_event_periodic
0000922224-23-000008,PPL,2023-02-17T08:09:02-05:00,2022-12-31,12,2021,Q4,2022,Q4,false,0000922224-23-000010,2023-02-17T14:09:21-05:00,10-K,xbrl_math_disagree
0000922224-23-000029,PPL,2023-05-04T08:12:05-04:00,2023-03-31,12,2022,Q3,2023,Q1,false,0000922224-23-000031,2023-05-04T12:08:47-04:00,10-Q,proximity_rejected
0000922224-23-000043,PPL,2023-08-04T08:08:00-04:00,2023-06-30,12,2022,Q3,2023,Q2,false,0000922224-23-000045,2023-08-04T11:50:13-04:00,10-Q,xbrl_math_disagree
0000922224-23-000047,PPL,2023-11-02T08:41:00-04:00,2023-09-30,12,2022,Q3,2023,Q3,false,0000922224-23-000049,2023-11-02T11:45:39-04:00,10-Q,xbrl_math_disagree
0000922224-24-000006,PPL,2024-02-16T08:03:33-05:00,2023-12-31,12,2021,Q4,2023,Q4,false,0000922224-24-000008,2024-02-16T11:54:54-05:00,10-K,proximity_rejected
0000922224-24-000012,PPL,2024-05-01T08:24:05-04:00,2024-03-31,12,2022,Q3,2024,Q1,false,0000922224-24-000014,2024-05-01T11:37:52-04:00,10-Q,proximity_rejected
0000922224-24-000022,PPL,2024-08-02T08:01:07-04:00,2024-06-30,12,2022,Q3,2024,Q2,false,0000922224-24-000024,2024-08-02T12:29:13-04:00,10-Q,proximity_rejected
0000922224-24-000028,PPL,2024-11-01T08:18:37-04:00,2024-09-30,12,2022,Q3,2024,Q3,false,0000922224-24-000030,2024-11-01T12:34:38-04:00,10-Q,proximity_rejected
0000922224-25-000006,PPL,2025-02-13T08:20:54-05:00,2024-12-31,12,2021,Q4,2024,Q4,false,0000922224-25-000009,2025-02-13T12:21:22-05:00,10-K,proximity_rejected
0001559053-24-000034,PRTA,2024-11-12T16:09:05-05:00,,12,,,,,,,,,not_same_event_periodic
0001137774-26-000087,PRU,2026-04-14T16:37:44-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-26-166839,PRU,2026-04-21T16:19:09-04:00,,12,,,,,,,,,not_same_event_periodic
0001628280-23-020310,PSTG,2023-05-31T16:06:07-04:00,2023-05-07,1,2024,Q1,2024,Q2,false,0001628280-23-022333,2023-06-15T18:27:28-04:00,10-Q,xbrl_math_disagree
0001628280-23-030972,PSTG,2023-08-30T16:07:29-04:00,2023-08-06,1,2024,Q2,2024,Q3,false,0001628280-23-032228,2023-09-13T20:55:08-04:00,10-Q,xbrl_math_disagree
0001534701-26-000015,PSX,2026-04-06T16:15:26-04:00,,12,,,,,,,,,not_same_event_periodic
0000889900-26-000026,PTEN,2026-04-22T17:45:42-04:00,,12,,,,,,,,,not_same_event_periodic
0000078239-23-000011,PVH,2023-03-27T16:17:17-04:00,2023-01-29,1,2022,Q4,2023,Q4,false,0000078239-23-000014,2023-03-28T12:04:19-04:00,10-K,xbrl_math_disagree
0000078239-23-000062,PVH,2023-05-31T16:18:10-04:00,2023-04-30,1,2023,Q1,2024,Q1,false,0000078239-23-000091,2023-06-08T13:11:22-04:00,10-Q,xbrl_math_disagree
0000078239-23-000111,PVH,2023-08-29T16:22:49-04:00,2023-07-30,1,2023,Q2,2024,Q2,false,0000078239-23-000117,2023-09-07T13:06:46-04:00,10-Q,xbrl_math_disagree
0000078239-23-000129,PVH,2023-11-29T16:37:15-05:00,2023-10-29,1,2023,Q3,2024,Q3,false,0000078239-23-000135,2023-12-07T12:41:29-05:00,10-Q,xbrl_math_disagree
0000078239-24-000011,PVH,2024-04-01T16:24:55-04:00,2024-02-04,1,2023,Q4,2024,Q4,false,0000078239-24-000013,2024-04-02T12:11:52-04:00,10-K,xbrl_math_disagree
0000078239-24-000030,PVH,2024-06-04T16:20:44-04:00,2024-05-05,1,2024,Q1,2025,Q1,false,0000078239-24-000042,2024-06-12T12:11:24-04:00,10-Q,xbrl_math_disagree
0000078239-24-000065,PVH,2024-08-27T16:19:11-04:00,2024-08-04,1,2024,Q2,2025,Q2,false,0000078239-24-000074,2024-09-09T13:36:56-04:00,10-Q,xbrl_math_disagree
0000078239-24-000083,PVH,2024-12-04T16:21:52-05:00,2024-11-03,1,2024,Q3,2025,Q3,false,0000078239-24-000089,2024-12-09T15:06:19-05:00,10-Q,xbrl_math_disagree
0000078239-25-000014,PVH,2025-03-31T16:19:56-04:00,2025-02-02,1,2024,Q4,2025,Q4,false,0000078239-25-000018,2025-04-01T11:49:35-04:00,10-K,xbrl_math_disagree
0000078239-25-000050,PVH,2025-06-04T16:23:49-04:00,2025-05-04,1,2025,Q1,2026,Q1,false,0000078239-25-000052,2025-06-04T16:36:21-04:00,10-Q,xbrl_math_disagree
0000078239-25-000066,PVH,2025-08-26T16:19:07-04:00,2025-08-03,1,2025,Q2,2026,Q2,false,0000078239-25-000072,2025-09-05T13:21:50-04:00,10-Q,xbrl_math_disagree
0000078239-25-000081,PVH,2025-11-18T10:56:50-05:00,2025-11-02,1,2025,Q3,2026,Q3,false,0000078239-25-000090,2025-12-08T15:22:39-05:00,10-Q,xbrl_math_disagree
0000078239-25-000084,PVH,2025-12-03T16:18:24-05:00,2025-11-02,1,2025,Q3,2026,Q3,false,0000078239-25-000090,2025-12-08T15:22:39-05:00,10-Q,xbrl_math_disagree
0000078239-26-000020,PVH,2026-03-31T16:18:53-04:00,2026-02-01,1,2025,Q4,2026,Q4,false,0000078239-26-000021,2026-03-31T16:20:48-04:00,10-K,xbrl_math_disagree
0001906324-26-000013,QDEL,2026-04-15T16:15:43-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-23-026119,QURE,2023-02-27T17:27:25-05:00,,12,,,,,,,,,not_same_event_periodic
