ticker,accession,formType,filedAt,in_neo4j,in_edgar
AMG,0001004434-25-000039,10-Q,2025-05-08,YES,YES
AMG,0001004434-24-000049,10-Q,2024-11-07,YES,YES
AMG,0001004434-24-000040,10-Q,2024-08-02,YES,YES
AMG,0001004434-24-000030,10-Q,2024-05-07,YES,YES
AMG,0001004434-23-000034,10-Q,2023-11-06,YES,YES
AMG,0001004434-23-000025,10-Q,2023-08-07,YES,YES
AMG,0001004434-23-000017,10-Q,2023-05-08,YES,YES
AMGN,0001193125-26-059490,8-K,2026-02-19,NO,YES
AMGN,0000318154-26-000003,8-K,2026-02-03,YES,YES
AMGN,0001193125-26-030518,8-K,2026-01-30,NO,YES
AMGN,0000318154-25-000070,8-K,2025-11-04,NO,YES
AMGN,0000318154-25-000054,8-K,2025-08-05,YES,YES
AMGN,0000950170-25-077233,8-K,2025-05-23,YES,YES
AMGN,0000318154-25-000018,8-K,2025-05-01,YES,YES
AMGN,0000318154-25-000005,8-K,2025-02-04,YES,YES
AMGN,0000318154-24-000042,8-K,2024-10-30,YES,YES
AMGN,0000318154-24-000033,8-K,2024-08-06,NO,YES
AMGN,0001193125-24-153221,8-K,2024-06-03,YES,YES
AMGN,0000318154-24-000018,8-K,2024-05-02,YES,YES
AMGN,0000318154-24-000004,8-K,2024-02-06,YES,YES
AMGN,0001193125-23-295027,8-K,2023-12-14,YES,YES
AMGN,0000318154-23-000061,8-K,2023-10-31,YES,YES
AMGN,0001193125-23-252361,8-K,2023-10-06,YES,YES
AMGN,0001193125-23-251090,8-K,2023-10-05,YES,YES
AMGN,0001193125-23-233011,8-K,2023-09-12,YES,YES
AMGN,0001193125-23-228161,8-K,2023-09-05,YES,YES
AMGN,0001193125-23-227040,8-K,2023-09-01,YES,YES
AMGN,0001193125-23-203033,8-K,2023-08-03,YES,YES
AMGN,0000318154-23-000049,8-K,2023-08-03,YES,YES
AMGN,0001193125-23-160316,8-K,2023-06-05,YES,YES
AMGN,0001193125-23-150659,8-K,2023-05-22,YES,YES
AMGN,0001193125-23-147662,8-K,2023-05-18,YES,YES
AMGN,0001193125-23-146219,8-K,2023-05-16,YES,YES
AMGN,0000318154-23-000026,8-K,2023-04-27,YES,YES
AMGN,0001193125-23-066144,8-K,2023-03-09,YES,YES
AMGN,0001193125-23-058235,8-K,2023-03-02,YES,YES
AMGN,0001193125-23-040753,8-K,2023-02-16,YES,YES
AMGN,0000318154-23-000011,8-K,2023-01-31,YES,YES
AMGN,0000318154-26-000010,10-K,2026-02-13,NO,YES
AMGN,0000318154-25-000010,10-K,2025-02-14,YES,YES
AMGN,0000318154-24-000011,10-K,2024-02-14,YES,YES
AMGN,0000318154-23-000017,10-K,2023-02-09,YES,YES
AMGN,0000318154-25-000072,10-Q,2025-11-04,NO,YES
AMGN,0000318154-25-000056,10-Q,2025-08-05,YES,YES
AMGN,0000318154-25-000020,10-Q,2025-05-01,YES,YES
AMGN,0000318154-24-000044,10-Q,2024-10-30,YES,YES
AMGN,0000318154-24-000035,10-Q,2024-08-06,NO,YES
AMGN,0000318154-24-000020,10-Q,2024-05-02,YES,YES
AMGN,0000318154-23-000064,10-Q,2023-10-31,YES,YES
AMGN,0000318154-23-000053,10-Q,2023-08-03,YES,YES
AMGN,0000318154-23-000029,10-Q,2023-04-27,YES,YES
AMH,0001562401-26-000012,8-K,2026-02-27,NO,YES
AMH,0001562401-26-000007,8-K,2026-02-19,NO,YES
AMH,0001562401-25-000083,8-K,2025-12-03,YES,YES
AMH,0001562401-25-000078,8-K,2025-10-29,YES,YES
AMH,0001562401-25-000073,8-K,2025-09-03,YES,YES
AMH,0001562401-25-000063,8-K,2025-07-31,YES,YES
AMH,0001562401-25-000044,8-K,2025-05-29,YES,YES
AMH,0001104659-25-047812,8-K,2025-05-13,YES,YES
AMH,0001562401-25-000041,8-K,2025-05-07,YES,YES
AMH,0001104659-25-045565,8-K,2025-05-07,YES,YES
AMH,0001562401-25-000033,8-K,2025-05-01,YES,YES
AMH,0001562401-25-000015,8-K,2025-02-28,YES,YES
AMH,0001562401-25-000009,8-K,2025-02-20,YES,YES
AMH,0001562401-25-000002,8-K,2025-01-03,YES,YES
AMH,0001104659-24-126740,8-K,2024-12-09,YES,YES
AMH,0001104659-24-125068,8-K,2024-12-03,YES,YES
AMH,0001562401-24-000086,8-K,2024-11-14,NO,YES
AMH,0001562401-24-000078,8-K,2024-10-29,YES,YES
AMH,0001562401-24-000072,8-K,2024-09-05,YES,YES
AMH,0001562401-24-000065,8-K,2024-08-01,YES,YES
AMH,0001104659-24-081159,8-K,2024-07-19,YES,YES
AMH,0001104659-24-075155,8-K,2024-06-26,YES,YES
AMH,0001104659-24-073374,8-K,2024-06-20,YES,YES
AMH,0001562401-24-000057,8-K,2024-05-30,YES,YES
AMH,0001562401-24-000055,8-K,2024-05-10,YES,YES
AMH,0001562401-24-000048,8-K,2024-05-02,YES,YES
AMH,0001562401-24-000026,8-K,2024-02-28,YES,YES
AMH,0001562401-24-000023,8-K,2024-02-23,YES,YES
AMH,0001562401-24-000016,8-K,2024-02-22,YES,YES
AMH,0001193125-24-019460,8-K,2024-01-30,YES,YES
AMH,0001193125-24-014351,8-K,2024-01-24,YES,YES
AMH,0001562401-23-000126,8-K,2023-11-09,YES,YES
AMH,0001562401-23-000120,8-K,2023-11-02,YES,YES
AMH,0001562401-23-000109,8-K,2023-09-06,YES,YES
AMH,0001193125-23-204004,8-K,2023-08-04,YES,YES
AMH,0001562401-23-000094,8-K,2023-07-27,YES,YES
AMH,0001193125-23-164536,8-K,2023-06-09,YES,YES
AMH,0001562401-23-000086,8-K,2023-06-01,YES,YES
AMH,0001562401-23-000075,8-K,2023-05-11,YES,YES
AMH,0001562401-23-000045,8-K,2023-05-04,YES,YES
AMH,0001562401-23-000036,8-K,2023-03-03,YES,YES
AMH,0001562401-23-000029,8-K,2023-02-23,YES,YES
AMH,0001562401-26-000010,10-K,2026-02-20,NO,YES
AMH,0001562401-25-000013,10-K,2025-02-21,YES,YES
AMH,0001562401-24-000021,10-K,2024-02-23,YES,YES
AMH,0001562401-23-000032,10-K,2023-02-24,YES,YES
AMH,0001562401-25-000082,10-Q,2025-10-30,YES,YES
AMH,0001562401-25-000067,10-Q,2025-08-01,YES,YES
AMH,0001562401-25-000037,10-Q,2025-05-02,YES,YES
AMH,0001562401-24-000082,10-Q,2024-10-30,YES,YES
AMH,0001562401-24-000069,10-Q,2024-08-02,YES,YES
AMH,0001562401-24-000053,10-Q,2024-05-03,YES,YES
AMH,0001562401-23-000123,10-Q,2023-11-03,YES,YES
AMH,0001562401-23-000099,10-Q,2023-08-01,YES,YES
AMH,0001562401-23-000047,10-Q,2023-05-05,YES,YES
AMP,0001104659-26-014312,8-K,2026-02-12,NO,YES
AMP,0000820027-26-000004,8-K,2026-01-29,NO,YES
AMP,0001104659-25-110354,8-K,2025-11-12,YES,YES
AMP,0000820027-25-000077,8-K,2025-10-30,YES,YES
AMP,0000820027-25-000058,8-K,2025-07-24,YES,YES
AMP,0001104659-25-044113,8-K,2025-05-02,YES,YES
AMP,0000820027-25-000040,8-K,2025-04-24,YES,YES
AMP,0001104659-25-018847,8-K,2025-02-28,YES,YES
AMP,0001104659-25-015682,8-K,2025-02-20,YES,YES
AMP,0000820027-25-000003,8-K,2025-01-29,YES,YES
AMP,0001104659-24-123103,8-K,2024-11-26,YES,YES
AMP,0000820027-24-000084,8-K,2024-10-23,YES,YES
AMP,0000820027-24-000065,8-K,2024-07-24,YES,YES
AMP,0001104659-24-052593,8-K,2024-04-26,YES,YES
AMP,0001628280-24-017118,8-K,2024-04-22,YES,YES
AMP,0000820027-24-000003,8-K,2024-01-24,YES,YES
AMP,0001104659-23-116122,8-K,2023-11-09,YES,YES
AMP,0000820027-23-000094,8-K,2023-10-25,YES,YES
AMP,0000820027-23-000074,8-K,2023-07-26,YES,YES
AMP,0001104659-23-069376,8-K/A,2023-06-08,YES,YES
AMP,0001104659-23-052515,8-K,2023-04-28,YES,YES
AMP,0000820027-23-000058,8-K,2023-04-24,YES,YES
AMP,0001104659-23-045048,8-K,2023-04-13,YES,YES
AMP,0001104659-23-030493,8-K,2023-03-09,YES,YES
AMP,0000820027-23-000002,8-K,2023-01-25,YES,YES
AMP,0000820027-26-000016,10-K/A,2026-03-12,NO,YES
AMP,0000820027-26-000011,10-K,2026-02-19,NO,YES
AMP,0000820027-25-000013,10-K,2025-02-20,YES,YES
AMP,0000820027-24-000015,10-K,2024-02-22,YES,YES
AMP,0000820027-23-000014,10-K,2023-02-23,YES,YES
AMP,0000820027-25-000080,10-Q,2025-10-31,YES,YES
AMP,0000820027-25-000066,10-Q,2025-08-05,YES,YES
AMP,0000820027-25-000048,10-Q,2025-05-02,YES,YES
AMP,0000820027-24-000094,10-Q,2024-11-01,YES,YES
AMP,0000820027-24-000079,10-Q,2024-08-06,NO,YES
AMP,0000820027-24-000055,10-Q,2024-05-06,YES,YES
AMP,0000820027-23-000105,10-Q,2023-11-02,YES,YES
AMP,0000820027-23-000082,10-Q,2023-08-08,YES,YES
AMP,0000820027-23-000067,10-Q,2023-05-02,YES,YES
AMP,0001104659-23-069376,8-K/A,2023-06-08,YES,YES
AMP,0000820027-26-000016,10-K/A,2026-03-12,NO,YES
AMRC,0001628280-26-013191,8-K,2026-03-02,NO,YES
AMRC,0001628280-25-048222,8-K,2025-11-03,NO,YES
AMRC,0001488139-25-000134,8-K,2025-08-04,YES,YES
AMRC,0001488139-25-000124,8-K,2025-06-09,YES,YES
AMRC,0001488139-25-000092,8-K,2025-05-05,YES,YES
AMRC,0001488139-25-000014,8-K,2025-02-27,YES,YES
AMRC,0001488139-25-000007,8-K,2025-01-28,YES,YES
AMRC,0001488139-24-000174,8-K,2024-11-07,YES,YES
AMRC,0001488139-24-000146,8-K,2024-09-03,YES,YES
AMRC,0001488139-24-000136,8-K,2024-08-05,NO,YES
AMRC,0001488139-24-000127,8-K,2024-07-01,YES,YES
AMRC,0001488139-24-000104,8-K,2024-06-06,YES,YES
AMRC,0001488139-24-000079,8-K,2024-05-07,YES,YES
AMRC,0001488139-24-000058,8-K,2024-04-10,YES,YES
AMRC,0001488139-24-000009,8-K,2024-02-28,YES,YES
AMRC,0001488139-24-000006,8-K,2024-01-31,YES,YES
AMRC,0001488139-23-000185,8-K,2023-12-12,YES,YES
AMRC,0001488139-23-000170,8-K,2023-11-06,YES,YES
AMRC,0001488139-23-000166,8-K,2023-10-24,YES,YES
AMRC,0001488139-23-000164,8-K,2023-10-03,YES,YES
AMRC,0001488139-23-000130,8-K,2023-08-24,YES,YES
AMRC,0001488139-23-000119,8-K,2023-07-31,YES,YES
AMRC,0001488139-23-000115,8-K,2023-06-20,YES,YES
AMRC,0001488139-23-000084,8-K,2023-05-11,YES,YES
AMRC,0001488139-23-000072,8-K,2023-05-01,YES,YES
AMRC,0001488139-23-000047,8-K,2023-04-24,YES,YES
AMRC,0001488139-23-000010,8-K,2023-02-27,YES,YES
AMRC,0001488139-23-000005,8-K,2023-02-01,YES,YES
AMRC,0001628280-26-013574,10-K,2026-03-03,NO,YES
AMRC,0001488139-25-000018,10-K,2025-02-28,YES,YES
AMRC,0001488139-24-000017,10-K/A,2024-03-11,YES,YES
AMRC,0001488139-24-000014,10-K,2024-02-29,YES,YES
AMRC,0001488139-23-000014,10-K,2023-02-28,YES,YES
AMRC,0001628280-25-048545,10-Q,2025-11-04,NO,YES
AMRC,0001488139-25-000136,10-Q,2025-08-05,YES,YES
AMRC,0001488139-25-000094,10-Q,2025-05-06,YES,YES
AMRC,0001488139-24-000176,10-Q,2024-11-08,YES,YES
AMRC,0001488139-24-000139,10-Q,2024-08-06,NO,YES
AMRC,0001488139-24-000081,10-Q,2024-05-07,YES,YES
AMRC,0001488139-23-000172,10-Q,2023-11-07,YES,YES
AMRC,0001488139-23-000121,10-Q,2023-08-01,YES,YES
AMRC,0001488139-23-000075,10-Q,2023-05-02,YES,YES
AMRC,0001488139-24-000017,10-K/A,2024-03-11,YES,YES
AMRX,0001723128-26-000008,8-K,2026-02-27,NO,YES
AMRX,0001628280-26-004738,8-K,2026-02-02,NO,YES
AMRX,0001628280-26-003842,8-K,2026-01-28,NO,YES
AMRX,0001723128-26-000003,8-K,2026-01-13,NO,YES
AMRX,0001723128-25-000059,8-K,2025-10-30,YES,YES
AMRX,0001723128-25-000040,8-K/A,2025-08-05,YES,YES
AMRX,0001723128-25-000037,8-K,2025-08-05,YES,YES
AMRX,0000950103-25-009701,8-K,2025-08-01,YES,YES
AMRX,0000950103-25-009253,8-K,2025-07-24,YES,YES
AMRX,0000950103-25-009025,8-K,2025-07-21,YES,YES
AMRX,0001723128-25-000033,8-K,2025-07-21,YES,YES
AMRX,0001723128-25-000024,8-K,2025-05-08,YES,YES
AMRX,0001723128-25-000018,8-K,2025-05-02,YES,YES
AMRX,0001723128-25-000014,8-K,2025-03-06,YES,YES
AMRX,0001723128-25-000009,8-K,2025-02-28,YES,YES
AMRX,0001723128-25-000005,8-K,2025-01-15,YES,YES
AMRX,0001723128-24-000044,8-K/A,2024-11-12,NO,YES
AMRX,0001723128-24-000037,8-K,2024-11-08,YES,YES
AMRX,0001628280-24-041646,8-K,2024-10-01,YES,YES
AMRX,0001723128-24-000030,8-K,2024-08-09,YES,YES
AMRX,0001628280-24-021107,8-K,2024-05-07,YES,YES
AMRX,0001723128-24-000018,8-K,2024-05-03,YES,YES
AMRX,0001723128-24-000007,8-K,2024-03-01,YES,YES
AMRX,0001723128-24-000003,8-K,2024-01-10,YES,YES
AMRX,0001193125-23-296658,8-K,2023-12-15,YES,YES
AMRX,0001193125-23-296632,8-K/A,2023-12-15,YES,YES
AMRX,0001193125-23-277184,8-K,2023-11-14,YES,YES
AMRX,0001723128-23-000038,8-K,2023-11-07,YES,YES
AMRX,0001723128-23-000035,8-K,2023-10-23,YES,YES
AMRX,0001193125-23-257254,8-K,2023-10-17,YES,YES
AMRX,0001723128-23-000027,8-K,2023-08-04,YES,YES
AMRX,0001193125-23-149302,8-K,2023-05-19,YES,YES
AMRX,0001723128-23-000023,8-K,2023-05-12,YES,YES
AMRX,0001723128-23-000017,8-K,2023-05-05,YES,YES
AMRX,0001723128-23-000012,8-K,2023-04-17,YES,YES
AMRX,0001723128-23-000006,8-K,2023-03-02,YES,YES
AMRX,0001193125-23-005141,8-K,2023-01-10,YES,YES
AMRX,0001723128-26-000011,10-K,2026-02-27,NO,YES
AMRX,0001723128-25-000012,10-K,2025-02-28,YES,YES
AMRX,0001723128-24-000014,10-K,2024-03-14,YES,YES
AMRX,0001723128-23-000009,10-K,2023-03-03,YES,YES
AMRX,0001723128-25-000062,10-Q,2025-11-06,NO,YES
AMRX,0001723128-25-000047,10-Q,2025-08-07,YES,YES
AMRX,0001723128-25-000022,10-Q,2025-05-07,YES,YES
AMRX,0001723128-24-000042,10-Q,2024-11-12,NO,YES
AMRX,0001723128-24-000032,10-Q,2024-08-09,YES,YES
AMRX,0001723128-24-000021,10-Q,2024-05-08,YES,YES
AMRX,0001723128-23-000044,10-Q,2023-11-08,YES,YES
AMRX,0001723128-23-000031,10-Q,2023-08-08,YES,YES
AMRX,0001723128-23-000020,10-Q,2023-05-09,YES,YES
AMRX,0001723128-25-000040,8-K/A,2025-08-05,YES,YES
AMRX,0001723128-24-000044,8-K/A,2024-11-12,NO,YES
AMRX,0001193125-23-296632,8-K/A,2023-12-15,YES,YES
AMT,0001053507-26-000048,8-K,2026-03-10,NO,YES
AMT,0001053507-26-000041,8-K,2026-03-05,NO,YES
AMT,0001053507-26-000038,8-K,2026-02-27,NO,YES
AMT,0001053507-26-000032,8-K,2026-02-24,NO,YES
AMT,0001053507-26-000028,8-K,2026-01-29,NO,YES
AMT,0001053507-26-000026,8-K,2026-01-28,NO,YES
AMT,0001193125-25-309718,8-K,2025-12-05,YES,YES
AMT,0001053507-25-000157,8-K,2025-12-04,YES,YES
AMT,0001053507-25-000155,8-K,2025-12-02,YES,YES
AMT,0001053507-25-000153,8-K,2025-11-07,NO,YES
AMT,0001053507-25-000147,8-K,2025-10-28,YES,YES
AMT,0001053507-25-000143,8-K,2025-09-24,YES,YES
AMT,0001053507-25-000139,8-K,2025-09-18,YES,YES
AMT,0001193125-25-205004,8-K,2025-09-16,YES,YES
AMT,0001053507-25-000132,8-K,2025-09-11,YES,YES
AMT,0001053507-25-000129,8-K,2025-09-05,YES,YES
AMT,0001053507-25-000124,8-K,2025-08-25,YES,YES
AMT,0001053507-25-000117,8-K,2025-07-29,YES,YES
AMT,0001193125-25-131504,8-K,2025-05-30,YES,YES
AMT,0001053507-25-000109,8-K,2025-05-21,YES,YES
AMT,0001053507-25-000105,8-K,2025-05-15,YES,YES
AMT,0001053507-25-000100,8-K,2025-04-29,YES,YES
AMT,0001053507-25-000087,8-K,2025-03-20,YES,YES
AMT,0001193125-25-054806,8-K,2025-03-14,YES,YES
AMT,0001053507-25-000044,8-K,2025-03-11,YES,YES
AMT,0001053507-25-000042,8-K,2025-03-06,YES,YES
AMT,0001053507-25-000039,8-K,2025-03-05,YES,YES
AMT,0001053507-25-000022,8-K,2025-02-25,YES,YES
AMT,0001053507-25-000012,8-K,2025-02-05,YES,YES
AMT,0001053507-25-000010,8-K,2025-01-28,YES,YES
AMT,0001053507-25-000002,8-K,2025-01-07,YES,YES
AMT,0001053507-24-000140,8-K,2024-12-05,YES,YES
AMT,0001193125-24-263434,8-K,2024-11-21,YES,YES
AMT,0001053507-24-000138,8-K,2024-11-19,YES,YES
AMT,0001053507-24-000132,8-K,2024-10-31,YES,YES
AMT,0001053507-24-000128,8-K,2024-10-29,YES,YES
AMT,0001053507-24-000121,8-K,2024-09-12,YES,YES
AMT,0001053507-24-000119,8-K,2024-09-12,YES,YES
AMT,0001053507-24-000103,8-K,2024-07-30,YES,YES
AMT,0001193125-24-149168,8-K,2024-05-29,YES,YES
AMT,0001053507-24-000095,8-K,2024-05-24,YES,YES
AMT,0001053507-24-000091,8-K,2024-05-22,YES,YES
AMT,0001053507-24-000081,8-K,2024-04-30,YES,YES
AMT,0001053507-24-000067,8-K,2024-03-14,YES,YES
AMT,0001193125-24-062192,8-K,2024-03-07,YES,YES
AMT,0001053507-24-000023,8-K,2024-03-04,YES,YES
AMT,0001053507-24-000015,8-K,2024-03-01,YES,YES
AMT,0001053507-24-000009,8-K,2024-02-27,YES,YES
AMT,0001053507-24-000005,8-K,2024-02-07,YES,YES
AMT,0001053507-24-000003,8-K,2024-01-05,YES,YES
AMT,0001053507-23-000167,8-K,2023-12-14,YES,YES
AMT,0001053507-23-000158,8-K,2023-10-26,YES,YES
AMT,0001053507-23-000154,8-K,2023-09-20,YES,YES
AMT,0001193125-23-236155,8-K,2023-09-15,YES,YES
AMT,0001053507-23-000152,8-K,2023-09-12,YES,YES
AMT,0001053507-23-000140,8-K,2023-07-27,YES,YES
AMT,0001053507-23-000136,8-K,2023-07-20,YES,YES
AMT,0001053507-23-000132,8-K,2023-06-29,YES,YES
AMT,0001193125-23-154223,8-K,2023-05-25,YES,YES
AMT,0001053507-23-000128,8-K,2023-05-25,YES,YES
AMT,0001053507-23-000124,8-K,2023-05-22,YES,YES
AMT,0001193125-23-146124,8-K,2023-05-16,YES,YES
AMT,0001053507-23-000120,8-K,2023-05-09,YES,YES
AMT,0001053507-23-000112,8-K,2023-04-26,YES,YES
AMT,0001053507-23-000100,8-K,2023-03-31,YES,YES
AMT,0001053507-23-000051,8-K,2023-03-13,YES,YES
AMT,0001053507-23-000048,8-K,2023-03-09,YES,YES
AMT,0001053507-23-000045,8-K,2023-03-08,YES,YES
AMT,0001193125-23-060068,8-K,2023-03-03,YES,YES
AMT,0001053507-23-000042,8-K,2023-03-02,YES,YES
AMT,0001053507-23-000037,8-K,2023-03-01,YES,YES
AMT,0001053507-23-000021,8-K,2023-02-23,YES,YES
AMT,0001053507-26-000035,10-K,2026-02-24,NO,YES
AMT,0001053507-25-000025,10-K,2025-02-25,YES,YES
AMT,0001053507-24-000011,10-K,2024-02-27,YES,YES
AMT,0001053507-23-000023,10-K,2023-02-23,YES,YES
AMT,0001053507-25-000149,10-Q,2025-10-28,YES,YES
AMT,0001053507-25-000120,10-Q,2025-07-29,YES,YES
AMT,0001053507-25-000102,10-Q,2025-04-29,YES,YES
AMT,0001053507-24-000130,10-Q,2024-10-29,YES,YES
AMT,0001053507-24-000105,10-Q,2024-07-30,YES,YES
AMT,0001053507-24-000084,10-Q,2024-04-30,YES,YES
AMT,0001053507-23-000161,10-Q,2023-10-26,YES,YES
AMT,0001053507-23-000142,10-Q,2023-07-27,YES,YES
AMT,0001053507-23-000114,10-Q,2023-04-26,YES,YES
AMTX,0001437749-26-008426,8-K,2026-03-16,NO,YES
AMTX,0001437749-26-007834,8-K,2026-03-12,NO,YES
AMTX,0001437749-26-004619,8-K,2026-02-18,NO,YES
AMTX,0001437749-26-003382,8-K,2026-02-06,YES,YES
AMTX,0001437749-26-002317,8-K,2026-01-28,NO,YES
AMTX,0001437749-25-033473,8-K,2025-11-06,NO,YES
AMTX,0001437749-25-031431,8-K,2025-10-21,YES,YES
AMTX,0001437749-25-025253,8-K,2025-08-07,YES,YES
AMTX,0001437749-25-017423,8-K,2025-05-16,YES,YES
AMTX,0001437749-25-015243,8-K,2025-05-08,YES,YES
AMTX,0001437749-25-007387,8-K,2025-03-13,YES,YES
AMTX,0001437749-25-005737,8-K,2025-02-28,YES,YES
AMTX,0001437749-25-004419,8-K,2025-02-19,YES,YES
AMTX,0001437749-25-001731,8-K,2025-01-23,YES,YES
AMTX,0001437749-24-034337,8-K,2024-11-12,NO,YES
AMTX,0001437749-24-024202,8-K,2024-08-01,YES,YES
AMTX,0001437749-24-018933,8-K,2024-05-31,YES,YES
AMTX,0001437749-24-015475,8-K,2024-05-09,YES,YES
AMTX,0001437749-24-006893,8-K,2024-03-07,YES,YES
AMTX,0001437749-24-004730,8-K,2024-02-20,YES,YES
AMTX,0001437749-24-004623,8-K,2024-02-16,YES,YES
AMTX,0001437749-24-004179,8-K,2024-02-14,YES,YES
AMTX,0001437749-23-035538,8-K,2023-12-29,YES,YES
AMTX,0001437749-23-032924,8-K,2023-11-22,YES,YES
AMTX,0001437749-23-031144,8-K,2023-11-09,YES,YES
AMTX,0001654954-23-013508,8-K,2023-10-30,YES,YES
AMTX,0001654954-23-012671,8-K,2023-10-06,YES,YES
AMTX,0001437749-23-024856,8-K,2023-08-30,YES,YES
AMTX,0001437749-23-024742,8-K,2023-08-28,YES,YES
AMTX,0001437749-23-021759,8-K,2023-08-03,YES,YES
AMTX,0001437749-23-021101,8-K,2023-07-31,YES,YES
AMTX,0000947871-23-000721,8-K,2023-07-05,YES,YES
AMTX,0001437749-23-016007,8-K,2023-05-26,YES,YES
AMTX,0001437749-23-015421,8-K,2023-05-22,YES,YES
AMTX,0001437749-23-012423,8-K,2023-05-04,YES,YES
AMTX,0001437749-23-007912,8-K,2023-03-24,YES,YES
AMTX,0001437749-23-005871,8-K,2023-03-09,YES,YES
AMTX,0001437749-23-002999,8-K,2023-02-10,YES,YES
AMTX,0001437749-23-002937,8-K,2023-02-09,YES,YES
AMTX,0001437749-26-008289,10-K,2026-03-13,NO,YES
AMTX,0001437749-25-007768,10-K,2025-03-14,YES,YES
AMTX,0001437749-24-010002,10-K,2024-03-29,YES,YES
AMTX,0001437749-24-008129,NT 10-K,2024-03-15,NO,NO
AMTX,0001437749-23-005872,10-K,2023-03-09,YES,YES
AMTX,0001437749-25-033667,10-Q,2025-11-06,NO,YES
AMTX,0001437749-25-025271,10-Q,2025-08-07,YES,YES
AMTX,0001437749-25-015301,10-Q,2025-05-08,YES,YES
AMTX,0001437749-24-034514,10-Q,2024-11-12,NO,YES
AMTX,0001437749-24-024542,10-Q,2024-08-02,YES,YES
AMTX,0001437749-24-015741,10-Q,2024-05-09,YES,YES
AMTX,0001437749-23-031290,10-Q,2023-11-09,YES,YES
AMTX,0001437749-23-022049,10-Q,2023-08-04,YES,YES
AMTX,0001437749-23-012847,10-Q,2023-05-05,YES,YES
AMZN,0001104659-26-028556,8-K,2026-03-16,NO,YES
AMZN,0001104659-26-027729,8-K,2026-03-13,NO,YES
AMZN,0001104659-26-021050,8-K,2026-02-27,NO,YES
AMZN,0001018724-26-000002,8-K,2026-02-05,NO,YES
AMZN,0001104659-25-114647,8-K,2025-11-20,YES,YES
AMZN,0001018724-25-000121,8-K,2025-10-30,YES,YES
AMZN,0001018724-25-000084,8-K,2025-07-31,YES,YES
AMZN,0001104659-25-052014,8-K,2025-05-22,YES,YES
AMZN,0001018724-25-000034,8-K,2025-05-01,YES,YES
AMZN,0001104659-25-033450,8-K,2025-04-09,YES,YES
AMZN,0001018724-25-000002,8-K,2025-02-06,YES,YES
AMZN,0001018724-24-000158,8-K,2024-10-31,YES,YES
AMZN,0001018724-24-000128,8-K,2024-08-01,YES,YES
AMZN,0001104659-24-065117,8-K,2024-05-24,YES,YES
AMZN,0001104659-24-061143,8-K,2024-05-14,NO,YES
AMZN,0001104659-24-057026,8-K,2024-05-03,YES,YES
AMZN,0001018724-24-000081,8-K,2024-04-30,YES,YES
AMZN,0001104659-24-045915,8-K,2024-04-10,YES,YES
AMZN,0001018724-24-000006,8-K,2024-02-01,YES,YES
AMZN,0001104659-23-113444,8-K,2023-11-01,YES,YES
AMZN,0001018724-23-000016,8-K,2023-10-26,YES,YES
AMZN,0001018724-23-000014,8-K,2023-09-13,YES,YES
AMZN,0001018724-23-000010,8-K,2023-08-03,YES,YES
AMZN,0001104659-23-065457,8-K,2023-05-26,YES,YES
AMZN,0001018724-23-000006,8-K,2023-04-27,YES,YES
AMZN,0001104659-23-044715,8-K,2023-04-12,YES,YES
AMZN,0001018724-23-000002,8-K,2023-02-02,YES,YES
AMZN,0001193125-23-003621,8-K,2023-01-06,YES,YES
AMZN,0001193125-23-000849,8-K,2023-01-03,YES,YES
AMZN,0001018724-26-000004,10-K,2026-02-05,NO,YES
AMZN,0001018724-25-000004,10-K,2025-02-06,YES,YES
AMZN,0001018724-24-000008,10-K,2024-02-01,YES,YES
AMZN,0001018724-23-000004,10-K,2023-02-02,YES,YES
AMZN,0001018724-25-000123,10-Q,2025-10-30,YES,YES
AMZN,0001018724-25-000086,10-Q,2025-07-31,YES,YES
AMZN,0001018724-25-000036,10-Q,2025-05-01,YES,YES
AMZN,0001018724-24-000161,10-Q,2024-10-31,YES,YES
AMZN,0001018724-24-000130,10-Q,2024-08-01,YES,YES
AMZN,0001018724-24-000083,10-Q,2024-04-30,YES,YES
AMZN,0001018724-23-000018,10-Q,2023-10-26,YES,YES
AMZN,0001018724-23-000012,10-Q,2023-08-03,YES,YES
AMZN,0001018724-23-000008,10-Q,2023-04-27,YES,YES
ANET,0001596532-26-000010,8-K,2026-02-12,NO,YES
ANET,0001596532-25-000284,8-K,2025-11-04,NO,YES
ANET,0001596532-25-000258,8-K,2025-09-08,YES,YES
ANET,0001596532-25-000214,8-K,2025-08-05,YES,YES
ANET,0001596532-25-000170,8-K,2025-06-16,YES,YES
ANET,0001596532-25-000148,8-K,2025-06-03,YES,YES
ANET,0001596532-25-000103,8-K,2025-05-06,YES,YES
ANET,0001596532-25-000077,8-K,2025-03-17,YES,YES
ANET,0001596532-25-000018,8-K,2025-02-18,YES,YES
ANET,0001596532-24-000402,8-K,2024-12-03,YES,YES
ANET,0001596532-24-000366,8-K,2024-11-07,YES,YES
ANET,0001596532-24-000277,8-K,2024-07-30,YES,YES
ANET,0001596532-24-000233,8-K,2024-06-10,YES,YES
ANET,0001596532-24-000219,8-K,2024-05-24,YES,YES
ANET,0001596532-24-000171,8-K,2024-05-07,YES,YES
ANET,0001596532-24-000155,8-K,2024-04-23,YES,YES
