ticker,cik,accession,formType,filingDate,in_neo4j
EBAY,0001065088,0001065088-24-000145,10-Q,2024-08-01,YES
EBAY,0001065088,0001065088-24-000143,8-K,2024-07-31,YES
EBAY,0001065088,0001552781-24-000383,8-K,2024-06-21,YES
EBAY,0001065088,0001065088-24-000100,8-K/A,2024-06-04,YES
EBAY,0001065088,0001552781-24-000370,8-K,2024-05-29,YES
EBAY,0001065088,0001065088-24-000094,10-K/A,2024-05-29,YES
EBAY,0001065088,0001552781-24-000306,8-K,2024-05-10,YES
EBAY,0001065088,0001065088-24-000076,10-Q,2024-05-02,YES
EBAY,0001065088,0001065088-24-000073,8-K,2024-05-01,YES
EBAY,0001065088,0001065088-24-000036,10-K,2024-02-28,YES
EBAY,0001065088,0001065088-24-000033,8-K,2024-02-27,YES
EBAY,0001065088,0001552781-24-000042,8-K,2024-02-15,YES
EBAY,0001065088,0001552781-24-000019,8-K,2024-01-25,YES
EBAY,0001065088,0001552781-24-000014,8-K,2024-01-24,YES
EBAY,0001065088,0001552781-23-000462,8-K,2023-11-21,YES
EBAY,0001065088,0001065088-23-000038,10-Q,2023-11-08,YES
EBAY,0001065088,0001065088-23-000036,8-K,2023-11-07,YES
EBAY,0001065088,0001065088-23-000026,10-Q,2023-07-27,YES
EBAY,0001065088,0001065088-23-000018,8-K,2023-07-26,YES
EBAY,0001065088,0001552781-23-000306,8-K,2023-06-23,YES
EBAY,0001065088,0001065088-23-000015,10-K/A,2023-05-12,YES
EBAY,0001065088,0001628280-23-013570,10-Q,2023-04-27,YES
EBAY,0001065088,0001628280-23-013226,8-K,2023-04-26,YES
EBAY,0001065088,0001552781-23-000168,8-K/A,2023-03-24,YES
EBAY,0001065088,0001552781-23-000155,8-K,2023-03-22,YES
EBAY,0001065088,0001552781-23-000122,8-K,2023-03-16,YES
EBAY,0001065088,0001065088-23-000006,10-K,2023-02-23,YES
EBAY,0001065088,0001065088-23-000004,8-K,2023-02-22,YES
EBAY,0001065088,0001552781-23-000042,8-K,2023-02-07,YES
EBAY,0001065088,0001552781-23-000014,8-K,2023-01-13,YES
ECL,0000031462,0001104659-26-035705,8-K,2026-03-27,NO
ECL,0000031462,0001104659-26-032446,8-K,2026-03-20,NO
ECL,0000031462,0001104659-26-019742,8-K,2026-02-25,NO
ECL,0000031462,0001104659-26-018605,8-K,2026-02-23,NO
ECL,0000031462,0001104659-26-018357,10-K,2026-02-23,NO
ECL,0000031462,0001104659-26-012358,8-K,2026-02-10,NO
ECL,0000031462,0001104659-25-104386,10-Q,2025-10-30,YES
ECL,0000031462,0001104659-25-102859,8-K,2025-10-28,YES
ECL,0000031462,0001104659-25-084059,8-K,2025-08-27,YES
ECL,0000031462,0001558370-25-010768,10-Q,2025-08-07,YES
ECL,0000031462,0001558370-25-010550,8-K,2025-08-06,YES
ECL,0000031462,0001558370-25-009695,8-K,2025-07-29,YES
ECL,0000031462,0001104659-25-069058,8-K,2025-07-18,YES
ECL,0000031462,0001104659-25-056841,8-K,2025-06-05,YES
ECL,0000031462,0001558370-25-007185,8-K/A,2025-05-09,YES
ECL,0000031462,0001558370-25-007184,8-K,2025-05-09,YES
ECL,0000031462,0001558370-25-006969,10-Q,2025-05-08,YES
ECL,0000031462,0001558370-25-005743,8-K,2025-04-29,YES
ECL,0000031462,0001558370-25-004012,8-K,2025-03-28,YES
ECL,0000031462,0001558370-25-004009,8-K,2025-03-28,YES
ECL,0000031462,0001558370-25-001263,10-K,2025-02-21,YES
ECL,0000031462,0001558370-25-001227,8-K,2025-02-20,YES
ECL,0000031462,0001558370-25-000782,8-K,2025-02-11,YES
ECL,0000031462,0001558370-24-014051,10-Q,2024-10-31,YES
ECL,0000031462,0001558370-24-013805,8-K,2024-10-29,YES
ECL,0000031462,0001558370-24-010647,10-Q,2024-08-02,YES
ECL,0000031462,0001558370-24-010319,8-K,2024-07-30,YES
ECL,0000031462,0001558370-24-006805,8-K,2024-05-06,YES
ECL,0000031462,0001558370-24-006535,10-Q,2024-05-02,YES
ECL,0000031462,0001558370-24-006197,8-K,2024-04-30,YES
ECL,0000031462,0001558370-24-003421,8-K,2024-03-15,YES
ECL,0000031462,0001558370-24-001711,8-K,2024-02-26,YES
ECL,0000031462,0001558370-24-001581,10-K,2024-02-23,YES
ECL,0000031462,0001558370-24-001544,8-K,2024-02-22,YES
ECL,0000031462,0001558370-24-001019,8-K,2024-02-13,YES
ECL,0000031462,0001558370-23-017421,10-Q,2023-11-02,YES
ECL,0000031462,0001558370-23-017063,8-K,2023-10-31,YES
ECL,0000031462,0001558370-23-013204,10-Q,2023-08-03,YES
ECL,0000031462,0001558370-23-012641,8-K,2023-08-01,YES
ECL,0000031462,0001558370-23-010402,8-K,2023-05-24,YES
ECL,0000031462,0001558370-23-009176,8-K,2023-05-10,YES
ECL,0000031462,0001104659-23-056030,8-K,2023-05-04,YES
ECL,0000031462,0001558370-23-008089,10-Q,2023-05-04,YES
ECL,0000031462,0001558370-23-007574,8-K,2023-05-02,YES
ECL,0000031462,0001558370-23-005492,8-K,2023-04-05,YES
ECL,0000031462,0001558370-23-001969,10-K,2023-02-24,YES
ECL,0000031462,0001558370-23-001231,8-K,2023-02-14,YES
ED,0001047862,0001193125-26-102202,8-K,2026-03-11,NO
ED,0001047862,0001193125-26-071602,8-K,2026-02-25,NO
ED,0001047862,0001047862-26-000031,10-K,2026-02-19,NO
ED,0001047862,0001047862-26-000028,8-K,2026-02-19,NO
ED,0001047862,0001193125-25-293866,8-K,2025-11-24,YES
ED,0001047862,0001193125-25-292287,8-K,2025-11-24,YES
ED,0001047862,0001193125-25-287455,8-K,2025-11-19,YES
ED,0001047862,0001047862-25-000139,8-K,2025-11-06,NO
ED,0001047862,0001047862-25-000138,10-Q,2025-11-06,NO
ED,0001047862,0001047862-25-000132,8-K,2025-11-05,YES
ED,0001047862,0001047862-25-000071,8-K,2025-08-07,YES
ED,0001047862,0001047862-25-000069,10-Q,2025-08-07,YES
ED,0001047862,0001193125-25-174503,8-K,2025-08-06,YES
ED,0001047862,0001193125-25-123990,8-K,2025-05-21,YES
ED,0001047862,0001047862-25-000045,10-Q,2025-05-01,YES
ED,0001047862,0001047862-25-000044,8-K,2025-05-01,YES
ED,0001047862,0001193125-25-061392,8-K,2025-03-24,YES
ED,0001047862,0001193125-25-048097,8-K,2025-03-06,YES
ED,0001047862,0001047862-25-000014,8-K,2025-02-20,YES
ED,0001047862,0001047862-25-000011,10-K,2025-02-20,YES
ED,0001047862,0001193125-24-271560,8-K,2024-12-05,YES
ED,0001047862,0001193125-24-264743,8-K,2024-11-25,YES
ED,0001047862,0001193125-24-260675,8-K,2024-11-18,NO
ED,0001047862,0001047862-24-000075,8-K,2024-11-08,YES
ED,0001047862,0001047862-24-000067,8-K,2024-11-07,YES
ED,0001047862,0001047862-24-000064,10-Q,2024-11-07,YES
ED,0001047862,0001193125-24-244122,8-K,2024-10-25,YES
ED,0001047862,0001047862-24-000049,10-Q,2024-08-01,YES
ED,0001047862,0001047862-24-000048,8-K,2024-08-01,YES
ED,0001047862,0001193125-24-157843,8-K,2024-06-10,YES
ED,0001047862,0001193125-24-143920,8-K,2024-05-21,YES
ED,0001047862,0001193125-24-141869,8-K,2024-05-17,YES
ED,0001047862,0001193125-24-134893,8-K,2024-05-09,YES
ED,0001047862,0001047862-24-000032,8-K,2024-05-02,YES
ED,0001047862,0001047862-24-000030,10-Q,2024-05-02,YES
ED,0001047862,0001193125-24-079777,8-K,2024-03-28,YES
ED,0001047862,0001193125-24-037651,8-K,2024-02-15,YES
ED,0001047862,0001047862-24-000013,8-K,2024-02-15,YES
ED,0001047862,0001047862-24-000012,10-K,2024-02-15,YES
ED,0001047862,0001193125-23-281947,8-K,2023-11-22,YES
ED,0001047862,0001193125-23-278818,8-K,2023-11-16,YES
ED,0001047862,0001047862-23-000163,8-K,2023-11-02,YES
ED,0001047862,0001047862-23-000161,10-Q,2023-11-02,YES
ED,0001047862,0001193125-23-259268,8-K,2023-10-19,YES
ED,0001047862,0001047862-23-000146,8-K,2023-09-01,YES
ED,0001047862,0001047862-23-000142,8-K,2023-08-03,YES
ED,0001047862,0001047862-23-000140,10-Q,2023-08-03,YES
ED,0001047862,0001047862-23-000124,8-K,2023-05-17,YES
ED,0001047862,0001047862-23-000120,10-Q,2023-05-04,YES
ED,0001047862,0001047862-23-000118,8-K,2023-05-04,YES
ED,0001047862,0001193125-23-080603,8-K,2023-03-27,YES
ED,0001047862,0001193125-23-062131,8-K,2023-03-07,YES
ED,0001047862,0001193125-23-056352,8-K,2023-03-01,YES
ED,0001047862,0001193125-23-046071,8-K,2023-02-23,YES
ED,0001047862,0001047862-23-000042,8-K,2023-02-16,YES
ED,0001047862,0001047862-23-000038,10-K,2023-02-16,YES
EDIT,0001650664,0001650664-26-000027,8-K,2026-03-27,NO
EDIT,0001650664,0001650664-26-000017,10-K,2026-03-09,NO
EDIT,0001650664,0001650664-26-000013,8-K,2026-03-09,NO
EDIT,0001650664,0001650664-25-000156,10-Q,2025-11-10,YES
EDIT,0001650664,0001650664-25-000153,8-K,2025-11-10,YES
EDIT,0001650664,0001650664-25-000148,8-K,2025-10-09,YES
EDIT,0001650664,0001650664-25-000134,8-K,2025-09-02,YES
EDIT,0001650664,0001650664-25-000125,10-Q,2025-08-12,YES
EDIT,0001650664,0001650664-25-000123,8-K,2025-08-12,YES
EDIT,0001650664,0001650664-25-000106,8-K,2025-06-12,YES
EDIT,0001650664,0001650664-25-000086,8-K,2025-06-02,YES
EDIT,0001650664,0001650664-25-000081,8-K,2025-05-14,YES
EDIT,0001650664,0001650664-25-000077,8-K,2025-05-13,YES
EDIT,0001650664,0001650664-25-000073,10-Q,2025-05-12,YES
EDIT,0001650664,0001650664-25-000071,8-K,2025-05-12,YES
EDIT,0001650664,0001650664-25-000031,8-K,2025-03-20,YES
EDIT,0001650664,0001650664-25-000022,10-K,2025-03-05,YES
EDIT,0001650664,0001650664-25-000020,8-K,2025-03-05,YES
EDIT,0001650664,0001650664-25-000003,8-K,2025-01-13,YES
EDIT,0001650664,0001650664-24-000144,8-K,2024-12-17,YES
EDIT,0001650664,0001650664-24-000141,8-K,2024-12-12,YES
EDIT,0001650664,0001650664-24-000138,8-K,2024-12-10,YES
EDIT,0001650664,0001650664-24-000121,10-Q,2024-11-04,YES
EDIT,0001650664,0001650664-24-000120,8-K,2024-11-04,YES
EDIT,0001650664,0001650664-24-000114,8-K,2024-10-22,YES
EDIT,0001650664,0001650664-24-000111,8-K,2024-10-04,YES
EDIT,0001650664,0001650664-24-000097,10-Q,2024-08-07,NO
EDIT,0001650664,0001650664-24-000094,8-K,2024-08-07,NO
EDIT,0001650664,0001650664-24-000081,8-K,2024-06-27,YES
EDIT,0001650664,0001650664-24-000078,8-K,2024-06-14,YES
EDIT,0001650664,0001650664-24-000050,8-K,2024-05-31,YES
EDIT,0001650664,0001650664-24-000037,10-Q,2024-05-08,YES
EDIT,0001650664,0001650664-24-000034,8-K,2024-05-08,YES
EDIT,0001650664,0001650664-24-000008,10-K,2024-02-28,YES
EDIT,0001650664,0001650664-24-000006,8-K,2024-02-28,YES
EDIT,0001650664,0001650664-23-000038,8-K,2023-12-13,YES
EDIT,0001650664,0001650664-23-000034,8-K,2023-12-11,YES
EDIT,0001650664,0001650664-23-000026,8-K,2023-11-22,YES
EDIT,0001650664,0001650664-23-000017,10-Q,2023-11-03,YES
EDIT,0001650664,0001650664-23-000014,8-K,2023-11-03,YES
EDIT,0001650664,0001650664-23-000005,8-K,2023-10-10,YES
EDIT,0001650664,0001558370-23-012936,10-Q,2023-08-02,YES
EDIT,0001650664,0001558370-23-012810,8-K,2023-08-02,YES
EDIT,0001650664,0001558370-23-011141,8-K,2023-06-15,YES
EDIT,0001650664,0001558370-23-010931,8-K,2023-06-09,YES
EDIT,0001650664,0001558370-23-010811,8-K,2023-06-05,YES
EDIT,0001650664,0001558370-23-010139,8-K,2023-05-17,YES
EDIT,0001650664,0001558370-23-008308,10-Q,2023-05-05,YES
EDIT,0001650664,0001558370-23-008190,8-K,2023-05-05,YES
EDIT,0001650664,0001558370-23-005886,8-K,2023-04-13,YES
EDIT,0001650664,0001558370-23-003731,8-K,2023-03-14,YES
EDIT,0001650664,0001558370-23-001764,10-K,2023-02-22,YES
EDIT,0001650664,0001558370-23-001684,8-K,2023-02-22,YES
EDIT,0001650664,0001558370-23-000130,8-K,2023-01-09,YES
EEFT,0001029199,0001554855-26-000131,10-K,2026-02-26,NO
EEFT,0001029199,0001554855-26-000072,8-K,2026-02-12,NO
EEFT,0001029199,0001554855-25-001937,10-Q,2025-11-04,NO
EEFT,0001029199,0001554855-25-001886,8-K,2025-10-23,YES
EEFT,0001029199,0001554855-25-001094,8-K,2025-08-18,YES
EEFT,0001029199,0001554855-25-000977,8-K,2025-08-13,YES
EEFT,0001029199,0001554855-25-000919,10-Q,2025-08-06,YES
EEFT,0001029199,0001554855-25-000873,8-K,2025-07-31,YES
EEFT,0001029199,0001554855-25-000871,8-K,2025-07-31,YES
EEFT,0001029199,0001213900-25-043877,8-K,2025-05-15,YES
EEFT,0001029199,0001213900-25-040380,10-Q,2025-05-07,YES
EEFT,0001029199,0001213900-25-034793,8-K,2025-04-24,YES
EEFT,0001029199,0001213900-25-017068,10-K,2025-02-25,YES
EEFT,0001029199,0001213900-25-013143,8-K,2025-02-13,YES
EEFT,0001029199,0001213900-24-110405,8-K,2024-12-19,YES
EEFT,0001029199,0001213900-24-109812,8-K,2024-12-17,YES
EEFT,0001029199,0001213900-24-094099,10-Q,2024-11-04,YES
EEFT,0001029199,0001213900-24-090133,8-K,2024-10-24,YES
EEFT,0001029199,0001213900-24-064727,10-Q,2024-08-02,YES
EEFT,0001029199,0001213900-24-062722,8-K,2024-07-19,YES
EEFT,0001029199,0001213900-24-051367,8-K,2024-06-11,YES
EEFT,0001029199,0001213900-24-044748,8-K,2024-05-17,YES
EEFT,0001029199,0001213900-24-039798,10-Q,2024-05-06,YES
EEFT,0001029199,0001213900-24-038092,8-K,2024-05-01,YES
EEFT,0001029199,0001213900-24-016616,8-K,2024-02-26,YES
EEFT,0001029199,0001213900-24-016204,10-K,2024-02-22,YES
EEFT,0001029199,0001213900-24-010695,8-K,2024-02-07,YES
EEFT,0001029199,0001213900-23-083536,10-Q,2023-11-03,YES
EEFT,0001029199,0001013762-23-005234,8-K,2023-10-20,YES
EEFT,0001029199,0001213900-23-062661,10-Q,2023-08-02,YES
EEFT,0001029199,0001213900-23-059804,8-K,2023-07-26,YES
EEFT,0001029199,0001213900-23-042071,8-K,2023-05-22,YES
EEFT,0001029199,0001213900-23-037408,10-Q,2023-05-09,YES
EEFT,0001029199,0001213900-23-035748,8-K,2023-05-03,YES
EEFT,0001029199,0001213900-23-013721,10-K,2023-02-22,YES
EEFT,0001029199,0001213900-23-009104,8-K,2023-02-08,YES
EFX,0000033185,0000033185-26-000010,10-K,2026-02-19,NO
EFX,0000033185,0000033185-26-000004,8-K,2026-02-04,NO
EFX,0000033185,0000033185-25-000064,10-Q,2025-10-21,YES
EFX,0000033185,0000033185-25-000061,8-K,2025-10-21,YES
EFX,0000033185,0000033185-25-000054,10-Q,2025-07-22,YES
EFX,0000033185,0000033185-25-000049,8-K,2025-07-22,YES
EFX,0000033185,0001193125-25-132263,8-K,2025-05-30,YES
EFX,0000033185,0001193125-25-116440,8-K,2025-05-09,YES
EFX,0000033185,0000033185-25-000042,10-Q,2025-04-22,YES
EFX,0000033185,0000033185-25-000035,8-K,2025-04-22,YES
EFX,0000033185,0000033185-25-000025,10-K,2025-02-20,YES
EFX,0000033185,0000033185-25-000009,8-K,2025-02-06,YES
EFX,0000033185,0001193125-24-254158,8-K,2024-11-08,YES
EFX,0000033185,0000033185-24-000063,10-Q,2024-10-21,YES
EFX,0000033185,0000033185-24-000055,8-K,2024-10-16,YES
EFX,0000033185,0001193125-24-201307,8-K,2024-08-15,YES
EFX,0000033185,0000033185-24-000049,10-Q,2024-07-22,YES
EFX,0000033185,0000033185-24-000042,8-K,2024-07-17,YES
EFX,0000033185,0001193125-24-132582,8-K,2024-05-07,YES
EFX,0000033185,0001193125-24-131985,8-K,2024-05-06,YES
EFX,0000033185,0000033185-24-000032,10-Q,2024-04-22,YES
EFX,0000033185,0000033185-24-000025,8-K,2024-04-17,YES
EFX,0000033185,0000033185-24-000017,10-K,2024-02-22,YES
EFX,0000033185,0001193125-24-039457,8-K,2024-02-20,YES
EFX,0000033185,0000033185-24-000008,8-K,2024-02-07,YES
EFX,0000033185,0000033185-23-000045,10-Q,2023-10-23,YES
EFX,0000033185,0001193125-23-259941,8-K,2023-10-20,YES
EFX,0000033185,0000033185-23-000040,8-K,2023-10-18,YES
EFX,0000033185,0000033185-23-000034,10-Q,2023-07-25,YES
EFX,0000033185,0000033185-23-000029,8-K,2023-07-19,YES
EFX,0000033185,0001193125-23-146116,8-K,2023-05-16,YES
EFX,0000033185,0001193125-23-138451,8-K,2023-05-08,YES
EFX,0000033185,0000033185-23-000023,10-Q,2023-04-20,YES
EFX,0000033185,0000033185-23-000019,8-K,2023-04-19,YES
EFX,0000033185,0000033185-23-000012,10-K,2023-02-23,YES
EFX,0000033185,0000033185-23-000004,8-K,2023-02-08,YES
EFX,0000033185,0001193125-23-024180,8-K,2023-02-03,YES
EIX,0000827052,0000827052-26-000018,8-K,2026-02-26,NO
EIX,0000827052,0000827052-26-000015,8-K,2026-02-19,NO
EIX,0000827052,0000827052-26-000012,10-K,2026-02-18,NO
EIX,0000827052,0000827052-26-000010,8-K,2026-02-18,NO
EIX,0000827052,0000827052-25-000119,8-K,2025-12-23,YES
EIX,0000827052,0000827052-25-000116,8-K,2025-12-22,YES
EIX,0000827052,0000827052-25-000112,8-K,2025-12-19,YES
EIX,0000827052,0000827052-25-000106,8-K,2025-11-20,YES
EIX,0000827052,0000827052-25-000102,8-K,2025-10-29,YES
EIX,0000827052,0000827052-25-000100,10-Q,2025-10-28,YES
EIX,0000827052,0000827052-25-000099,8-K,2025-10-28,YES
EIX,0000827052,0000827052-25-000086,8-K,2025-09-19,YES
EIX,0000827052,0000827052-25-000081,8-K,2025-09-15,YES
EIX,0000827052,0000827052-25-000076,8-K,2025-08-01,YES
EIX,0000827052,0000827052-25-000074,10-Q,2025-07-31,YES
EIX,0000827052,0000827052-25-000073,8-K,2025-07-31,YES
EIX,0000827052,0000827052-25-000046,8-K,2025-04-30,YES
EIX,0000827052,0000827052-25-000043,10-Q,2025-04-29,YES
EIX,0000827052,0000827052-25-000042,8-K,2025-04-29,YES
EIX,0000827052,0000827052-25-000034,8-K,2025-04-25,YES
EIX,0000827052,0000827052-25-000027,8-K,2025-03-14,YES
EIX,0000827052,0000827052-25-000024,8-K,2025-02-28,YES
EIX,0000827052,0000827052-25-000022,10-K,2025-02-27,YES
EIX,0000827052,0000827052-25-000021,8-K,2025-02-27,YES
EIX,0000827052,0000827052-25-000008,8-K,2025-02-20,YES
EIX,0000827052,0000827052-25-000004,8-K,2025-02-10,YES
EIX,0000827052,0000827052-24-000081,8-K,2024-11-05,YES
EIX,0000827052,0000827052-24-000078,8-K,2024-10-30,YES
EIX,0000827052,0000827052-24-000075,10-Q,2024-10-29,YES
EIX,0000827052,0000827052-24-000074,8-K,2024-10-29,YES
EIX,0000827052,0000827052-24-000065,8-K,2024-10-08,YES
EIX,0000827052,0000827052-24-000062,8-K,2024-08-29,YES
EIX,0000827052,0000827052-24-000057,8-K,2024-07-26,YES
EIX,0000827052,0000827052-24-000055,10-Q,2024-07-25,YES
EIX,0000827052,0000827052-24-000054,8-K,2024-07-25,YES
EIX,0000827052,0000827052-24-000046,8-K,2024-06-28,YES
EIX,0000827052,0000827052-24-000038,8-K,2024-05-01,YES
EIX,0000827052,0000827052-24-000035,10-Q,2024-04-30,YES
EIX,0000827052,0000827052-24-000034,8-K,2024-04-30,YES
EIX,0000827052,0000827052-24-000024,8-K,2024-04-25,YES
EIX,0000827052,0000827052-24-000017,8-K,2024-02-23,YES
EIX,0000827052,0000827052-24-000013,10-K,2024-02-22,YES
EIX,0000827052,0000827052-24-000012,8-K,2024-02-22,YES
EIX,0000827052,0000827052-23-000106,8-K,2023-12-26,YES
EIX,0000827052,0000827052-23-000103,8-K,2023-12-07,YES
EIX,0000827052,0000827052-23-000099,8-K,2023-11-16,YES
EIX,0000827052,0000827052-23-000096,8-K,2023-11-13,YES
EIX,0000827052,0000827052-23-000093,8-K,2023-11-08,YES
EIX,0000827052,0000827052-23-000089,8-K,2023-11-02,YES
EIX,0000827052,0000827052-23-000084,10-Q,2023-11-01,YES
EIX,0000827052,0000827052-23-000083,8-K,2023-11-01,YES
EIX,0000827052,0000827052-23-000074,8-K,2023-10-11,YES
EIX,0000827052,0000827052-23-000071,8-K,2023-08-23,YES
EIX,0000827052,0000827052-23-000068,8-K,2023-07-28,YES
EIX,0000827052,0000827052-23-000065,10-Q,2023-07-27,YES
EIX,0000827052,0000827052-23-000064,8-K,2023-07-27,YES
EIX,0000827052,0000827052-23-000056,8-K,2023-07-26,YES
EIX,0000827052,0000827052-23-000048,8-K,2023-05-15,YES
EIX,0000827052,0000827052-23-000043,8-K,2023-05-12,YES
EIX,0000827052,0000827052-23-000040,8-K,2023-05-03,YES
EIX,0000827052,0000827052-23-000037,10-Q,2023-05-02,YES
EIX,0000827052,0000827052-23-000036,8-K,2023-05-02,YES
EIX,0000827052,0000827052-23-000026,8-K,2023-04-28,YES
EIX,0000827052,0000827052-23-000020,8-K,2023-03-13,YES
EIX,0000827052,0000827052-23-000017,8-K,2023-03-06,YES
EIX,0000827052,0000827052-23-000013,8-K,2023-02-24,YES
EIX,0000827052,0000827052-23-000010,10-K,2023-02-23,YES
EIX,0000827052,0000827052-23-000009,8-K,2023-02-23,YES
EL,0001001250,0001001250-26-000010,8-K,2026-03-24,NO
EL,0001001250,0001001250-26-000006,10-Q,2026-02-05,NO
EL,0001001250,0001001250-26-000004,8-K,2026-02-05,NO
EL,0001001250,0001001250-25-000115,8-K/A,2025-12-01,YES
EL,0001001250,0001001250-25-000112,8-K,2025-11-18,YES
EL,0001001250,0001104659-25-107826,8-K,2025-11-06,NO
EL,0001001250,0001001250-25-000109,10-Q,2025-10-30,YES
EL,0001001250,0001001250-25-000107,8-K,2025-10-30,YES
EL,0001001250,0001001250-25-000103,8-K,2025-10-02,YES
EL,0001001250,0001001250-25-000101,8-K,2025-08-21,YES
EL,0001001250,0001001250-25-000099,10-K,2025-08-20,YES
EL,0001001250,0001001250-25-000097,8-K,2025-08-20,YES
EL,0001001250,0001001250-25-000093,8-K/A,2025-08-01,YES
EL,0001001250,0001001250-25-000090,8-K,2025-07-15,YES
EL,0001001250,0001001250-25-000063,8-K,2025-05-23,YES
EL,0001001250,0001001250-25-000060,10-Q,2025-05-01,YES
EL,0001001250,0001001250-25-000058,8-K,2025-05-01,YES
EL,0001001250,0001001250-25-000020,8-K/A,2025-02-25,YES
EL,0001001250,0001001250-25-000011,10-Q,2025-02-04,YES
EL,0001001250,0001001250-25-000009,8-K,2025-02-04,YES
EL,0001001250,0001001250-25-000002,8-K,2025-01-10,YES
EL,0001001250,0001001250-24-000263,8-K/A,2024-12-20,YES
EL,0001001250,0001001250-24-000241,8-K,2024-12-04,YES
EL,0001001250,0001001250-24-000231,8-K,2024-11-13,NO
EL,0001001250,0001104659-24-113517,8-K,2024-11-01,YES
EL,0001001250,0001001250-24-000177,10-Q,2024-10-31,YES
EL,0001001250,0001001250-24-000174,8-K,2024-10-31,YES
EL,0001001250,0001001250-24-000119,8-K,2024-08-20,YES
EL,0001001250,0001001250-24-000116,10-K,2024-08-19,YES
EL,0001001250,0001001250-24-000112,8-K,2024-08-19,YES
EL,0001001250,0001001250-24-000109,8-K,2024-07-23,YES
EL,0001001250,0001001250-24-000108,8-K/A,2024-07-23,YES
EL,0001001250,0001001250-24-000103,8-K,2024-07-16,YES
EL,0001001250,0001104659-24-069731,8-K,2024-06-07,YES
EL,0001001250,0001001250-24-000072,8-K,2024-06-03,YES
EL,0001001250,0001001250-24-000049,10-Q,2024-05-01,YES
EL,0001001250,0001001250-24-000047,8-K,2024-05-01,YES
EL,0001001250,0001104659-24-023831,8-K,2024-02-14,YES
EL,0001001250,0001001250-24-000007,10-Q,2024-02-05,YES
EL,0001001250,0001001250-24-000005,8-K,2024-02-05,YES
EL,0001001250,0001001250-23-000233,8-K,2023-11-21,YES
EL,0001001250,0001001250-23-000177,10-Q,2023-11-01,YES
EL,0001001250,0001001250-23-000175,8-K,2023-11-01,YES
EL,0001001250,0001001250-23-000119,8-K,2023-08-24,YES
EL,0001001250,0001001250-23-000112,10-K,2023-08-18,YES
EL,0001001250,0001001250-23-000110,8-K,2023-08-18,YES
EL,0001001250,0001140361-23-035105,8-K,2023-07-19,YES
EL,0001001250,0001104659-23-059812,8-K,2023-05-12,YES
EL,0001001250,0001001250-23-000054,10-Q,2023-05-03,YES
EL,0001001250,0001001250-23-000052,8-K,2023-05-03,YES
EL,0001001250,0001001250-23-000010,10-Q,2023-02-02,YES
EL,0001001250,0001001250-23-000008,8-K,2023-02-02,YES
ELAN,0001739104,0001739104-26-000012,10-K,2026-02-24,NO
ELAN,0001739104,0001739104-26-000008,8-K,2026-02-24,NO
ELAN,0001739104,0001104659-26-002723,8-K,2026-01-12,NO
ELAN,0001739104,0001104659-25-119486,8-K,2025-12-09,YES
ELAN,0001739104,0001739104-25-000071,10-Q,2025-11-05,NO
ELAN,0001739104,0001739104-25-000068,8-K,2025-11-05,NO
ELAN,0001739104,0001104659-25-105246,8-K,2025-11-03,NO
ELAN,0001739104,0001739104-25-000055,10-Q,2025-08-07,YES
ELAN,0001739104,0001739104-25-000052,8-K,2025-08-07,YES
ELAN,0001739104,0001104659-25-063027,8-K,2025-06-26,YES
ELAN,0001739104,0001104659-25-053305,8-K,2025-05-28,YES
ELAN,0001739104,0001104659-25-051136,8-K,2025-05-21,YES
ELAN,0001739104,0001739104-25-000042,10-Q,2025-05-07,YES
ELAN,0001739104,0001739104-25-000040,8-K,2025-05-07,YES
ELAN,0001739104,0001104659-25-024432,8-K,2025-03-17,YES
ELAN,0001739104,0001739104-25-000014,10-K,2025-02-25,YES
ELAN,0001739104,0001739104-25-000011,8-K,2025-02-25,YES
ELAN,0001739104,0001104659-25-002881,8-K,2025-01-13,YES
ELAN,0001739104,0001104659-24-116942,8-K,2024-11-12,NO
ELAN,0001739104,0001739104-24-000039,10-Q,2024-11-07,YES
ELAN,0001739104,0001739104-24-000036,8-K,2024-11-07,YES
ELAN,0001739104,0001104659-24-108914,8-K,2024-10-16,YES
ELAN,0001739104,0001104659-24-089000,8-K,2024-08-13,YES
ELAN,0001739104,0001739104-24-000027,10-Q,2024-08-08,NO
ELAN,0001739104,0001739104-24-000025,8-K,2024-08-08,NO
ELAN,0001739104,0001104659-24-078464,8-K,2024-07-09,YES
ELAN,0001739104,0001104659-24-077840,8-K,2024-07-03,YES
ELAN,0001739104,0001104659-24-068253,8-K,2024-06-04,YES
ELAN,0001739104,0001739104-24-000018,10-Q,2024-05-08,YES
ELAN,0001739104,0001739104-24-000016,8-K,2024-05-08,YES
ELAN,0001739104,0001104659-24-041558,8-K,2024-04-01,YES
ELAN,0001739104,0001739104-24-000009,10-K,2024-02-26,YES
ELAN,0001739104,0001739104-24-000004,8-K,2024-02-26,YES
ELAN,0001739104,0001104659-24-010337,8-K,2024-02-05,YES
ELAN,0001739104,0001104659-24-002283,8-K,2024-01-08,YES
ELAN,0001739104,0001104659-24-000140,8-K,2024-01-02,YES
ELAN,0001739104,0001739104-23-000023,10-Q,2023-11-07,YES
ELAN,0001739104,0001739104-23-000021,8-K,2023-11-07,YES
ELAN,0001739104,0001104659-23-106600,8-K,2023-10-04,YES
