ticker,accession,formType,filedAt,in_neo4j,in_edgar
DECK,0000910521-26-000005,10-Q,2026-02-03,YES,YES
DGX,0001022079-26-000005,8-K,2026-02-10,YES,YES
DGX,0000947871-26-000025,8-K,2026-01-12,YES,YES
DHI,0000882184-26-000007,8-K,2026-01-20,YES,YES
DHI,0000882184-26-000004,8-K,2026-01-16,YES,YES
DHI,0000882184-26-000014,10-Q,2026-01-22,YES,YES
DHR,0000313616-26-000058,8-K,2026-02-10,YES,YES
DHR,0000313616-26-000004,8-K,2026-01-27,YES,YES
DHR,0000313616-26-000002,8-K,2026-01-12,YES,YES
DIS,0001193125-26-048674,8-K,2026-02-12,YES,YES
DIS,0001744489-26-000022,8-K,2026-02-03,YES,YES
DIS,0001744489-26-000018,8-K,2026-02-02,YES,YES
DIS,0001744489-26-000019,10-Q,2026-02-02,YES,YES
DK,0001628280-26-001886,8-K,2026-01-12,YES,YES
DLR,0001104659-26-010887,8-K,2026-02-05,YES,YES
DLR,0001104659-26-015365,10-K,2026-02-13,YES,YES
DLTR,0000935703-26-000017,8-K/A,2026-01-30,YES,YES
DLTR,0000935703-26-000017,8-K/A,2026-01-30,YES,YES
DNUT,0001857154-26-000003,8-K,2026-02-04,YES,YES
DNUT,0001857154-25-000143,8-K,2025-12-19,YES,YES
DOCS,0001516513-26-000004,8-K,2026-02-05,YES,YES
DOCS,0001516513-25-000114,8-K,2025-12-30,YES,YES
DOCS,0001516513-26-000006,10-Q,2026-02-05,YES,YES
DOMO,0001628280-26-001885,8-K,2026-01-12,YES,YES
DOV,0000029905-26-000004,8-K,2026-01-29,YES,YES
DOV,0000029905-26-000009,10-K,2026-02-13,YES,YES
DOW,0001751788-26-000015,8-K,2026-02-02,YES,YES
DOW,0001751788-26-000011,8-K,2026-01-29,YES,YES
DOW,0001751788-26-000009,8-K,2026-01-29,YES,YES
DOW,0001193125-26-002444,8-K,2026-01-05,YES,YES
DOW,0001751788-26-000018,10-K,2026-02-03,YES,YES
DRI,0000940944-25-000067,8-K,2025-12-18,YES,YES
DRI,0000940944-25-000071,10-Q,2025-12-30,YES,YES
DT,0001773383-26-000006,8-K,2026-02-09,YES,YES
DT,0001773383-26-000008,10-Q,2026-02-09,YES,YES
DTE,0000936340-26-000047,8-K,2026-02-09,YES,YES
DTE,0001193125-25-326913,8-K,2025-12-19,YES,YES
DUK,0001326160-26-000007,8-K,2026-02-09,YES,YES
DUOL,0001628280-26-001730,8-K,2026-01-12,YES,YES
DVN,0001193125-26-032720,8-K,2026-02-02,YES,YES
DXC,0001688568-26-000004,8-K,2026-01-29,YES,YES
DXC,0001688568-26-000005,10-Q,2026-01-29,YES,YES
DXCM,0001093557-26-000025,8-K,2026-02-12,YES,YES
DXCM,0001093557-26-000003,8-K,2026-01-12,YES,YES
DXCM,0001093557-25-000291,8-K,2025-12-22,YES,YES
DXCM,0001093557-26-000027,10-K,2026-02-12,YES,YES
DY,0001193125-26-024606,8-K,2026-01-27,YES,YES
DY,0001193125-25-330970,8-K,2025-12-23,YES,YES
DY,0001193125-25-326900,8-K,2025-12-19,YES,YES
EAT,0000703351-26-000004,8-K,2026-01-28,YES,YES
EAT,0000703351-26-000006,10-Q,2026-01-28,YES,YES
ECL,0001104659-26-012358,8-K,2026-02-10,YES,YES
EEFT,0001554855-26-000072,8-K,2026-02-12,YES,YES
EFX,0000033185-26-000004,8-K,2026-02-04,YES,YES
EIX,0000827052-25-000119,8-K,2025-12-23,YES,YES
EIX,0000827052-25-000116,8-K,2025-12-19,YES,YES
EIX,0000827052-25-000112,8-K,2025-12-18,YES,YES
EL,0001001250-26-000004,8-K,2026-02-05,YES,YES
EL,0001001250-26-000006,10-Q,2026-02-05,YES,YES
ELAN,0001104659-26-002723,8-K,2026-01-12,YES,YES
ELF,0001600033-26-000009,8-K,2026-02-13,YES,YES
ELF,0001600033-26-000005,8-K,2026-02-04,YES,YES
ELF,0001600033-26-000007,10-Q,2026-02-05,YES,YES
EMN,0000915389-26-000006,8-K,2026-01-29,YES,YES
EMN,0000915389-26-000013,10-K,2026-02-13,YES,YES
EMR,0000032604-26-000022,8-K,2026-02-13,YES,YES
EMR,0000032604-26-000017,8-K,2026-02-06,YES,YES
EMR,0000032604-26-000006,8-K,2026-02-03,YES,YES
EMR,0000032604-26-000007,10-Q,2026-02-03,YES,YES
ENPH,0001463101-26-000008,8-K,2026-02-03,YES,YES
ENPH,0001463101-26-000005,8-K,2026-01-23,YES,YES
ENPH,0001463101-26-000013,10-K,2026-02-13,YES,YES
ENR,0001632790-26-000034,8-K,2026-02-05,YES,YES
ENR,0001632790-26-000019,8-K,2026-02-03,YES,YES
ENR,0001632790-26-000038,10-Q,2026-02-05,YES,YES
ENTA,0001193125-26-042812,8-K,2026-02-09,YES,YES
ENTA,0001193125-26-046502,10-Q,2026-02-11,YES,YES
EOG,0000821189-26-000012,8-K,2026-01-12,YES,YES
EOLS,0001570562-26-000003,8-K,2026-01-09,YES,YES
EPAM,0001352010-26-000005,8-K,2026-01-13,YES,YES
EPC,0001628280-26-006183,8-K,2026-02-09,YES,YES
EPC,0001628280-26-006076,8-K,2026-02-06,YES,YES
EPC,0001628280-26-006288,10-Q,2026-02-09,YES,YES
EPD,0001061219-26-000002,8-K,2026-02-02,YES,YES
EQH,0001333986-26-000004,8-K,2026-02-04,YES,YES
EQR,0001193125-26-039455,8-K,2026-02-05,YES,YES
EQR,0001193125-26-051433,10-K,2026-02-13,YES,YES
EQT,0001104659-26-011726,8-K,2026-02-09,YES,YES
EQT,0000033213-26-000005,8-K,2026-01-29,YES,YES
EQT,0001104659-25-123150,8-K,2025-12-19,YES,YES
ESS,0001140361-26-003709,8-K,2026-02-04,YES,YES
ETR,0000065984-26-000164,8-K,2026-02-12,YES,YES
ETSY,0001370637-25-000106,8-K,2025-12-19,YES,YES
EW,0001099800-26-000006,8-K,2026-02-10,YES,YES
EW,0001099800-26-000002,8-K,2026-01-09,YES,YES
EXAS,0001124140-26-000010,8-K,2026-02-13,YES,YES
EXAS,0001193125-26-044657,8-K,2026-02-10,YES,YES
EXAS,0001193125-25-332352,8-K,2025-12-29,YES,YES
EXAS,0001124140-26-000011,10-K,2026-02-13,YES,YES
EXEL,0000939767-26-000019,8-K,2026-02-10,YES,YES
EXEL,0000939767-26-000003,8-K,2026-01-12,YES,YES
EXEL,0000939767-26-000021,10-K,2026-02-10,YES,YES
EXPE,0001324424-26-000005,8-K,2026-02-12,YES,YES
EXPE,0001324424-26-000008,10-K,2026-02-12,YES,YES
EXR,0001289490-26-000003,8-K,2026-01-05,YES,YES
EYE,0001104659-25-121608,8-K,2025-12-16,YES,YES
F,0000037996-26-000014,8-K,2026-02-10,YES,YES
F,0000037996-26-000011,8-K,2026-01-29,YES,YES
F,0000037996-26-000002,8-K,2026-01-06,YES,YES
F,0000037996-26-000015,10-K,2026-02-10,YES,YES
FANG,0001539838-26-000003,8-K,2026-01-12,YES,YES
FAST,0000815556-26-000003,8-K,2026-01-20,YES,YES
FAST,0000815556-25-000123,8-K,2025-12-22,YES,YES
FAST,0000815556-26-000009,10-K,2026-02-05,YES,YES
FCPT,0001193125-26-046680,8-K,2026-02-11,YES,YES
FCPT,0001193125-26-048898,10-K,2026-02-12,YES,YES
FCX,0000831259-26-000006,8-K,2026-01-22,YES,YES
FCX,0000831259-26-000002,8-K,2026-01-16,YES,YES
FCX,0000831259-26-000012,10-K,2026-02-13,YES,YES
FDS,0001628280-25-058577,8-K,2025-12-22,YES,YES
FDS,0001628280-25-057794,8-K,2025-12-18,YES,YES
FDS,0001628280-26-000223,10-Q,2026-01-05,YES,YES
FDX,0001104659-26-012106,8-K,2026-02-09,YES,YES
FDX,0001104659-26-011069,8-K,2026-02-05,YES,YES
FDX,0001104659-26-007986,8-K,2026-01-29,YES,YES
FDX,0001104659-26-004325,8-K,2026-01-16,YES,YES
FDX,0001048911-25-000076,8-K,2025-12-18,YES,YES
FDX,0001048911-25-000078,10-Q,2025-12-18,YES,YES
FE,0001031296-26-000020,8-K,2026-02-12,YES,YES
FFIV,0001048695-26-000018,8-K,2026-01-27,YES,YES
FFIV,0001048695-26-000023,10-Q,2026-02-05,YES,YES
FIVE,0001193125-26-042901,8-K,2026-02-09,YES,YES
FIVE,0001177609-26-000003,8-K,2026-01-12,YES,YES
FIVN,0001288847-26-000006,8-K,2026-01-21,YES,YES
FIVN,0001288847-25-000242,8-K,2025-12-17,YES,YES
FLNC,0001868941-26-000004,8-K,2026-02-04,YES,YES
FLNC,0001868941-26-000005,10-Q,2026-02-04,YES,YES
FLR,0001124198-26-000005,8-K,2026-02-05,YES,YES
FLS,0001193125-26-039379,8-K,2026-02-05,YES,YES
FLS,0001193125-25-335972,8-K,2025-12-30,YES,YES
FLYW,0001193125-26-013060,8-K,2026-01-14,YES,YES
FMC,0000037785-26-000036,8-K,2026-02-04,YES,YES
FN,0001408710-26-000006,8-K,2026-02-02,YES,YES
FN,0001408710-26-000008,10-Q,2026-02-03,YES,YES
FNKO,0001704711-26-000005,8-K,2026-02-13,YES,YES
FNKO,0001193125-26-012212,8-K,2026-01-14,YES,YES
FOUR,0001193125-26-043740,8-K,2026-02-10,YES,YES
FOUR,0001794669-26-000004,8-K,2026-01-05,YES,YES
FOUR,0001193125-25-325098,8-K,2025-12-18,YES,YES
FRPT,0000929638-26-000488,8-K,2026-02-04,YES,YES
FRSH,0001544522-26-000028,8-K,2026-02-10,YES,YES
FRSH,0001544522-25-000129,8-K,2025-12-19,YES,YES
FRT,0000034903-26-000016,8-K,2026-02-12,YES,YES
FRT,0000034903-26-000017,10-K,2026-02-12,YES,YES
FSLY,0001517413-26-000026,8-K,2026-02-11,YES,YES
FSLY,0001517413-25-000350,8-K,2025-12-17,YES,YES
FTNT,0001262039-26-000003,8-K,2026-02-05,YES,YES
FTV,0001659166-26-000003,8-K,2026-02-04,YES,YES
FUN,0001193125-26-021051,8-K,2026-01-23,YES,YES
FUN,0001193125-26-012924,8-K,2026-01-14,YES,YES
FUN,0001193125-26-003472,8-K,2026-01-06,YES,YES
FUN,0001193125-26-002779,8-K,2026-01-05,YES,YES
FUN,0001193125-26-002477,8-K,2026-01-05,YES,YES
FUN,0001193125-25-330990,8-K,2025-12-23,YES,YES
G,0001398659-26-000002,8-K,2026-02-05,YES,YES
GBX,0001193125-26-037650,8-K,2026-02-04,YES,YES
GBX,0001193125-26-008997,8-K,2026-01-09,YES,YES
GBX,0001193125-26-007731,8-K,2026-01-08,YES,YES
GBX,0001193125-26-007768,10-Q,2026-01-08,YES,YES
GE,0000040545-26-000005,8-K,2026-01-22,YES,YES
GE,0000040545-26-000002,8-K,2026-01-15,YES,YES
GE,0000040545-26-000008,10-K,2026-01-29,YES,YES
GH,0001576280-26-000004,8-K,2026-01-12,YES,YES
GIII,0001104659-25-121640,8-K,2025-12-16,YES,YES
GILD,0000882095-26-000003,8-K,2026-02-10,YES,YES
GIS,0001628280-26-003542,8-K,2026-01-27,YES,YES
GIS,0001628280-25-057486,8-K,2025-12-17,YES,YES
GIS,0001628280-25-057598,10-Q,2025-12-17,YES,YES
GKOS,0001104659-26-003321,8-K,2026-01-13,YES,YES
GLW,0000024741-26-000034,8-K,2026-01-28,YES,YES
GLW,0000024741-26-000124,10-K,2026-02-12,YES,YES
GM,0001467858-26-000011,8-K,2026-01-27,YES,YES
GM,0001467858-26-000005,8-K,2026-01-08,YES,YES
GM,0001467858-26-000013,10-K,2026-01-27,YES,YES
GME,0001326380-26-000007,8-K,2026-01-08,YES,YES
GME,0001326380-26-000004,8-K,2026-01-07,YES,YES
GMED,0001628280-26-001189,8-K,2026-01-07,YES,YES
GNRC,0001437749-26-003700,8-K,2026-02-11,YES,YES
GO,0001771515-26-000004,8-K,2026-01-13,YES,YES
GPC,0001193125-26-013595,8-K,2026-01-15,YES,YES
GRPN,0001628280-25-059158,8-K,2025-12-31,YES,YES
GS,0001193125-26-051527,8-K,2026-02-13,YES,YES
GS,0001193125-26-033730,8-K,2026-02-02,YES,YES
GS,0001193125-26-020895,8-K,2026-01-23,YES,YES
GS,0001193125-26-018009,8-K,2026-01-21,YES,YES
GS,0000886982-26-000008,8-K,2026-01-15,YES,YES
GS,0000886982-26-000004,8-K,2026-01-08,YES,YES
GT,0001193125-26-042892,8-K,2026-02-09,YES,YES
GT,0001628280-26-006708,10-K,2026-02-10,YES,YES
GTES,0001628280-26-007483,8-K,2026-02-12,YES,YES
GTES,0001628280-26-007719,10-K,2026-02-12,YES,YES
GTLB,0001653482-26-000009,8-K,2026-01-12,YES,YES
GTLB,0001653482-26-000002,8-K,2026-01-05,YES,YES
GWRE,0001528396-26-000007,8-K,2026-01-08,YES,YES
GWRE,0001528396-25-000248,8-K,2025-12-18,YES,YES
GWW,0000277135-26-000004,8-K,2026-02-03,YES,YES
H,0001468174-26-000004,8-K,2026-02-12,YES,YES
H,0001104659-25-125229,8-K,2025-12-30,YES,YES
H,0001468174-26-000007,10-K,2026-02-13,YES,YES
HAE,0000313143-26-000014,8-K,2026-02-12,YES,YES
HAE,0000313143-26-000009,8-K,2026-02-05,YES,YES
HAE,0000313143-26-000003,8-K,2026-01-09,YES,YES
HAE,0000313143-26-000010,10-Q,2026-02-05,YES,YES
HAIN,0001193125-26-041905,8-K,2026-02-09,YES,YES
HAIN,0001193125-26-032725,8-K,2026-02-02,YES,YES
HAIN,0001193125-26-041911,10-Q,2026-02-09,YES,YES
HAL,0000045012-26-000019,8-K/A,2026-02-11,YES,YES
HAL,0000045012-26-000008,8-K,2026-01-21,YES,YES
HAL,0000045012-26-000003,8-K,2026-01-14,YES,YES
HAL,0000045012-26-000015,10-K,2026-02-06,YES,YES
HAL,0000045012-26-000019,8-K/A,2026-02-11,YES,YES
HAS,0000046080-26-000006,8-K,2026-02-10,YES,YES
HAS,0000046080-26-000003,8-K,2026-01-21,YES,YES
HCA,0001193125-26-023323,8-K,2026-01-27,YES,YES
HCA,0001193125-26-044769,10-K,2026-02-10,YES,YES
HCAT,0001636422-26-000010,8-K,2026-01-23,YES,YES
HCAT,0001636422-26-000006,8-K,2026-01-12,YES,YES
HIG,0000874766-26-000006,8-K,2026-01-29,YES,YES
HII,0001501585-26-000004,8-K,2026-02-05,YES,YES
HII,0001501585-26-000006,10-K,2026-02-05,YES,YES
HL,0001437749-26-004103,8-K,2026-02-13,YES,YES
HL,0001437749-26-002243,8-K,2026-01-28,YES,YES
HL,0001437749-26-002003,8-K,2026-01-26,YES,YES
HL,0001437749-25-039070,8-K,2025-12-31,YES,YES
HLIT,0001193125-26-042914,8-K,2026-02-09,YES,YES
HLNE,0001433642-26-000004,8-K,2026-02-03,YES,YES
HLNE,0001433642-26-000007,10-Q,2026-02-03,YES,YES
HLT,0001585689-26-000005,8-K,2026-02-11,YES,YES
HLT,0001585689-26-000007,10-K,2026-02-11,YES,YES
HOLX,0001193125-26-040333,8-K,2026-02-06,YES,YES
HOLX,0001140361-26-002796,8-K,2026-01-29,YES,YES
HOLX,0001193125-26-022672,8-K,2026-01-26,YES,YES
HOLX,0000859737-26-000004,10-K/A,2026-01-22,YES,YES
HOLX,0000859737-26-000008,10-Q,2026-01-29,YES,YES
HOLX,0000859737-26-000004,10-K/A,2026-01-22,YES,YES
HOOD,0001783879-26-000013,8-K,2026-02-10,YES,YES
HOOD,0001783879-26-000007,8-K,2026-01-30,YES,YES
HP,0000046765-26-000010,8-K,2026-02-04,YES,YES
HP,0000046765-26-000012,10-Q,2026-02-05,YES,YES
HPE,0001645590-26-000010,8-K,2026-02-06,YES,YES
HPE,0001645590-26-000006,8-K,2026-02-04,YES,YES
HPE,0001645590-25-000130,10-K,2025-12-18,YES,YES
HQY,0001428336-26-000003,8-K,2026-01-12,YES,YES
HRL,0000048465-26-000010,8-K/A,2026-02-13,YES,YES
HRL,0000048465-26-000006,8-K,2026-02-02,YES,YES
HRL,0000048465-26-000010,8-K/A,2026-02-13,YES,YES
HRMY,0001104659-26-002731,8-K,2026-01-12,YES,YES
HSY,0001628280-26-005604,8-K,2026-02-05,YES,YES
HUBB,0001628280-26-004800,8-K,2026-02-03,YES,YES
HUBB,0001628280-26-007500,10-K,2026-02-12,YES,YES
HUBG,0001193125-26-039396,8-K,2026-02-05,YES,YES
HUBS,0001193125-26-046563,8-K,2026-02-11,YES,YES
HUBS,0001193125-26-046646,10-K,2026-02-11,YES,YES
HUM,0000049071-26-000005,8-K,2026-02-11,YES,YES
HUM,0000049071-25-000061,8-K,2025-12-16,YES,YES
HUN,0001104659-26-015235,8-K,2026-02-13,YES,YES
HUN,0001104659-26-000653,8-K,2026-01-05,YES,YES
HXL,0001193125-26-027293,8-K,2026-01-28,YES,YES
HXL,0001193125-26-046377,10-K,2026-02-11,YES,YES
HZO,0001193125-26-028226,8-K,2026-01-29,YES,YES
HZO,0001193125-26-016532,8-K,2026-01-20,YES,YES
HZO,0001193125-26-029291,10-Q,2026-01-29,YES,YES
IAC,0001628280-26-004988,8-K,2026-02-03,YES,YES
IAC,0001104659-25-121655,8-K,2025-12-16,YES,YES
IAS,0001140361-25-046475,8-K,2025-12-23,YES,YES
IBKR,0001193125-26-016540,8-K,2026-01-20,YES,YES
IBM,0001104659-26-009343,8-K,2026-02-02,YES,YES
IBM,0000051143-26-000006,8-K,2026-01-30,YES,YES
IBM,0000051143-26-000004,8-K,2026-01-28,YES,YES
IBP,0001628280-26-004634,8-K,2026-02-02,YES,YES
IBP,0001628280-26-003102,8-K,2026-01-22,YES,YES
IBP,0001628280-26-001188,8-K,2026-01-07,YES,YES
IBP,0001628280-26-000785,8-K,2026-01-06,YES,YES
ICE,0001104659-26-010646,8-K,2026-02-05,YES,YES
ICE,0001571949-26-000004,10-K,2026-02-05,YES,YES
IDXX,0000874716-26-000007,8-K,2026-02-13,YES,YES
IDXX,0001104659-26-008904,8-K,2026-02-02,YES,YES
IDXX,0001104659-26-003103,8-K,2026-01-13,YES,YES
IEX,0001193125-26-042918,8-K,2026-02-09,YES,YES
IEX,0001628280-26-005268,8-K,2026-02-04,YES,YES
IFF,0000051253-26-000003,8-K,2026-02-11,YES,YES
ILMN,0001110803-26-000018,8-K,2026-02-05,YES,YES
ILMN,0001110803-26-000014,8-K,2026-01-30,YES,YES
ILMN,0001110803-26-000009,8-K,2026-01-13,YES,YES
ILMN,0001110803-26-000006,8-K,2026-01-08,YES,YES
ILMN,0001110803-26-000024,10-K,2026-02-11,YES,YES
INCY,0000879169-26-000006,8-K,2026-02-10,YES,YES
INCY,0000879169-26-000010,10-K,2026-02-10,YES,YES
INSM,0001140361-26-000778,8-K,2026-01-09,YES,YES
INSM,0001140361-25-045836,8-K,2025-12-17,YES,YES
INSP,0001609550-26-000012,8-K,2026-02-11,YES,YES
INSP,0001609550-26-000006,8-K,2026-01-12,YES,YES
INSP,0001609550-26-000016,10-K,2026-02-13,YES,YES
INTU,0000896878-26-000008,8-K,2026-01-30,YES,YES
INTU,0000896878-26-000006,8-K,2026-01-26,YES,YES
INTU,0000896878-26-000004,8-K,2026-01-09,YES,YES
INVH,0001687229-26-000004,8-K,2026-01-02,YES,YES
IOT,0001628280-26-000886,8-K,2026-01-06,YES,YES
IOVA,0001104659-26-002323,8-K,2026-01-09,YES,YES
IP,0000051434-26-000016,8-K,2026-01-29,YES,YES
IP,0001628280-26-003279,8-K,2026-01-23,YES,YES
IR,0001628280-26-007710,8-K,2026-02-12,YES,YES
IR,0001628280-25-057497,8-K,2025-12-17,YES,YES
ISRG,0001035267-26-000006,8-K,2026-01-22,YES,YES
ISRG,0001035267-26-000003,8-K,2026-01-14,YES,YES
ISRG,0001035267-25-000211,8-K,2025-12-18,YES,YES
ISRG,0001035267-26-000010,10-K,2026-02-03,YES,YES
ITW,0000049826-26-000003,8-K,2026-02-03,YES,YES
ITW,0000049826-26-000008,10-K,2026-02-13,YES,YES
J,0001628280-26-005001,8-K,2026-02-03,YES,YES
J,0001628280-26-004841,8-K,2026-02-03,YES,YES
J,0001193125-26-001432,8-K,2026-01-05,YES,YES
J,0001628280-26-005006,10-Q,2026-02-03,YES,YES
JAMF,0001104659-26-009193,8-K,2026-02-02,YES,YES
JAMF,0001104659-26-002883,8-K,2026-01-12,YES,YES
JAMF,0001104659-26-002132,8-K,2026-01-08,YES,YES
JAMF,0001104659-25-125265,8-K,2025-12-30,YES,YES
JAZZ,0001193125-26-009899,8-K,2026-01-12,YES,YES
JBHT,0001437749-26-001357,8-K,2026-01-15,YES,YES
JBLU,0001158463-26-000004,8-K,2026-01-27,YES,YES
JBLU,0001158463-26-000007,10-K,2026-02-12,YES,YES
JELD,0001674335-26-000003,8-K,2026-01-05,YES,YES
JKHY,0000779152-26-000007,8-K,2026-02-03,YES,YES
JKHY,0000779152-26-000004,8-K,2026-01-27,YES,YES
JKHY,0000779152-26-000009,10-Q,2026-02-06,YES,YES
KBH,0000795266-26-000024,8-K,2026-01-28,YES,YES
KBH,0000795266-26-000019,8-K,2026-01-23,YES,YES
KBH,0000795266-26-000009,8-K,2026-01-07,YES,YES
KBH,0000795266-25-000109,8-K,2025-12-18,YES,YES
KBH,0000795266-26-000017,10-K,2026-01-23,YES,YES
KEYS,0001601046-25-000127,10-K,2025-12-17,YES,YES
KHC,0001637459-26-000006,8-K,2026-02-11,YES,YES
KHC,0001104659-26-005094,8-K,2026-01-20,YES,YES
KHC,0001193125-25-319938,8-K,2025-12-16,YES,YES
KHC,0001637459-26-000009,10-K,2026-02-12,YES,YES
KIM,0001193125-26-047615,8-K,2026-02-12,YES,YES
KIM,0001140361-26-002589,8-K,2026-01-28,YES,YES
KIM,0001140361-26-001872,8-K,2026-01-21,YES,YES
KKR,0001404912-26-000002,8-K,2026-02-05,YES,YES
KKR,0001140361-26-003765,8-K,2026-02-05,YES,YES
KKR,0001140361-26-001496,8-K,2026-01-16,YES,YES
KKR,0001140361-26-000841,8-K,2026-01-09,YES,YES
KLAC,0001193125-26-039637,8-K,2026-02-05,YES,YES
KLAC,0000319201-26-000006,8-K,2026-01-29,YES,YES
KLAC,0000319201-26-000008,10-Q,2026-01-30,YES,YES
KMB,0001104659-26-008005,8-K,2026-01-29,YES,YES
KMB,0001628280-26-003514,8-K,2026-01-27,YES,YES
KMB,0001104659-26-004634,8-K,2026-01-16,YES,YES
KMB,0001628280-26-007567,10-K,2026-02-12,YES,YES
KMI,0001506307-26-000007,8-K,2026-01-28,YES,YES
KMI,0001506307-26-000002,8-K,2026-01-21,YES,YES
KMI,0001506307-26-000011,10-K,2026-02-13,YES,YES
KMT,0001628280-26-005264,8-K,2026-02-04,YES,YES
KMT,0001628280-26-004395,8-K,2026-01-30,YES,YES
KMT,0001628280-26-005371,10-Q,2026-02-04,YES,YES
KMX,0001170010-26-000002,8-K,2026-02-12,YES,YES
KMX,0001170010-25-000129,8-K,2025-12-18,YES,YES
KMX,0001170010-25-000131,10-Q,2025-12-23,YES,YES
KO,0001628280-26-006642,8-K,2026-02-10,YES,YES
KO,0001552781-26-000017,8-K,2026-01-14,YES,YES
KR,0001104659-26-012061,8-K,2026-02-09,YES,YES
KRC,0001628280-26-006492,8-K,2026-02-09,YES,YES
KRC,0001628280-26-007051,10-K,2026-02-10,YES,YES
KRYS,0001711279-26-000008,8-K,2026-01-12,YES,YES
KRYS,0001711279-26-000005,8-K,2026-01-08,YES,YES
KRYS,0001711279-25-000092,8-K,2025-12-23,YES,YES
KSS,0001193125-26-027292,8-K,2026-01-28,YES,YES
KURA,0001193125-26-029705,8-K,2026-01-29,YES,YES
KURA,0001193125-26-009649,8-K,2026-01-12,YES,YES
KYMR,0001193125-26-011104,8-K,2026-01-13,YES,YES
LAND,0001193125-26-004612,8-K,2026-01-06,YES,YES
LAZ,0001628280-26-004678,8-K,2026-02-02,YES,YES
LAZ,0001628280-26-003958,8-K,2026-01-29,YES,YES
LBRT,0001999371-26-002794,8-K,2026-02-06,YES,YES
LBRT,0001694028-26-000010,8-K,2026-02-03,YES,YES
LBRT,0001694028-26-000003,8-K,2026-01-28,YES,YES
LBRT,0001694028-26-000006,10-K,2026-02-02,YES,YES
LEA,0000842162-26-000005,8-K,2026-02-04,YES,YES
LEA,0000842162-26-000011,10-K,2026-02-13,YES,YES
LECO,0000059527-26-000003,8-K,2026-02-12,YES,YES
LEN,0001628280-25-057408,8-K,2025-12-16,YES,YES
LEN,0001628280-26-003870,10-K,2026-01-28,YES,YES
LESL,0001193125-26-030559,8-K,2026-01-30,YES,YES
LESL,0001193125-26-007067,8-K,2026-01-08,YES,YES
LESL,0001193125-25-323811,10-K,2025-12-18,YES,YES
LEVI,0001999371-26-002055,8-K,2026-01-29,YES,YES
LEVI,0000094845-26-000009,8-K,2026-01-28,YES,YES
LEVI,0001999371-25-020440,8-K,2025-12-16,YES,YES
LEVI,0000094845-26-000008,10-K,2026-01-28,YES,YES
LH,0000920148-26-000019,8-K,2026-02-09,YES,YES
LH,0000920148-26-000017,8-K,2026-01-29,YES,YES
LH,0000920148-26-000013,8-K,2026-01-15,YES,YES
LH,0000920148-26-000009,8-K,2026-01-14,YES,YES
LH,0000920148-25-000125,8-K,2025-12-30,YES,YES
LII,0001069202-26-000005,8-K,2026-01-28,YES,YES
LLY,0000059478-26-000008,8-K,2026-02-04,YES,YES
LLY,0000059478-26-000013,10-K,2026-02-12,YES,YES
LMND,0001691421-26-000003,8-K,2026-01-27,YES,YES
LMT,0001628280-26-003970,8-K,2026-01-29,YES,YES
LMT,0000936468-25-000057,8-K,2025-12-18,YES,YES
LMT,0001628280-26-004195,10-K,2026-01-29,YES,YES
LNC,0000059558-26-000007,8-K,2026-02-12,YES,YES
LPLA,0001628280-26-004112,8-K,2026-01-29,YES,YES
LPLA,0001193125-26-007083,8-K,2026-01-08,YES,YES
LPX,0000060519-26-000008,8-K/A,2026-02-13,YES,YES
LPX,0000060519-26-000004,8-K,2026-02-13,YES,YES
LPX,0000060519-26-000002,8-K,2026-01-28,YES,YES
LPX,0000060519-26-000008,8-K/A,2026-02-13,YES,YES
LRCX,0000707549-26-000014,8-K/A,2026-02-03,YES,YES
LRCX,0000707549-26-000012,8-K,2026-02-03,YES,YES
LRCX,0000707549-26-000006,8-K,2026-01-28,YES,YES
LRCX,0000707549-26-000009,10-Q,2026-01-29,YES,YES
LRCX,0000707549-26-000014,8-K/A,2026-02-03,YES,YES
LSCC,0001437749-26-003634,8-K,2026-02-10,YES,YES
LSCC,0001437749-26-004100,10-K,2026-02-13,YES,YES
LSTR,0001193125-26-027265,8-K,2026-01-28,YES,YES
LSTR,0001193125-26-018078,8-K,2026-01-21,YES,YES
LULU,0001397187-26-000005,8-K,2026-01-12,YES,YES
LULU,0001213900-25-126119,8-K,2025-12-29,YES,YES
LUV,0001193125-26-044746,8-K,2026-02-10,YES,YES
LUV,0000092380-26-000002,8-K,2026-01-28,YES,YES
LUV,0000092380-26-000006,10-K/A,2026-02-06,YES,YES
LUV,0000092380-26-000004,10-K,2026-02-05,YES,YES
LUV,0000092380-26-000006,10-K/A,2026-02-06,YES,YES
LW,0001104659-26-010076,8-K,2026-02-04,YES,YES
LW,0001679273-26-000002,8-K,2026-01-08,YES,YES
LW,0001679273-25-000075,8-K,2025-12-19,YES,YES
LW,0001679273-25-000076,10-Q,2025-12-19,YES,YES
LYB,0001489393-26-000003,8-K,2026-01-30,YES,YES
LYFT,0001628280-26-006817,8-K,2026-02-10,YES,YES
LYFT,0001628280-26-003601,8-K,2026-01-27,YES,YES
LYFT,0001628280-26-006960,10-K,2026-02-10,YES,YES
MAA,0001193125-26-051407,8-K,2026-02-13,YES,YES
MAA,0001193125-26-037610,8-K,2026-02-04,YES,YES
MAA,0001193125-26-027241,8-K,2026-01-28,YES,YES
MAA,0001193125-26-016804,8-K,2026-01-20,YES,YES
