required_input	state	detail
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00176.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00177.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00178.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00179.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00180.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00181.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00182.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00183.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00184.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00185.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00186.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00187.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00188.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00189.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00190.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00191.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00192.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00193.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00194.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00195.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00196.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00197.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00198.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00199.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00200.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00201.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00202.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00203.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00204.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00205.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00206.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00207.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00208.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00209.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00210.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00211.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00212.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00213.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00214.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00215.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00216.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00217.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00218.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00219.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00220.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00221.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00222.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00223.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00224.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00225.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00226.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00227.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00228.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00229.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00230.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00231.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00232.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00233.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00234.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00235.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00236.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00237.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00238.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00239.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00240.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00241.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00242.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00243.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00244.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00245.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00246.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00247.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00248.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00249.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00250.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00251.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00252.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00253.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00254.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00255.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00256.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00257.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00258.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00259.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00260.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00261.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00262.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00263.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00264.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00265.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00266.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00267.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00268.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00269.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00270.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00271.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00272.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00273.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00274.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00275.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00276.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00277.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00278.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00279.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00280.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00281.attempt1.complete.raw.json	in_commit	under a whitelist root
a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00282.attempt1.complete.raw.json	in_commit	under a whitelist root
