vintage,topic,group,type,sub_type,compound_id
CURRENT-bigdata,business,revenues,revenue-guidance,unchanged,"business,revenues,revenue-guidance,unchanged,"
CURRENT-bigdata,business,revenues,revenue-guidance,up,"business,revenues,revenue-guidance,up,"
CURRENT-bigdata,business,revenues,revenue-volume,,"business,revenues,revenue-volume,,"
CURRENT-bigdata,business,revenues,revenue-volume,down,"business,revenues,revenue-volume,down,"
CURRENT-bigdata,business,revenues,revenue-volume,up,"business,revenues,revenue-volume,up,"
CURRENT-bigdata,business,revenues,same-store-sales,,"business,revenues,same-store-sales,,"
CURRENT-bigdata,business,revenues,same-store-sales,down,"business,revenues,same-store-sales,down,"
CURRENT-bigdata,business,revenues,same-store-sales,up,"business,revenues,same-store-sales,up,"
CURRENT-bigdata,business,revenues,same-store-sales-guidance,,"business,revenues,same-store-sales-guidance,,"
CURRENT-bigdata,business,revenues,same-store-sales-guidance,down,"business,revenues,same-store-sales-guidance,down,"
CURRENT-bigdata,business,revenues,same-store-sales-guidance,up,"business,revenues,same-store-sales-guidance,up,"
CURRENT-bigdata,business,stock-picks,stock-pick,,"business,stock-picks,stock-pick,,"
CURRENT-bigdata,business,stock-picks,stock-pick,buy,"business,stock-picks,stock-pick,buy,"
CURRENT-bigdata,business,stock-prices,market-capitalization,,"business,stock-prices,market-capitalization,,"
CURRENT-bigdata,business,stock-prices,market-capitalization,up,"business,stock-prices,market-capitalization,up,"
CURRENT-bigdata,business,stock-prices,stock-price,,"business,stock-prices,stock-price,,"
CURRENT-bigdata,business,stock-prices,stock-price,gain,"business,stock-prices,stock-price,gain,"
CURRENT-bigdata,business,stock-prices,stock-price,loss,"business,stock-prices,stock-price,loss,"
CURRENT-bigdata,business,stock-prices,stock-price-volatility,down,"business,stock-prices,stock-price-volatility,down,"
CURRENT-bigdata,economy,balance-of-payments,exports,,"economy,balance-of-payments,exports,,"
CURRENT-bigdata,economy,balance-of-payments,exports,down,"economy,balance-of-payments,exports,down,"
CURRENT-bigdata,economy,balance-of-payments,exports,up,"economy,balance-of-payments,exports,up,"
CURRENT-bigdata,economy,balance-of-payments,exports-guidance,,"economy,balance-of-payments,exports-guidance,,"
CURRENT-bigdata,economy,balance-of-payments,exports-guidance,down,"economy,balance-of-payments,exports-guidance,down,"
CURRENT-bigdata,economy,balance-of-payments,exports-guidance,unchanged,"economy,balance-of-payments,exports-guidance,unchanged,"
CURRENT-bigdata,economy,balance-of-payments,exports-guidance,up,"economy,balance-of-payments,exports-guidance,up,"
CURRENT-bigdata,economy,balance-of-payments,imports,,"economy,balance-of-payments,imports,,"
CURRENT-bigdata,economy,balance-of-payments,imports,down,"economy,balance-of-payments,imports,down,"
CURRENT-bigdata,economy,balance-of-payments,imports,up,"economy,balance-of-payments,imports,up,"
CURRENT-bigdata,economy,balance-of-payments,imports-guidance,down,"economy,balance-of-payments,imports-guidance,down,"
CURRENT-bigdata,economy,balance-of-payments,trade-balance-deficit,down,"economy,balance-of-payments,trade-balance-deficit,down,"
CURRENT-bigdata,economy,business-activity,business-confidence,below-expectations,"economy,business-activity,business-confidence,below-expectations,"
CURRENT-bigdata,economy,business-activity,business-confidence,down,"economy,business-activity,business-confidence,down,"
CURRENT-bigdata,economy,business-activity,business-confidence,up,"economy,business-activity,business-confidence,up,"
CURRENT-bigdata,economy,consumption,consumer-confidence,,"economy,consumption,consumer-confidence,,"
CURRENT-bigdata,economy,consumption,consumer-confidence,above-expectations,"economy,consumption,consumer-confidence,above-expectations,"
CURRENT-bigdata,economy,consumption,consumer-confidence,down,"economy,consumption,consumer-confidence,down,"
CURRENT-bigdata,economy,consumption,consumer-confidence,unchanged,"economy,consumption,consumer-confidence,unchanged,"
CURRENT-bigdata,economy,consumption,consumer-confidence,up,"economy,consumption,consumer-confidence,up,"
CURRENT-bigdata,economy,consumption,consumer-confidence-guidance,up,"economy,consumption,consumer-confidence-guidance,up,"
CURRENT-bigdata,economy,consumption,consumer-price-index,above-expectations,"economy,consumption,consumer-price-index,above-expectations,"
CURRENT-bigdata,economy,consumption,consumer-price-index,below-expectations,"economy,consumption,consumer-price-index,below-expectations,"
CURRENT-bigdata,economy,consumption,consumer-price-index,down,"economy,consumption,consumer-price-index,down,"
CURRENT-bigdata,economy,consumption,consumer-price-index,up,"economy,consumption,consumer-price-index,up,"
CURRENT-bigdata,economy,consumption,consumer-spending,,"economy,consumption,consumer-spending,,"
CURRENT-bigdata,economy,consumption,consumer-spending,up,"economy,consumption,consumer-spending,up,"
CURRENT-bigdata,economy,consumption,consumer-spending-guidance,,"economy,consumption,consumer-spending-guidance,,"
CURRENT-bigdata,economy,consumption,inflation,,"economy,consumption,inflation,,"
CURRENT-bigdata,economy,consumption,inflation,up,"economy,consumption,inflation,up,"
CURRENT-bigdata,economy,consumption,inflation-guidance,,"economy,consumption,inflation-guidance,,"
CURRENT-bigdata,economy,consumption,retail-sales,,"economy,consumption,retail-sales,,"
CURRENT-bigdata,economy,consumption,retail-sales,below-expectations,"economy,consumption,retail-sales,below-expectations,"
CURRENT-bigdata,economy,consumption,retail-sales,down,"economy,consumption,retail-sales,down,"
CURRENT-bigdata,economy,consumption,retail-sales,up,"economy,consumption,retail-sales,up,"
CURRENT-bigdata,economy,consumption,retail-sales-guidance,up,"economy,consumption,retail-sales-guidance,up,"
CURRENT-bigdata,economy,consumption,vehicle-sales,down,"economy,consumption,vehicle-sales,down,"
CURRENT-bigdata,economy,consumption,vehicle-sales,up,"economy,consumption,vehicle-sales,up,"
CURRENT-bigdata,economy,credit,mortgage-approvals,,"economy,credit,mortgage-approvals,,"
CURRENT-bigdata,economy,credit,sovereign-debt-guidance,up,"economy,credit,sovereign-debt-guidance,up,"
CURRENT-bigdata,economy,credit,sovereign-debt-purchases,,"economy,credit,sovereign-debt-purchases,,"
CURRENT-bigdata,economy,credit,treasury-bill-yield,down,"economy,credit,treasury-bill-yield,down,"
CURRENT-bigdata,economy,credit,treasury-bill-yield,up,"economy,credit,treasury-bill-yield,up,"
CURRENT-bigdata,economy,credit,treasury-bond-price,up,"economy,credit,treasury-bond-price,up,"
CURRENT-bigdata,economy,credit,treasury-bond-yield,unchanged,"economy,credit,treasury-bond-yield,unchanged,"
CURRENT-bigdata,economy,domestic-product,economic-growth,,"economy,domestic-product,economic-growth,,"
CURRENT-bigdata,economy,domestic-product,economic-growth,deceleration,"economy,domestic-product,economic-growth,deceleration,"
CURRENT-bigdata,economy,domestic-product,economic-growth,down,"economy,domestic-product,economic-growth,down,"
CURRENT-bigdata,economy,domestic-product,economic-growth,unchanged,"economy,domestic-product,economic-growth,unchanged,"
CURRENT-bigdata,economy,domestic-product,economic-growth,up,"economy,domestic-product,economic-growth,up,"
CURRENT-bigdata,economy,domestic-product,economic-growth-guidance,,"economy,domestic-product,economic-growth-guidance,,"
CURRENT-bigdata,economy,domestic-product,economic-growth-guidance,deceleration,"economy,domestic-product,economic-growth-guidance,deceleration,"
CURRENT-bigdata,economy,domestic-product,economic-growth-guidance,down,"economy,domestic-product,economic-growth-guidance,down,"
CURRENT-bigdata,economy,domestic-product,economic-growth-guidance,up,"economy,domestic-product,economic-growth-guidance,up,"
CURRENT-bigdata,economy,domestic-product,gross-domestic-product,up,"economy,domestic-product,gross-domestic-product,up,"
CURRENT-bigdata,economy,domestic-product,gross-domestic-product-guidance,down,"economy,domestic-product,gross-domestic-product-guidance,down,"
CURRENT-bigdata,economy,domestic-product,gross-domestic-product-guidance,up,"economy,domestic-product,gross-domestic-product-guidance,up,"
CURRENT-bigdata,economy,domestic-product,real-gross-domestic-product,,"economy,domestic-product,real-gross-domestic-product,,"
CURRENT-bigdata,economy,domestic-product,recession-guidance,,"economy,domestic-product,recession-guidance,,"
CURRENT-bigdata,economy,employment,employment,,"economy,employment,employment,,"
CURRENT-bigdata,economy,employment,employment,above-expectations,"economy,employment,employment,above-expectations,"
CURRENT-bigdata,economy,employment,employment,down,"economy,employment,employment,down,"
CURRENT-bigdata,economy,employment,employment,up,"economy,employment,employment,up,"
CURRENT-bigdata,economy,employment,jobless-claims,down,"economy,employment,jobless-claims,down,"
CURRENT-bigdata,economy,employment,jobless-claims,up,"economy,employment,jobless-claims,up,"
CURRENT-bigdata,economy,employment,unemployment,down,"economy,employment,unemployment,down,"
CURRENT-bigdata,economy,employment,unemployment,unchanged,"economy,employment,unemployment,unchanged,"
CURRENT-bigdata,economy,employment,unemployment,up,"economy,employment,unemployment,up,"
CURRENT-bigdata,economy,foreign-exchange,currency-guidance,,"economy,foreign-exchange,currency-guidance,,"
CURRENT-bigdata,economy,foreign-exchange,currency-rate,,"economy,foreign-exchange,currency-rate,,"
CURRENT-bigdata,economy,housing,builder-confidence,,"economy,housing,builder-confidence,,"
CURRENT-bigdata,economy,housing,house-prices,up,"economy,housing,house-prices,up,"
CURRENT-bigdata,economy,interest-rates,interest-rate,,"economy,interest-rates,interest-rate,,"
CURRENT-bigdata,economy,interest-rates,interest-rate,down,"economy,interest-rates,interest-rate,down,"
CURRENT-bigdata,economy,interest-rates,interest-rate,unchanged,"economy,interest-rates,interest-rate,unchanged,"
CURRENT-bigdata,economy,interest-rates,interest-rate,up,"economy,interest-rates,interest-rate,up,"
CURRENT-bigdata,economy,interest-rates,interest-rate-guidance,,"economy,interest-rates,interest-rate-guidance,,"
CURRENT-bigdata,economy,interest-rates,interest-rate-guidance,down,"economy,interest-rates,interest-rate-guidance,down,"
CURRENT-bigdata,economy,interest-rates,interest-rate-guidance,unchanged,"economy,interest-rates,interest-rate-guidance,unchanged,"
CURRENT-bigdata,economy,interest-rates,interest-rate-guidance,up,"economy,interest-rates,interest-rate-guidance,up,"
CURRENT-bigdata,economy,inventory,inventories,,"economy,inventory,inventories,,"
CURRENT-bigdata,economy,inventory,inventories,down,"economy,inventory,inventories,down,"
CURRENT-bigdata,economy,inventory,inventories,up,"economy,inventory,inventories,up,"
CURRENT-bigdata,economy,production,composite-pmi,up,"economy,production,composite-pmi,up,"
CURRENT-bigdata,economy,production,factory-orders,up,"economy,production,factory-orders,up,"
CURRENT-bigdata,economy,production,industrial-production,below-expectations,"economy,production,industrial-production,below-expectations,"
CURRENT-bigdata,economy,production,manufacturing-pmi,down,"economy,production,manufacturing-pmi,down,"
CURRENT-bigdata,economy,production,manufacturing-pmi,up,"economy,production,manufacturing-pmi,up,"
CURRENT-bigdata,economy,production,producer-price-index,up,"economy,production,producer-price-index,up,"
CURRENT-bigdata,economy,public-finance,central-bank-meeting,,"economy,public-finance,central-bank-meeting,,"
CURRENT-bigdata,economy,public-finance,central-bank-meeting-minutes,,"economy,public-finance,central-bank-meeting-minutes,,"
CURRENT-bigdata,economy,public-finance,defense-budget,,"economy,public-finance,defense-budget,,"
CURRENT-bigdata,economy,public-finance,defense-budget,up,"economy,public-finance,defense-budget,up,"
CURRENT-bigdata,economy,public-finance,public-expenditure,decrease,"economy,public-finance,public-expenditure,decrease,"
CURRENT-bigdata,economy,taxes,anti-dumping-duty,,"economy,taxes,anti-dumping-duty,,"
CURRENT-bigdata,economy,taxes,corporation-tax,,"economy,taxes,corporation-tax,,"
CURRENT-bigdata,economy,taxes,corporation-tax,decrease,"economy,taxes,corporation-tax,decrease,"
CURRENT-bigdata,economy,taxes,export-tax,,"economy,taxes,export-tax,,"
CURRENT-bigdata,economy,taxes,export-tax-guidance,,"economy,taxes,export-tax-guidance,,"
CURRENT-bigdata,economy,taxes,import-tax,,"economy,taxes,import-tax,,"
CURRENT-bigdata,economy,taxes,import-tax,decrease,"economy,taxes,import-tax,decrease,"
CURRENT-bigdata,economy,taxes,import-tax,delayed,"economy,taxes,import-tax,delayed,"
CURRENT-bigdata,economy,taxes,import-tax,exemption,"economy,taxes,import-tax,exemption,"
CURRENT-bigdata,economy,taxes,import-tax,increase,"economy,taxes,import-tax,increase,"
CURRENT-bigdata,economy,taxes,import-tax-guidance,,"economy,taxes,import-tax-guidance,,"
CURRENT-bigdata,economy,taxes,import-tax-guidance,increase,"economy,taxes,import-tax-guidance,increase,"
CURRENT-bigdata,economy,taxes,tax-break,,"economy,taxes,tax-break,,"
CURRENT-bigdata,economy,taxes,tax-break,ended,"economy,taxes,tax-break,ended,"
CURRENT-bigdata,economy,taxes,tax-surcharge,,"economy,taxes,tax-surcharge,,"
CURRENT-bigdata,environment,ecological-impact,net-zero-emissions,target,"environment,ecological-impact,net-zero-emissions,target,"
CURRENT-bigdata,environment,natural-disasters,cold-wave,,"environment,natural-disasters,cold-wave,,"
CURRENT-bigdata,environment,natural-disasters,earthquake,,"environment,natural-disasters,earthquake,,"
CURRENT-bigdata,environment,natural-disasters,hurricane,,"environment,natural-disasters,hurricane,,"
CURRENT-bigdata,environment,natural-disasters,hurricane,warning,"environment,natural-disasters,hurricane,warning,"
CURRENT-bigdata,environment,natural-disasters,ice-storm,,"environment,natural-disasters,ice-storm,,"
CURRENT-bigdata,environment,natural-disasters,storm,,"environment,natural-disasters,storm,,"
CURRENT-bigdata,environment,natural-disasters,wild-fire,,"environment,natural-disasters,wild-fire,,"
CURRENT-bigdata,environment,natural-resources,renewable-energy-consumption-guidance,increase,"environment,natural-resources,renewable-energy-consumption-guidance,increase,"
CURRENT-bigdata,politics,elections,elections,,"politics,elections,elections,,"
CURRENT-bigdata,politics,elections,elections,results,"politics,elections,elections,results,"
CURRENT-bigdata,politics,elections,political-endorsement,,"politics,elections,political-endorsement,,"
CURRENT-bigdata,politics,foreign-relations,diplomatic-visit,,"politics,foreign-relations,diplomatic-visit,,"
CURRENT-bigdata,politics,foreign-relations,intergovernmental-alliance-withdrawal,,"politics,foreign-relations,intergovernmental-alliance-withdrawal,,"
CURRENT-bigdata,politics,foreign-relations,state-visit,,"politics,foreign-relations,state-visit,,"
CURRENT-bigdata,politics,foreign-relations,trade-talks,,"politics,foreign-relations,trade-talks,,"
CURRENT-bigdata,politics,foreign-relations,trade-talks,suspended,"politics,foreign-relations,trade-talks,suspended,"
CURRENT-bigdata,politics,government,congressional-testimony,,"politics,government,congressional-testimony,,"
CURRENT-bigdata,politics,government,government-administration,appointment,"politics,government,government-administration,appointment,"
CURRENT-bigdata,politics,government,government-administration,resignation,"politics,government,government-administration,resignation,"
CURRENT-bigdata,politics,government,government-official,firing,"politics,government,government-official,firing,"
CURRENT-bigdata,politics,government,government-power,deadlock,"politics,government,government-power,deadlock,"
CURRENT-bigdata,politics,government,government-shutdown,,"politics,government,government-shutdown,,"
CURRENT-bigdata,politics,government,government-shutdown,ended,"politics,government,government-shutdown,ended,"
CURRENT-bigdata,politics,government,government-shutdown,threat,"politics,government,government-shutdown,threat,"
CURRENT-bigdata,politics,government,government-treaty,,"politics,government,government-treaty,,"
CURRENT-bigdata,politics,government,government-treaty,terminated,"politics,government,government-treaty,terminated,"
CURRENT-bigdata,politics,government,law-enforcement,resignation,"politics,government,law-enforcement,resignation,"
CURRENT-bigdata,politics,government,official-visit,,"politics,government,official-visit,,"
CURRENT-bigdata,politics,government,presidency,inauguration,"politics,government,presidency,inauguration,"
CURRENT-bigdata,politics,government,presidency,resignation,"politics,government,presidency,resignation,"
CURRENT-bigdata,politics,public-opinion,approval-rating,down,"politics,public-opinion,approval-rating,down,"
CURRENT-bigdata,politics,public-opinion,approval-rating,up,"politics,public-opinion,approval-rating,up,"
CURRENT-bigdata,society,aid,international-aid,,"society,aid,international-aid,,"
CURRENT-bigdata,society,aid,international-aid,suspended,"society,aid,international-aid,suspended,"
CURRENT-bigdata,society,censorship,censorship,,"society,censorship,censorship,,"
CURRENT-bigdata,society,censorship,content-removal,,"society,censorship,content-removal,,"
CURRENT-bigdata,society,civil-unrest,civil-unrest,,"society,civil-unrest,civil-unrest,,"
CURRENT-bigdata,society,civil-unrest,protest,,"society,civil-unrest,protest,,"
CURRENT-bigdata,society,crime,murder,,"society,crime,murder,,"
CURRENT-bigdata,society,crime,robbery,,"society,crime,robbery,,"
CURRENT-bigdata,society,crime,shooting,,"society,crime,shooting,,"
CURRENT-bigdata,society,crime,vandalism,,"society,crime,vandalism,,"
CURRENT-bigdata,society,cyber-security,cyber-attacks,,"society,cyber-security,cyber-attacks,,"
CURRENT-bigdata,society,cyber-security,data-breach,,"society,cyber-security,data-breach,,"
CURRENT-bigdata,society,cyber-security,malware-attack,,"society,cyber-security,malware-attack,,"
CURRENT-bigdata,society,cyber-security,ransomware-attack,,"society,cyber-security,ransomware-attack,,"
CURRENT-bigdata,society,health,disease-cases,down,"society,health,disease-cases,down,"
CURRENT-bigdata,society,health,disease-cases,up,"society,health,disease-cases,up,"
CURRENT-bigdata,society,health,epidemic,,"society,health,epidemic,,"
CURRENT-bigdata,society,health,pandemic,,"society,health,pandemic,,"
CURRENT-bigdata,society,health,vaccination-campaign,,"society,health,vaccination-campaign,,"
CURRENT-bigdata,society,health,vaccination-campaign,suspended,"society,health,vaccination-campaign,suspended,"
CURRENT-bigdata,society,legal,antitrust-investigation,,"society,legal,antitrust-investigation,,"
CURRENT-bigdata,society,legal,antitrust-settlement,,"society,legal,antitrust-settlement,,"
CURRENT-bigdata,society,legal,antitrust-suit,,"society,legal,antitrust-suit,,"
CURRENT-bigdata,society,legal,appeal,,"society,legal,appeal,,"
CURRENT-bigdata,society,legal,copyright-infringement,,"society,legal,copyright-infringement,,"
CURRENT-bigdata,society,legal,corruption,,"society,legal,corruption,,"
CURRENT-bigdata,society,legal,defamation,,"society,legal,defamation,,"
CURRENT-bigdata,society,legal,discrimination,,"society,legal,discrimination,,"
CURRENT-bigdata,society,legal,legal-issues,,"society,legal,legal-issues,,"
CURRENT-bigdata,society,legal,legal-issues,dismissed,"society,legal,legal-issues,dismissed,"
CURRENT-bigdata,society,legal,patent-infringement,,"society,legal,patent-infringement,,"
CURRENT-bigdata,society,legal,price-fixing,,"society,legal,price-fixing,,"
CURRENT-bigdata,society,legal,settlement,,"society,legal,settlement,,"
CURRENT-bigdata,society,legal,verdict,,"society,legal,verdict,,"
CURRENT-bigdata,society,legal,waste-dumping,,"society,legal,waste-dumping,,"
CURRENT-bigdata,society,reputation,apology,,"society,reputation,apology,,"
CURRENT-bigdata,society,reputation,boycott,,"society,reputation,boycott,,"
CURRENT-bigdata,society,reputation,boycott,threat,"society,reputation,boycott,threat,"
CURRENT-bigdata,society,reputation,damage-control,,"society,reputation,damage-control,,"
CURRENT-bigdata,society,reputation,reputation,negative,"society,reputation,reputation,negative,"
CURRENT-bigdata,society,reputation,reputation,positive,"society,reputation,reputation,positive,"
CURRENT-bigdata,society,sanctions,antitrust-fine,,"society,sanctions,antitrust-fine,,"
CURRENT-bigdata,society,sanctions,asset-freeze-guidance,,"society,sanctions,asset-freeze-guidance,,"
CURRENT-bigdata,society,sanctions,embargo,,"society,sanctions,embargo,,"
CURRENT-bigdata,society,sanctions,embargo-guidance,,"society,sanctions,embargo-guidance,,"
CURRENT-bigdata,society,sanctions,labor-conditions-noncompliance-fine,,"society,sanctions,labor-conditions-noncompliance-fine,,"
CURRENT-bigdata,society,sanctions,sanctions,,"society,sanctions,sanctions,,"
CURRENT-bigdata,society,sanctions,sanctions-guidance,,"society,sanctions,sanctions-guidance,,"
CURRENT-bigdata,society,security,explosion,,"society,security,explosion,,"
CURRENT-bigdata,society,security,lockdown,,"society,security,lockdown,,"
CURRENT-bigdata,society,security,state-of-emergency,,"society,security,state-of-emergency,,"
CURRENT-bigdata,society,security,state-of-emergency,extended,"society,security,state-of-emergency,extended,"
CURRENT-bigdata,society,security,weapons-testing,,"society,security,weapons-testing,,"
CURRENT-bigdata,society,social-responsibility,donation,,"society,social-responsibility,donation,,"
CURRENT-bigdata,society,transportation,transportation-disruption,,"society,transportation,transportation-disruption,,"
CURRENT-bigdata,society,war-conflict,bombing,attack,"society,war-conflict,bombing,attack,"
CURRENT-bigdata,society,war-conflict,military-action,,"society,war-conflict,military-action,,"
CURRENT-bigdata,society,war-conflict,military-action,occupation,"society,war-conflict,military-action,occupation,"
CURRENT-bigdata,society,war-conflict,military-action,threat,"society,war-conflict,military-action,threat,"
CURRENT-bigdata,society,war-conflict,peace-process,,"society,war-conflict,peace-process,,"
CURRENT-bigdata,society,war-conflict,terrorism,attack,"society,war-conflict,terrorism,attack,"
CURRENT-bigdata,society,war-conflict,violence,attack,"society,war-conflict,violence,attack,"
CURRENT-bigdata,society,war-conflict,violence,threat,"society,war-conflict,violence,threat,"
