kind,topic,group,type,sub_type,id_or_slug
modern,economy,credit,treasury-bill-yield,up,"economy,credit,treasury-bill-yield,up,"
modern,economy,credit,treasury-bond-price,up,"economy,credit,treasury-bond-price,up,"
modern,economy,credit,treasury-bond-yield,unchanged,"economy,credit,treasury-bond-yield,unchanged,"
modern,economy,domestic-product,economic-growth,,"economy,domestic-product,economic-growth,,"
modern,economy,domestic-product,economic-growth,deceleration,"economy,domestic-product,economic-growth,deceleration,"
modern,economy,domestic-product,economic-growth,down,"economy,domestic-product,economic-growth,down,"
modern,economy,domestic-product,economic-growth,unchanged,"economy,domestic-product,economic-growth,unchanged,"
modern,economy,domestic-product,economic-growth,up,"economy,domestic-product,economic-growth,up,"
modern,economy,domestic-product,economic-growth-guidance,,"economy,domestic-product,economic-growth-guidance,,"
modern,economy,domestic-product,economic-growth-guidance,deceleration,"economy,domestic-product,economic-growth-guidance,deceleration,"
modern,economy,domestic-product,economic-growth-guidance,down,"economy,domestic-product,economic-growth-guidance,down,"
modern,economy,domestic-product,economic-growth-guidance,up,"economy,domestic-product,economic-growth-guidance,up,"
modern,economy,domestic-product,gross-domestic-product,up,"economy,domestic-product,gross-domestic-product,up,"
modern,economy,domestic-product,gross-domestic-product-guidance,down,"economy,domestic-product,gross-domestic-product-guidance,down,"
modern,economy,domestic-product,gross-domestic-product-guidance,up,"economy,domestic-product,gross-domestic-product-guidance,up,"
modern,economy,domestic-product,real-gross-domestic-product,,"economy,domestic-product,real-gross-domestic-product,,"
modern,economy,domestic-product,recession-guidance,,"economy,domestic-product,recession-guidance,,"
modern,economy,employment,employment,,"economy,employment,employment,,"
modern,economy,employment,employment,above-expectations,"economy,employment,employment,above-expectations,"
modern,economy,employment,employment,down,"economy,employment,employment,down,"
modern,economy,employment,employment,up,"economy,employment,employment,up,"
modern,economy,employment,jobless-claims,down,"economy,employment,jobless-claims,down,"
modern,economy,employment,jobless-claims,up,"economy,employment,jobless-claims,up,"
modern,economy,employment,unemployment,down,"economy,employment,unemployment,down,"
modern,economy,employment,unemployment,unchanged,"economy,employment,unemployment,unchanged,"
modern,economy,employment,unemployment,up,"economy,employment,unemployment,up,"
modern,economy,foreign-exchange,currency-guidance,,"economy,foreign-exchange,currency-guidance,,"
modern,economy,foreign-exchange,currency-rate,,"economy,foreign-exchange,currency-rate,,"
modern,economy,housing,builder-confidence,,"economy,housing,builder-confidence,,"
modern,economy,housing,house-prices,up,"economy,housing,house-prices,up,"
modern,economy,interest-rates,interest-rate,,"economy,interest-rates,interest-rate,,"
modern,economy,interest-rates,interest-rate,down,"economy,interest-rates,interest-rate,down,"
modern,economy,interest-rates,interest-rate,unchanged,"economy,interest-rates,interest-rate,unchanged,"
modern,economy,interest-rates,interest-rate,up,"economy,interest-rates,interest-rate,up,"
modern,economy,interest-rates,interest-rate-guidance,,"economy,interest-rates,interest-rate-guidance,,"
modern,economy,interest-rates,interest-rate-guidance,down,"economy,interest-rates,interest-rate-guidance,down,"
modern,economy,interest-rates,interest-rate-guidance,unchanged,"economy,interest-rates,interest-rate-guidance,unchanged,"
modern,economy,interest-rates,interest-rate-guidance,up,"economy,interest-rates,interest-rate-guidance,up,"
modern,economy,inventory,inventories,,"economy,inventory,inventories,,"
modern,economy,inventory,inventories,down,"economy,inventory,inventories,down,"
modern,economy,inventory,inventories,up,"economy,inventory,inventories,up,"
modern,economy,production,composite-pmi,up,"economy,production,composite-pmi,up,"
modern,economy,production,factory-orders,up,"economy,production,factory-orders,up,"
modern,economy,production,industrial-production,below-expectations,"economy,production,industrial-production,below-expectations,"
modern,economy,production,manufacturing-pmi,down,"economy,production,manufacturing-pmi,down,"
modern,economy,production,manufacturing-pmi,up,"economy,production,manufacturing-pmi,up,"
modern,economy,production,producer-price-index,up,"economy,production,producer-price-index,up,"
modern,economy,public-finance,central-bank-meeting,,"economy,public-finance,central-bank-meeting,,"
modern,economy,public-finance,central-bank-meeting-minutes,,"economy,public-finance,central-bank-meeting-minutes,,"
modern,economy,public-finance,defense-budget,,"economy,public-finance,defense-budget,,"
modern,economy,public-finance,defense-budget,up,"economy,public-finance,defense-budget,up,"
modern,economy,public-finance,public-expenditure,decrease,"economy,public-finance,public-expenditure,decrease,"
modern,economy,taxes,anti-dumping-duty,,"economy,taxes,anti-dumping-duty,,"
modern,economy,taxes,corporation-tax,,"economy,taxes,corporation-tax,,"
modern,economy,taxes,corporation-tax,decrease,"economy,taxes,corporation-tax,decrease,"
modern,economy,taxes,export-tax,,"economy,taxes,export-tax,,"
modern,economy,taxes,export-tax-guidance,,"economy,taxes,export-tax-guidance,,"
modern,economy,taxes,import-tax,,"economy,taxes,import-tax,,"
modern,economy,taxes,import-tax,decrease,"economy,taxes,import-tax,decrease,"
modern,economy,taxes,import-tax,delayed,"economy,taxes,import-tax,delayed,"
modern,economy,taxes,import-tax,exemption,"economy,taxes,import-tax,exemption,"
modern,economy,taxes,import-tax,increase,"economy,taxes,import-tax,increase,"
modern,economy,taxes,import-tax-guidance,,"economy,taxes,import-tax-guidance,,"
modern,economy,taxes,import-tax-guidance,increase,"economy,taxes,import-tax-guidance,increase,"
modern,economy,taxes,tax-break,,"economy,taxes,tax-break,,"
modern,economy,taxes,tax-break,ended,"economy,taxes,tax-break,ended,"
modern,economy,taxes,tax-surcharge,,"economy,taxes,tax-surcharge,,"
modern,environment,ecological-impact,net-zero-emissions,target,"environment,ecological-impact,net-zero-emissions,target,"
modern,environment,natural-disasters,cold-wave,,"environment,natural-disasters,cold-wave,,"
modern,environment,natural-disasters,earthquake,,"environment,natural-disasters,earthquake,,"
modern,environment,natural-disasters,hurricane,,"environment,natural-disasters,hurricane,,"
modern,environment,natural-disasters,hurricane,warning,"environment,natural-disasters,hurricane,warning,"
modern,environment,natural-disasters,ice-storm,,"environment,natural-disasters,ice-storm,,"
modern,environment,natural-disasters,storm,,"environment,natural-disasters,storm,,"
modern,environment,natural-disasters,wild-fire,,"environment,natural-disasters,wild-fire,,"
modern,environment,natural-resources,renewable-energy-consumption-guidance,increase,"environment,natural-resources,renewable-energy-consumption-guidance,increase,"
modern,politics,elections,elections,,"politics,elections,elections,,"
modern,politics,elections,elections,results,"politics,elections,elections,results,"
modern,politics,elections,political-endorsement,,"politics,elections,political-endorsement,,"
modern,politics,foreign-relations,diplomatic-visit,,"politics,foreign-relations,diplomatic-visit,,"
modern,politics,foreign-relations,intergovernmental-alliance-withdrawal,,"politics,foreign-relations,intergovernmental-alliance-withdrawal,,"
modern,politics,foreign-relations,state-visit,,"politics,foreign-relations,state-visit,,"
modern,politics,foreign-relations,trade-talks,,"politics,foreign-relations,trade-talks,,"
modern,politics,foreign-relations,trade-talks,suspended,"politics,foreign-relations,trade-talks,suspended,"
modern,politics,government,congressional-testimony,,"politics,government,congressional-testimony,,"
modern,politics,government,government-administration,appointment,"politics,government,government-administration,appointment,"
modern,politics,government,government-administration,resignation,"politics,government,government-administration,resignation,"
modern,politics,government,government-official,firing,"politics,government,government-official,firing,"
modern,politics,government,government-power,deadlock,"politics,government,government-power,deadlock,"
modern,politics,government,government-shutdown,,"politics,government,government-shutdown,,"
modern,politics,government,government-shutdown,ended,"politics,government,government-shutdown,ended,"
modern,politics,government,government-shutdown,threat,"politics,government,government-shutdown,threat,"
modern,politics,government,government-treaty,,"politics,government,government-treaty,,"
modern,politics,government,government-treaty,terminated,"politics,government,government-treaty,terminated,"
modern,politics,government,law-enforcement,resignation,"politics,government,law-enforcement,resignation,"
modern,politics,government,official-visit,,"politics,government,official-visit,,"
modern,politics,government,presidency,inauguration,"politics,government,presidency,inauguration,"
modern,politics,government,presidency,resignation,"politics,government,presidency,resignation,"
modern,politics,public-opinion,approval-rating,down,"politics,public-opinion,approval-rating,down,"
modern,politics,public-opinion,approval-rating,up,"politics,public-opinion,approval-rating,up,"
modern,society,aid,international-aid,,"society,aid,international-aid,,"
modern,society,aid,international-aid,suspended,"society,aid,international-aid,suspended,"
modern,society,censorship,censorship,,"society,censorship,censorship,,"
modern,society,censorship,content-removal,,"society,censorship,content-removal,,"
modern,society,civil-unrest,civil-unrest,,"society,civil-unrest,civil-unrest,,"
modern,society,civil-unrest,protest,,"society,civil-unrest,protest,,"
modern,society,crime,murder,,"society,crime,murder,,"
modern,society,crime,robbery,,"society,crime,robbery,,"
modern,society,crime,shooting,,"society,crime,shooting,,"
modern,society,crime,vandalism,,"society,crime,vandalism,,"
modern,society,cyber-security,cyber-attacks,,"society,cyber-security,cyber-attacks,,"
modern,society,cyber-security,data-breach,,"society,cyber-security,data-breach,,"
modern,society,cyber-security,malware-attack,,"society,cyber-security,malware-attack,,"
modern,society,cyber-security,ransomware-attack,,"society,cyber-security,ransomware-attack,,"
modern,society,health,disease-cases,down,"society,health,disease-cases,down,"
modern,society,health,disease-cases,up,"society,health,disease-cases,up,"
modern,society,health,epidemic,,"society,health,epidemic,,"
modern,society,health,pandemic,,"society,health,pandemic,,"
modern,society,health,vaccination-campaign,,"society,health,vaccination-campaign,,"
modern,society,health,vaccination-campaign,suspended,"society,health,vaccination-campaign,suspended,"
modern,society,legal,antitrust-investigation,,"society,legal,antitrust-investigation,,"
modern,society,legal,antitrust-settlement,,"society,legal,antitrust-settlement,,"
modern,society,legal,antitrust-suit,,"society,legal,antitrust-suit,,"
modern,society,legal,appeal,,"society,legal,appeal,,"
modern,society,legal,copyright-infringement,,"society,legal,copyright-infringement,,"
modern,society,legal,corruption,,"society,legal,corruption,,"
modern,society,legal,defamation,,"society,legal,defamation,,"
modern,society,legal,discrimination,,"society,legal,discrimination,,"
modern,society,legal,legal-issues,,"society,legal,legal-issues,,"
modern,society,legal,legal-issues,dismissed,"society,legal,legal-issues,dismissed,"
modern,society,legal,patent-infringement,,"society,legal,patent-infringement,,"
modern,society,legal,price-fixing,,"society,legal,price-fixing,,"
modern,society,legal,settlement,,"society,legal,settlement,,"
modern,society,legal,verdict,,"society,legal,verdict,,"
modern,society,legal,waste-dumping,,"society,legal,waste-dumping,,"
modern,society,reputation,apology,,"society,reputation,apology,,"
modern,society,reputation,boycott,,"society,reputation,boycott,,"
modern,society,reputation,boycott,threat,"society,reputation,boycott,threat,"
modern,society,reputation,damage-control,,"society,reputation,damage-control,,"
modern,society,reputation,reputation,negative,"society,reputation,reputation,negative,"
modern,society,reputation,reputation,positive,"society,reputation,reputation,positive,"
modern,society,sanctions,antitrust-fine,,"society,sanctions,antitrust-fine,,"
modern,society,sanctions,asset-freeze-guidance,,"society,sanctions,asset-freeze-guidance,,"
modern,society,sanctions,embargo,,"society,sanctions,embargo,,"
modern,society,sanctions,embargo-guidance,,"society,sanctions,embargo-guidance,,"
modern,society,sanctions,labor-conditions-noncompliance-fine,,"society,sanctions,labor-conditions-noncompliance-fine,,"
modern,society,sanctions,sanctions,,"society,sanctions,sanctions,,"
modern,society,sanctions,sanctions-guidance,,"society,sanctions,sanctions-guidance,,"
modern,society,security,explosion,,"society,security,explosion,,"
modern,society,security,lockdown,,"society,security,lockdown,,"
modern,society,security,state-of-emergency,,"society,security,state-of-emergency,,"
modern,society,security,state-of-emergency,extended,"society,security,state-of-emergency,extended,"
modern,society,security,weapons-testing,,"society,security,weapons-testing,,"
modern,society,social-responsibility,donation,,"society,social-responsibility,donation,,"
modern,society,transportation,transportation-disruption,,"society,transportation,transportation-disruption,,"
modern,society,war-conflict,bombing,attack,"society,war-conflict,bombing,attack,"
modern,society,war-conflict,military-action,,"society,war-conflict,military-action,,"
modern,society,war-conflict,military-action,occupation,"society,war-conflict,military-action,occupation,"
modern,society,war-conflict,military-action,threat,"society,war-conflict,military-action,threat,"
modern,society,war-conflict,peace-process,,"society,war-conflict,peace-process,,"
modern,society,war-conflict,terrorism,attack,"society,war-conflict,terrorism,attack,"
modern,society,war-conflict,violence,attack,"society,war-conflict,violence,attack,"
modern,society,war-conflict,violence,threat,"society,war-conflict,violence,threat,"
legacy,,,,,acquisition-acquiree
legacy,,,,,acquisition-acquirer
legacy,,,,,acquisition-bid-rejected-acquiree
legacy,,,,,acquisition-bid-rejected-acquirer
legacy,,,,,acquisition-completed-acquiree
legacy,,,,,acquisition-completed-acquirer
legacy,,,,,acquisition-failed-acquiree
legacy,,,,,acquisition-failed-acquirer
legacy,,,,,acquisition-interest-acquiree
legacy,,,,,acquisition-interest-acquirer
legacy,,,,,acquisition-merger-termination-fee
legacy,,,,,acquisition-opposition-acquiree
legacy,,,,,acquisition-opposition-acquirer
legacy,,,,,acquisition-regulatory-approval-acquiree
legacy,,,,,acquisition-regulatory-approval-acquirer
legacy,,,,,acquisition-regulatory-scrutiny-acquiree
legacy,,,,,acquisition-regulatory-scrutiny-acquirer
legacy,,,,,acquisition-rumor-acquiree
legacy,,,,,acquisition-rumor-acquirer
legacy,,,,,acquisition-rumor-denied-acquiree
legacy,,,,,acquisition-rumor-denied-acquirer
legacy,,,,,acquisition-scrutiny-acquiree
legacy,,,,,analyst-ratings-change-negative
legacy,,,,,analyst-ratings-change-negative-rater
legacy,,,,,analyst-ratings-change-neutral
legacy,,,,,analyst-ratings-change-positive
legacy,,,,,analyst-ratings-change-positive-rater
legacy,,,,,analyst-ratings-history-negative
legacy,,,,,analyst-ratings-history-neutral
legacy,,,,,analyst-ratings-history-positive
legacy,,,,,analyst-ratings-negative
legacy,,,,,analyst-ratings-positive
legacy,,,,,analyst-ratings-set-negative
legacy,,,,,analyst-ratings-set-neutral
legacy,,,,,analyst-ratings-set-positive
legacy,,,,,antitrust-investigation
legacy,,,,,antitrust-settlement
legacy,,,,,antitrust-suit-defendant
legacy,,,,,antitrust-suit-plaintiff
legacy,,,,,appeal-plaintiff
legacy,,,,,asset-sale
legacy,,,,,asset-up
legacy,,,,,assets
legacy,,,,,auditor-appointment
legacy,,,,,auditor-resignation
legacy,,,,,award
legacy,,,,,bankruptcy
legacy,,,,,bankruptcy-exit
legacy,,,,,bankruptcy-fears
legacy,,,,,bankruptcy-unit
legacy,,,,,board-meeting
legacy,,,,,board-member-appointment
legacy,,,,,bought-deal
legacy,,,,,business-combination
legacy,,,,,business-contract
legacy,,,,,business-contract-terminated
legacy,,,,,buy-imbalance
legacy,,,,,buyback-suspended
legacy,,,,,buybacks
legacy,,,,,campaign-ad-release
legacy,,,,,campaign-ad-retired
legacy,,,,,capex
legacy,,,,,capex-down
legacy,,,,,capex-guidance
legacy,,,,,capex-guidance-down
legacy,,,,,capex-guidance-up
legacy,,,,,capital-increase
legacy,,,,,capital-increase-completed
legacy,,,,,clinical-trials
legacy,,,,,clinical-trials-complete
legacy,,,,,clinical-trials-filed
legacy,,,,,clinical-trials-negative
legacy,,,,,clinical-trials-positive
legacy,,,,,clinical-trials-start
legacy,,,,,clinical-trials-suspended
legacy,,,,,company-for-sale
legacy,,,,,conference-call
legacy,,,,,conference-organizer
legacy,,,,,conference-participant
legacy,,,,,confidentiality-pact
legacy,,,,,congressional-testimony-summoned
legacy,,,,,copyright-infringement-defendant
legacy,,,,,copyright-infringement-plaintiff
legacy,,,,,credit-extension-provider
legacy,,,,,credit-extension-recipient
legacy,,,,,credit-rating-action
legacy,,,,,credit-rating-affirmation
legacy,,,,,credit-rating-confirmation
legacy,,,,,credit-rating-corrected
legacy,,,,,credit-rating-downgrade
legacy,,,,,credit-rating-expected
legacy,,,,,credit-rating-matured
legacy,,,,,credit-rating-no-rating
legacy,,,,,credit-rating-outlook-developing
legacy,,,,,credit-rating-outlook-negative
legacy,,,,,credit-rating-outlook-positive
legacy,,,,,credit-rating-outlook-revision
legacy,,,,,credit-rating-outlook-stable
legacy,,,,,credit-rating-outlook-unchanged
legacy,,,,,credit-rating-paid-in-full
legacy,,,,,credit-rating-provisional-rating
legacy,,,,,credit-rating-publish
legacy,,,,,credit-rating-reinstated
legacy,,,,,credit-rating-revision-enhancement
legacy,,,,,credit-rating-set
legacy,,,,,credit-rating-unchanged
legacy,,,,,credit-rating-upgrade
legacy,,,,,credit-rating-watch
legacy,,,,,credit-rating-watch-developing
legacy,,,,,credit-rating-watch-negative
legacy,,,,,credit-rating-watch-positive
legacy,,,,,credit-rating-watch-removed
legacy,,,,,credit-rating-watch-unchanged
legacy,,,,,credit-rating-withdrawn-rating
legacy,,,,,cyber-attacks
legacy,,,,,debt
legacy,,,,,debt-extension-provider
legacy,,,,,debt-extension-recipient
legacy,,,,,debt-increase
legacy,,,,,debt-reduction
legacy,,,,,debt-renegotiation
legacy,,,,,debt-restructuring
legacy,,,,,debt-restructuring-approval
legacy,,,,,debt-restructuring-complete
legacy,,,,,debt-restructuring-considered
legacy,,,,,debt-restructuring-failed
legacy,,,,,debt-restructuring-rejection
legacy,,,,,debt-shelf-registration
legacy,,,,,defamation-defendant
legacy,,,,,defamation-plaintiff
legacy,,,,,delay-imbalance
legacy,,,,,demand
legacy,,,,,demand-decrease
legacy,,,,,demand-guidance-increase
legacy,,,,,demand-increase
legacy,,,,,discrimination-defendant
legacy,,,,,discrimination-plaintiff
legacy,,,,,dividend
legacy,,,,,dividend-above-expectations
legacy,,,,,dividend-below-expectations
legacy,,,,,dividend-down
legacy,,,,,dividend-guidance
legacy,,,,,dividend-guidance-down
legacy,,,,,dividend-guidance-up
legacy,,,,,dividend-meet-expectations
legacy,,,,,dividend-suspended
legacy,,,,,dividend-up
legacy,,,,,donation
legacy,,,,,earnings
legacy,,,,,earnings-above-expectations
legacy,,,,,earnings-below-expectations
legacy,,,,,earnings-call
legacy,,,,,earnings-delayed
legacy,,,,,earnings-down
legacy,,,,,earnings-estimate
legacy,,,,,earnings-estimate-downgrade
legacy,,,,,earnings-estimate-upgrade
legacy,,,,,earnings-estimate-upgrade-rater
legacy,,,,,earnings-guidance
legacy,,,,,earnings-guidance-above-expectations
legacy,,,,,earnings-guidance-below-expectations
legacy,,,,,earnings-guidance-down
legacy,,,,,earnings-guidance-meet-expectations
legacy,,,,,earnings-guidance-suspended
legacy,,,,,earnings-guidance-up
legacy,,,,,earnings-meet-expectations
legacy,,,,,earnings-negative
legacy,,,,,earnings-per-share
legacy,,,,,earnings-per-share-above-expectations
legacy,,,,,earnings-per-share-below-expectations
legacy,,,,,earnings-per-share-down
legacy,,,,,earnings-per-share-guidance
legacy,,,,,earnings-per-share-meet-expectations
legacy,,,,,earnings-per-share-negative
legacy,,,,,earnings-per-share-positive
legacy,,,,,earnings-per-share-up
legacy,,,,,earnings-positive
legacy,,,,,earnings-revision
legacy,,,,,earnings-revision-down
legacy,,,,,earnings-revision-up
legacy,,,,,earnings-up
legacy,,,,,ebit-down
legacy,,,,,ebit-positive
legacy,,,,,ebit-up
legacy,,,,,ebitda-guidance
legacy,,,,,ebitda-guidance-down
legacy,,,,,ebitda-guidance-up
legacy,,,,,ebitda-negative
legacy,,,,,ebitda-positive
legacy,,,,,ebitda-up
legacy,,,,,equity-shelf-registration
legacy,,,,,exchange-compliance
legacy,,,,,exchange-noncompliance
legacy,,,,,executive-appointment
legacy,,,,,executive-compensation
legacy,,,,,executive-death
legacy,,,,,executive-firing
legacy,,,,,executive-health
legacy,,,,,executive-kidnap
legacy,,,,,executive-murdered
legacy,,,,,executive-resignation
legacy,,,,,executive-salary
legacy,,,,,executive-salary-cut
legacy,,,,,executive-salary-increase
legacy,,,,,executive-scandal
legacy,,,,,executive-shares-options
legacy,,,,,expenses
legacy,,,,,expenses-charge
legacy,,,,,expenses-down
legacy,,,,,expenses-guidance
legacy,,,,,expenses-guidance-down
legacy,,,,,expenses-guidance-up
legacy,,,,,expenses-up
legacy,,,,,facility-close
legacy,,,,,facility-fire-disaster
legacy,,,,,facility-open
legacy,,,,,facility-relocation
legacy,,,,,facility-sale
legacy,,,,,facility-upgrade
legacy,,,,,fast-track-designation
legacy,,,,,fire-sales
legacy,,,,,fraud
legacy,,,,,fraud-defendant
legacy,,,,,fraud-plaintiff
legacy,,,,,fundraising
legacy,,,,,gdp-guidance-down
legacy,,,,,going-private
legacy,,,,,government-contract
legacy,,,,,grant-recipient
legacy,,,,,headquarters-change
legacy,,,,,hirings
legacy,,,,,import-tax
legacy,,,,,index-delisting
legacy,,,,,index-listing
legacy,,,,,insider-buy
legacy,,,,,insider-gift
legacy,,,,,insider-sell
legacy,,,,,insider-sell-registration
legacy,,,,,insider-surrender
legacy,,,,,insider-trading-lawsuit-defendant
legacy,,,,,insider-trading-lawsuit-plaintiff
legacy,,,,,investment-investor
legacy,,,,,investment-recipient
legacy,,,,,ipo
legacy,,,,,ipo-approved
legacy,,,,,ipo-completed
legacy,,,,,ipo-considered
legacy,,,,,ipo-delayed
legacy,,,,,ipo-extended
legacy,,,,,ipo-failed
legacy,,,,,ipo-issuance-decrease
legacy,,,,,ipo-issuance-increase
legacy,,,,,ipo-opposed
legacy,,,,,ipo-price-decrease
legacy,,,,,ipo-price-increase
legacy,,,,,ipo-pricing
legacy,,,,,ipo-regulatory-scrutiny
legacy,,,,,ipo-rumor
legacy,,,,,ipo-rumor-denied
legacy,,,,,ipo-unit
legacy,,,,,ipo-unit-approved
legacy,,,,,ipo-unit-completed
legacy,,,,,ipo-unit-considered
legacy,,,,,ipo-unit-delayed
legacy,,,,,ipo-unit-extended
legacy,,,,,ipo-unit-failed
legacy,,,,,ipo-unit-rumor
legacy,,,,,ipo-unit-rumor-denied
legacy,,,,,joint-venture
legacy,,,,,joint-venture-terminated
legacy,,,,,layoffs
legacy,,,,,legal-issues
legacy,,,,,legal-issues-defendant
legacy,,,,,legal-issues-dismissed-defendant
legacy,,,,,legal-issues-dismissed-plaintiff
legacy,,,,,legal-issues-plaintiff
legacy,,,,,legal-verdict-disfavored
legacy,,,,,legal-verdict-favored
legacy,,,,,loan-provider
legacy,,,,,loan-recipient
legacy,,,,,major-shareholders-disclosure
legacy,,,,,market-entry
legacy,,,,,market-guidance
legacy,,,,,market-guidance-up
legacy,,,,,market-share-gain
legacy,,,,,market-share-loss
legacy,,,,,merger
legacy,,,,,merger-blocked
legacy,,,,,merger-completed
legacy,,,,,merger-delayed
legacy,,,,,merger-failed
legacy,,,,,merger-opposition
legacy,,,,,merger-regulatory-approval
legacy,,,,,merger-regulatory-scrutiny
legacy,,,,,merger-rumor
legacy,,,,,merger-rumor-denied
legacy,,,,,mixed-shelf-registration
legacy,,,,,mkt-close-buy-imbalance
legacy,,,,,mkt-close-sell-imbalance
legacy,,,,,mkt-open-buy-imbalance
legacy,,,,,mkt-open-sell-imbalance
legacy,,,,,name-change
legacy,,,,,no-imbalance
legacy,,,,,no-mkt-close-imbalance
legacy,,,,,note-acquisition
legacy,,,,,note-sale
legacy,,,,,operating-earnings
legacy,,,,,operating-earnings-down
legacy,,,,,operating-earnings-guidance
legacy,,,,,operating-earnings-guidance-up
legacy,,,,,operating-earnings-negative
legacy,,,,,operating-earnings-positive
legacy,,,,,operating-earnings-up
legacy,,,,,orphan-drug-designation
legacy,,,,,ownership-decrease-held
legacy,,,,,ownership-decrease-owner
legacy,,,,,ownership-increase-held
legacy,,,,,ownership-increase-owner
legacy,,,,,partnership
legacy,,,,,partnership-terminated
legacy,,,,,patent-awarded
legacy,,,,,patent-filing
legacy,,,,,patent-filing-rejected
legacy,,,,,patent-infringement-defendant
legacy,,,,,patent-infringement-plaintiff
legacy,,,,,patent-revoked
legacy,,,,,patient-enrollment-complete
legacy,,,,,patient-enrollment-start
legacy,,,,,patient-enrollment-suspended
legacy,,,,,press-conference-organizer
legacy,,,,,pretax-earnings-down
legacy,,,,,pretax-earnings-negative
legacy,,,,,pretax-earnings-positive
legacy,,,,,pretax-earnings-up
legacy,,,,,price-target-downgrade
legacy,,,,,price-target-set
legacy,,,,,price-target-upgrade
legacy,,,,,private-placement
legacy,,,,,product-application-withdrawn
legacy,,,,,product-approval-denied
legacy,,,,,product-catastrophe
legacy,,,,,product-delayed
legacy,,,,,product-discontinued
legacy,,,,,product-enhancement
legacy,,,,,product-outage
legacy,,,,,product-price-cut
legacy,,,,,product-price-raise
legacy,,,,,product-recall
legacy,,,,,product-release
legacy,,,,,product-resumed
legacy,,,,,product-side-effects
legacy,,,,,project-abandoned
legacy,,,,,public-offering
legacy,,,,,public-offering-delayed
legacy,,,,,public-offering-suspended
legacy,,,,,regulatory-investigation
legacy,,,,,regulatory-investigation-completed
legacy,,,,,regulatory-investigation-completed-sanction
legacy,,,,,regulatory-product-application
legacy,,,,,regulatory-product-application-withdrawn
legacy,,,,,regulatory-product-approval-conditional
legacy,,,,,regulatory-product-approval-denied
legacy,,,,,regulatory-product-approval-granted
legacy,,,,,regulatory-product-review-negative
legacy,,,,,regulatory-product-review-positive
legacy,,,,,regulatory-product-warning
legacy,,,,,relative-strength-index
legacy,,,,,relative-strength-index-overbought
legacy,,,,,relative-strength-index-oversold
legacy,,,,,reorganization
legacy,,,,,reorganization-approval
legacy,,,,,reorganization-complete
legacy,,,,,reorganization-considered
legacy,,,,,reorganization-costs
legacy,,,,,reorganization-delayed
legacy,,,,,reorganization-denied
legacy,,,,,reorganization-failed
legacy,,,,,reorganization-rejection
legacy,,,,,reorganization-savings
legacy,,,,,reorganization-unit
legacy,,,,,reorganization-unit-approval
legacy,,,,,reorganization-unit-complete
legacy,,,,,reorganization-unit-rejection
legacy,,,,,revenue-above-expectations
legacy,,,,,revenue-below-expectations
legacy,,,,,revenue-down
legacy,,,,,revenue-estimate
legacy,,,,,revenue-estimate-downgrade
legacy,,,,,revenue-estimate-upgrade
legacy,,,,,revenue-guidance
legacy,,,,,revenue-guidance-above-expectations
legacy,,,,,revenue-guidance-below-expectations
legacy,,,,,revenue-guidance-down
legacy,,,,,revenue-guidance-meet-expectations
legacy,,,,,revenue-guidance-up
legacy,,,,,revenue-meet-expectations
legacy,,,,,revenue-up
legacy,,,,,revenue-volume
legacy,,,,,revenue-volume-down
legacy,,,,,revenue-volume-up
legacy,,,,,revenues
legacy,,,,,reverse-stock-splits
legacy,,,,,rights-issue
legacy,,,,,sanctions-target
legacy,,,,,savings
legacy,,,,,savings-guidance
legacy,,,,,sec-investigation
legacy,,,,,sell-imbalance
legacy,,,,,settlement
legacy,,,,,shareholder-rights-plan
legacy,,,,,shareholder-rights-plan-suspended
legacy,,,,,spin-off
legacy,,,,,sponsorship
legacy,,,,,stake-acquiree
legacy,,,,,stake-acquirer
legacy,,,,,stock-gain
legacy,,,,,stock-loss
legacy,,,,,stock-price
legacy,,,,,stock-price-volatility
legacy,,,,,stock-splits
legacy,,,,,supply
legacy,,,,,supply-decrease
legacy,,,,,supply-guidance-increase
legacy,,,,,supply-increase
legacy,,,,,technical-price-level-resistance-bearish
legacy,,,,,technical-view
legacy,,,,,technical-view-bearish
legacy,,,,,technical-view-bullish
legacy,,,,,trading-delisting
legacy,,,,,trading-delisting-review
legacy,,,,,trading-halt
legacy,,,,,trading-listing
legacy,,,,,trading-resumed
legacy,,,,,union-pact
legacy,,,,,unit-acquisition-acquiree
legacy,,,,,unit-acquisition-acquirer
legacy,,,,,unit-acquisition-completed-acquiree
legacy,,,,,unit-acquisition-completed-acquirer
legacy,,,,,unit-acquisition-interest-acquiree
legacy,,,,,unit-acquisition-interest-acquirer
legacy,,,,,unit-acquisition-regulatory-approval-acquirer
