ticker,accession_8k,filed_8k,candidate_d_outcome,candidate_d_fy,candidate_d_q,candidate_d_source,sec_truth_tier,sec_truth_fy,sec_truth_q,evidence_quote,evidence_url,document_type,document_name,evidence_method,raw_cached_path,companion_periodic_accession,companion_periodic_form,companion_periodic_filed,companion_periodic_period_of_report,companion_xbrl_fy,companion_xbrl_q,companion_cover_quote,reasoning
CHWY,0001766502-25-000038,2025-09-10,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q2,Second Quarter 2025,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000038/chwyq22025exhibit991.htm,EX-99.1,chwyq22025exhibit991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001766502-25-000038/chwyq22025exhibit991.htm,0001766502-25-000039,10-Q,2025-09-10,2025-08-03,2025,Q2,"For the quarterly period ended August 3, 2025",current-period quote found in EX-99.1 (chwyq22025exhibit991.htm)
CHWY,0001766502-25-000058,2025-12-10,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q3,Third Quarter 2025,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000058/chwyq32025exhibit991.htm,EX-99.1,chwyq32025exhibit991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001766502-25-000058/chwyq32025exhibit991.htm,0001766502-25-000059,10-Q,2025-12-10,2025-11-02,2025,Q3,"For the quarterly period ended November 2, 2025",current-period quote found in EX-99.1 (chwyq32025exhibit991.htm)
CHWY,0001766502-26-000033,2026-03-25,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q4,Fiscal Fourth Quarter and Full Year 2025,https://www.sec.gov/Archives/edgar/data/1766502/000176650226000033/chwyq42025exhibit991.htm,EX-99.1,chwyq42025exhibit991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001766502-26-000033/chwyq42025exhibit991.htm,0001766502-26-000034,10-K,2026-03-25,2026-02-01,2025,FY,"For the fiscal year ended February 1 , 2026",current-period quote found in EX-99.1 (chwyq42025exhibit991.htm)
CNM,0001856525-23-000031,2023-06-06,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q1,Fiscal 2023 First Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652523000031/cnmq12023earningspressrele.htm,EX-99.1,cnmq12023earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-23-000031/cnmq12023earningspressrele.htm,0001856525-23-000032,10-Q,2023-06-06,2023-04-30,2023,Q1,"For the quarterly period ended April 30, 2023",current-period quote found in EX-99.1 (cnmq12023earningspressrele.htm)
CNM,0001856525-23-000041,2023-09-06,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q2,Fiscal 2023 Second Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652523000041/cnmq22023earningspressrele.htm,EX-99.1,cnmq22023earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-23-000041/cnmq22023earningspressrele.htm,0001856525-23-000043,10-Q,2023-09-06,2023-07-30,2023,Q2,"For the quarterly period ended July 30, 2023",current-period quote found in EX-99.1 (cnmq22023earningspressrele.htm)
CNM,0001856525-23-000048,2023-12-05,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q3,Fiscal 2023 Third Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652523000048/cnmq32023earningspressrele.htm,EX-99.1,cnmq32023earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-23-000048/cnmq32023earningspressrele.htm,0001856525-23-000049,10-Q,2023-12-05,2023-10-29,2023,Q3,"For the quarterly period ended October 29, 2023",current-period quote found in EX-99.1 (cnmq32023earningspressrele.htm)
CNM,0001856525-24-000035,2024-03-19,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q4,Fiscal 2023 Fourth Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652524000035/q42023earningspressrelease.htm,EX-99.1,q42023earningspressrelease.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-24-000035/q42023earningspressrelease.htm,0001856525-24-000036,10-K,2024-03-19,2024-01-28,2023,FY,"For the fiscal year ended January 28 , 2024",current-period quote found in EX-99.1 (q42023earningspressrelease.htm)
CNM,0001856525-24-000071,2024-06-04,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q1,Fiscal 2024 First Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652524000071/cnmq12024earningspressrele.htm,EX-99.1,cnmq12024earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-24-000071/cnmq12024earningspressrele.htm,0001856525-24-000072,10-Q,2024-06-04,2024-04-28,2024,Q1,"For the quarterly period ended April 28, 2024",current-period quote found in EX-99.1 (cnmq12024earningspressrele.htm)
CNM,0001856525-24-000110,2024-09-04,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q2,Fiscal 2024 Second Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652524000110/cnmq22024earningspressrele.htm,EX-99.1,cnmq22024earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-24-000110/cnmq22024earningspressrele.htm,0001856525-24-000111,10-Q,2024-09-04,2024-07-28,2024,Q2,"For the quarterly period ended July 28, 2024",current-period quote found in EX-99.1 (cnmq22024earningspressrele.htm)
CNM,0001856525-24-000117,2024-12-03,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q3,Fiscal 2024 Third Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652524000117/cnmq32024earningspressrele.htm,EX-99.1,cnmq32024earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-24-000117/cnmq32024earningspressrele.htm,0001856525-24-000118,10-Q,2024-12-03,2024-10-27,2024,Q3,"For the quarterly period ended October 27, 2024",current-period quote found in EX-99.1 (cnmq32024earningspressrele.htm)
CNM,0001856525-25-000080,2025-03-25,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2024,Q4,Fiscal 2024 Fourth Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652525000080/q42024earningspressrelease.htm,EX-99.1,q42024earningspressrelease.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-25-000080/q42024earningspressrelease.htm,0001856525-25-000081,10-K,2025-03-25,2025-02-02,2023,FY,"For the fiscal year ended February 2 , 2025",current-period quote found in EX-99.1 (q42024earningspressrelease.htm)
CNM,0001856525-25-000115,2025-06-10,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q1,Fiscal 2025 First Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652525000115/cnmq12025earningspressrele.htm,EX-99.1,cnmq12025earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-25-000115/cnmq12025earningspressrele.htm,0001856525-25-000116,10-Q,2025-06-10,2025-05-04,2025,Q1,"For the quarterly period ended May 4, 2025",current-period quote found in EX-99.1 (cnmq12025earningspressrele.htm)
CNM,0001856525-25-000172,2025-09-09,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q2,Fiscal 2025 Second Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652525000172/cnmq22025earningspressrele.htm,EX-99.1,cnmq22025earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-25-000172/cnmq22025earningspressrele.htm,0001856525-25-000173,10-Q,2025-09-09,2025-08-03,2025,Q2,"For the quarterly period ended August 3, 2025",current-period quote found in EX-99.1 (cnmq22025earningspressrele.htm)
CNM,0001856525-25-000178,2025-12-09,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q3,Fiscal 2025 Third Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652525000178/cnmq32025earningspressrele.htm,EX-99.1,cnmq32025earningspressrele.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-25-000178/cnmq32025earningspressrele.htm,0001856525-25-000179,10-Q,2025-12-09,2025-11-02,2025,Q3,"For the quarterly period ended November 2, 2025",current-period quote found in EX-99.1 (cnmq32025earningspressrele.htm)
CNM,0001856525-26-000030,2026-03-24,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2025,Q4,Fiscal 2025 Fourth Quarter,https://www.sec.gov/Archives/edgar/data/1856525/000185652526000030/q42025earningspressrelease.htm,EX-99.1,q42025earningspressrelease.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001856525-26-000030/q42025earningspressrelease.htm,0001856525-26-000031,10-K,2026-03-24,2026-02-01,2023,FY,"For the fiscal year ended February 1 , 2026",current-period quote found in EX-99.1 (q42025earningspressrelease.htm)
DKS,0001089063-23-000081,2023-05-23,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q1,first quarter of 2023,https://www.sec.gov/Archives/edgar/data/1089063/000108906323000081/dks-20230429xex991earnings.htm,EX-99.1,dks-20230429xex991earnings.htm,explicit_sentence,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-23-000081/dks-20230429xex991earnings.htm,0001089063-23-000085,10-Q,2023-05-24,2023-04-29,2023,Q1,"For the Quarterly Period Ended April 29, 2023",current-period quote found in EX-99.1 (dks-20230429xex991earnings.htm)
DKS,0001089063-23-000122,2023-08-22,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2023,Q1,first quarter of 2023,https://www.sec.gov/Archives/edgar/data/1089063/000108906323000122/dks-20230729xex991earnings.htm,EX-99.1,dks-20230729xex991earnings.htm,explicit_sentence,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-23-000122/dks-20230729xex991earnings.htm,0001089063-23-000126,10-Q,2023-08-23,2023-07-29,2023,Q2,"For the Quarterly Period Ended July 29, 2023",current-period quote found in EX-99.1 (dks-20230729xex991earnings.htm)
DKS,0001089063-23-000143,2023-11-21,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2022,Q3,third quarter of 2022,https://www.sec.gov/Archives/edgar/data/1089063/000108906323000143/dks-20231028xex991earnings.htm,EX-99.1,dks-20231028xex991earnings.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-23-000143/dks-20231028xex991earnings.htm,0001089063-23-000145,10-Q,2023-11-22,2023-10-28,2023,Q3,"For the Quarterly Period Ended October 28, 2023",current-period quote found in EX-99.1 (dks-20231028xex991earnings.htm)
DKS,0001089063-24-000011,2024-03-14,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q4,Fourth Quarter and Full Year 2023,https://www.sec.gov/Archives/edgar/data/1089063/000108906324000011/dks-20240203xex991earnings.htm,EX-99.1,dks-20240203xex991earnings.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-24-000011/dks-20240203xex991earnings.htm,0001089063-24-000037,10-K,2024-03-28,2024-02-03,2023,FY,"For the fiscal year ended February 3 , 2024",current-period quote found in EX-99.1 (dks-20240203xex991earnings.htm)
DKS,0001089063-24-000066,2024-05-29,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2023,Q1,Q1 2023,https://www.sec.gov/Archives/edgar/data/1089063/000108906324000066/dks-20240504xex991earnings.htm,EX-99.1,dks-20240504xex991earnings.htm,explicit_sentence,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-24-000066/dks-20240504xex991earnings.htm,0001089063-24-000070,10-Q,2024-05-30,2024-05-04,2024,Q1,"For the Quarterly Period Ended May 4, 2024",current-period quote found in EX-99.1 (dks-20240504xex991earnings.htm)
DKS,0001089063-24-000109,2024-09-04,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2023,Q1,Q1 2023,https://www.sec.gov/Archives/edgar/data/1089063/000108906324000109/dks-20240803xex991earnings.htm,EX-99.1,dks-20240803xex991earnings.htm,explicit_sentence,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-24-000109/dks-20240803xex991earnings.htm,0001089063-24-000111,10-Q,2024-09-04,2024-08-03,2024,Q2,"For the Quarterly Period Ended August 3, 2024",current-period quote found in EX-99.1 (dks-20240803xex991earnings.htm)
DKS,0001089063-24-000118,2024-11-26,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,B,2023,Q1,Q1 2023,https://www.sec.gov/Archives/edgar/data/1089063/000108906324000118/dks-20241102xex991earnings.htm,EX-99.1,dks-20241102xex991earnings.htm,explicit_sentence,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-24-000118/dks-20241102xex991earnings.htm,0001089063-24-000121,10-Q,2024-11-27,2024-11-02,2024,Q3,"For the Quarterly Period Ended November 2, 2024",current-period quote found in EX-99.1 (dks-20241102xex991earnings.htm)
DKS,0001089063-25-000010,2025-03-11,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q4,Fourth Quarter and Full Year 2024,https://www.sec.gov/Archives/edgar/data/1089063/000108906325000010/dks-20250201xex991earnings.htm,EX-99.1,dks-20250201xex991earnings.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-25-000010/dks-20250201xex991earnings.htm,0001089063-25-000012,10-K,2025-03-27,2025-02-01,2024,FY,"For the fiscal year ended February 1 , 2025",current-period quote found in EX-99.1 (dks-20250201xex991earnings.htm)
DKS,0001089063-25-000057,2025-05-28,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,C,2025,Q1,"results for the first quarter ended May 3, 2025",https://www.sec.gov/Archives/edgar/data/1089063/000108906325000057/dks-20250503xex991earnings.htm,EX-99.1,,explicit_sentence,,,,,,,,,fresh audit unclear; falling back to cleaned-NR prior explicit-explicit_sentence evidence (verdict=wrong)
DKS,0001089063-25-000105,2025-08-28,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,C,2025,Q2,"results for the second quarter ended August 2, 2025",https://www.sec.gov/Archives/edgar/data/1089063/000108906325000105/dks-20250802xex991earnings.htm,EX-99.1,,explicit_sentence,,,,,,,,,fresh audit unclear; falling back to cleaned-NR prior explicit-explicit_sentence evidence (verdict=wrong)
DKS,0001089063-26-000005,2026-03-12,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q4,Fourth Quarter and Full Year 2025,https://www.sec.gov/Archives/edgar/data/1089063/000108906326000005/dks-20260131xex991earnings.htm,EX-99.1,dks-20260131xex991earnings.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001089063-26-000005/dks-20260131xex991earnings.htm,0001089063-26-000007,10-K,2026-03-27,2026-01-31,2025,FY,"For the fiscal year ended January 31 , 2026",current-period quote found in EX-99.1 (dks-20260131xex991earnings.htm)
DKS,0001193125-25-120243,2025-05-15,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q1,First Quarter of 2025,https://www.sec.gov/Archives/edgar/data/1089063/000119312525120243/d830209dex991.htm,EX-99.1,d830209dex991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001193125-25-120243/d830209dex991.htm,0001089063-25-000065,10-Q,2025-06-09,2025-05-03,2025,Q1,"For the Quarterly Period Ended May 3, 2025",current-period quote found in EX-99.1 (d830209dex991.htm)
DLTR,0000935703-23-000030,2023-05-25,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q1,First Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/935703/000093570323000030/ex991q1-23earningspressrel.htm,EX-99.1,ex991q1-23earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-23-000030/ex991q1-23earningspressrel.htm,0000935703-23-000031,10-Q,2023-05-25,2023-04-29,2023,Q1,"For the quarterly period ended April 29, 2023",current-period quote found in EX-99.1 (ex991q1-23earningspressrel.htm)
DLTR,0000935703-23-000048,2023-08-24,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q2,Second Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/935703/000093570323000048/ex991q2-23earningspressrel.htm,EX-99.1,ex991q2-23earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-23-000048/ex991q2-23earningspressrel.htm,0000935703-23-000050,10-Q,2023-08-24,2023-07-29,2023,Q2,"For the quarterly period ended July 29, 2023",current-period quote found in EX-99.1 (ex991q2-23earningspressrel.htm)
DLTR,0000935703-23-000062,2023-11-29,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q3,Third Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/935703/000093570323000062/ex991q3-23earningspressrel.htm,EX-99.1,ex991q3-23earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-23-000062/ex991q3-23earningspressrel.htm,0000935703-23-000063,10-Q,2023-11-29,2023-10-28,2023,Q3,"For the quarterly period ended October 28, 2023",current-period quote found in EX-99.1 (ex991q3-23earningspressrel.htm)
DLTR,0000935703-24-000007,2024-03-13,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q4,Fourth Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/935703/000093570324000007/ex991q4-23earningspressrel.htm,EX-99.1,ex991q4-23earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-24-000007/ex991q4-23earningspressrel.htm,0000935703-24-000011,10-K,2024-03-20,2024-02-03,2023,FY,"For the fiscal year ended February 3 , 2024",current-period quote found in EX-99.1 (ex991q4-23earningspressrel.htm)
DLTR,0000935703-24-000026,2024-06-05,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q1,First Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/935703/000093570324000026/ex991q1-24earningspr.htm,EX-99.1,ex991q1-24earningspr.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-24-000026/ex991q1-24earningspr.htm,0000935703-24-000029,10-Q,2024-06-05,2024-05-04,2024,Q1,"For the quarterly period ended May 4, 2024",current-period quote found in EX-99.1 (ex991q1-24earningspr.htm)
DLTR,0000935703-24-000039,2024-09-04,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q2,Second Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/935703/000093570324000039/ex991q2-24earningspr.htm,EX-99.1,ex991q2-24earningspr.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-24-000039/ex991q2-24earningspr.htm,0000935703-24-000041,10-Q,2024-09-04,2024-08-03,2024,Q2,"For the quarterly period ended August 3, 2024",current-period quote found in EX-99.1 (ex991q2-24earningspr.htm)
DLTR,0000935703-24-000057,2024-12-04,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q3,Third Quarter Fiscal 2024,https://www.sec.gov/Archives/edgar/data/935703/000093570324000057/ex991q3-24earningspr.htm,EX-99.1,ex991q3-24earningspr.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-24-000057/ex991q3-24earningspr.htm,0000935703-24-000059,10-Q,2024-12-04,2024-11-02,2024,Q3,"For the quarterly period ended November 2, 2024",current-period quote found in EX-99.1 (ex991q3-24earningspr.htm)
DLTR,0000935703-25-000012,2025-03-26,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2024,Q4,FOURTH QUARTER FISCAL 2024,https://www.sec.gov/Archives/edgar/data/935703/000093570325000012/ex991q4-24earningspressrel.htm,EX-99.1,ex991q4-24earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-25-000012/ex991q4-24earningspressrel.htm,0000935703-25-000015,10-K,2025-03-26,2025-02-01,2024,FY,"For the fiscal year ended February 1 , 2025",current-period quote found in EX-99.1 (ex991q4-24earningspressrel.htm)
DLTR,0000935703-25-000024,2025-06-04,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q1,FIRST QUARTER FISCAL 2025,https://www.sec.gov/Archives/edgar/data/935703/000093570325000024/ex991q1-25earningspressrel.htm,EX-99.1,ex991q1-25earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-25-000024/ex991q1-25earningspressrel.htm,0000935703-25-000026,10-Q,2025-06-04,2025-05-03,2025,Q1,"For the quarterly period ended May 3, 2025",current-period quote found in EX-99.1 (ex991q1-25earningspressrel.htm)
DLTR,0000935703-25-000060,2025-09-03,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q2,SECOND QUARTER FISCAL 2025,https://www.sec.gov/Archives/edgar/data/935703/000093570325000060/ex991q2-25earningspressrel.htm,EX-99.1,ex991q2-25earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-25-000060/ex991q2-25earningspressrel.htm,0000935703-25-000061,10-Q,2025-09-03,2025-08-02,2025,Q2,"For the quarterly period ended August 2, 2025",current-period quote found in EX-99.1 (ex991q2-25earningspressrel.htm)
DLTR,0000935703-25-000104,2025-12-03,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q3,THIRD QUARTER FISCAL 2025,https://www.sec.gov/Archives/edgar/data/935703/000093570325000104/ex991q3-25earningspressrel.htm,EX-99.1,ex991q3-25earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-25-000104/ex991q3-25earningspressrel.htm,0000935703-25-000105,10-Q,2025-12-03,2025-11-01,2025,Q3,"For the quarterly period ended November 1, 2025",current-period quote found in EX-99.1 (ex991q3-25earningspressrel.htm)
DLTR,0000935703-26-000024,2026-03-16,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2025,Q4,Fourth Quarter and Full Year 2025,https://www.sec.gov/Archives/edgar/data/935703/000093570326000024/ex991q4-25earningspressrel.htm,EX-99.1,ex991q4-25earningspressrel.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0000935703-26-000024/ex991q4-25earningspressrel.htm,0000935703-26-000025,10-K,2026-03-16,2026-01-31,2025,FY,"For the fiscal year ended January 31 , 2026",current-period quote found in EX-99.1 (ex991q4-25earningspressrel.htm)
FIVE,0001177609-23-000012,2023-06-01,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q1,First Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/1177609/000117760923000012/q12023fivebelowexhibit991.htm,EX-99.1,q12023fivebelowexhibit991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001177609-23-000012/q12023fivebelowexhibit991.htm,0001177609-23-000015,10-Q,2023-06-02,2023-04-29,2023,Q1,"For the quarterly period ended April 29, 2023",current-period quote found in EX-99.1 (q12023fivebelowexhibit991.htm)
FIVE,0001177609-23-000020,2023-08-30,FAIL_CLOSED,,,rule_g_fail_closed_fy_disagreement_calendar,A,2023,Q2,Second Quarter Fiscal 2023,https://www.sec.gov/Archives/edgar/data/1177609/000117760923000020/q22023fivebelowexhibit991.htm,EX-99.1,q22023fivebelowexhibit991.htm,explicit_header,/home/faisal/EventMarketDB/earnings-analysis/canary/quarter_resolver/audit_evidence/sec_34_edge_ticker_audit_2026-05-07/raw_sec/0001177609-23-000020/q22023fivebelowexhibit991.htm,0001177609-23-000022,10-Q,2023-08-31,2023-07-29,2023,Q2,"For the quarterly period ended July 29, 2023",current-period quote found in EX-99.1 (q22023fivebelowexhibit991.htm)
