id,accessionNo,cik,ticker,companyName,companyNameLong,formType,description,filedAt,linkToTxt,linkToHtml,linkToXbrl,linkToFilingDetails,periodOfReport,effectivenessDate,entity_companyName,entity_cik,entity_irsNo,entity_stateOfIncorporation,entity_fiscalYearEnd,entity_type,entity_act,entity_fileNo,entity_filmNo,entity_sic,doc_sequence,doc_description,doc_documentUrl,doc_type,doc_size,data_sequence,data_description,data_documentUrl,data_type,data_size,series_id,series_name,classContract,classContract_name,classContract_ticker
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,285,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso124.jpg,GRAPHIC,251972,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,286,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso125.jpg,GRAPHIC,304709,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,287,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso126.jpg,GRAPHIC,255486,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,288,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso127.jpg,GRAPHIC,273809,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,289,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso128.jpg,GRAPHIC,280126,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,290,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso129.jpg,GRAPHIC,277901,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,291,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso130.jpg,GRAPHIC,258412,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,292,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso131.jpg,GRAPHIC,237629,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,293,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso132.jpg,GRAPHIC,101269,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,294,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso133.jpg,GRAPHIC,73879,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,295,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso134.jpg,GRAPHIC,135348,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,296,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso135.jpg,GRAPHIC,117352,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,297,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso136.jpg,GRAPHIC,103283,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,298,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso137.jpg,GRAPHIC,57473,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,299,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso138.jpg,GRAPHIC,223191,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,300,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso139.jpg,GRAPHIC,223554,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,301,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso140.jpg,GRAPHIC,248623,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,302,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso141.jpg,GRAPHIC,304299,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,303,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso142.jpg,GRAPHIC,325900,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,304,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso143.jpg,GRAPHIC,316739,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,305,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso144.jpg,GRAPHIC,290245,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,306,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso145.jpg,GRAPHIC,312225,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,307,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso146.jpg,GRAPHIC,291511,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,308,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso147.jpg,GRAPHIC,307900,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,309,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso148.jpg,GRAPHIC,265274,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,310,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso149.jpg,GRAPHIC,225285,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,311,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso150.jpg,GRAPHIC,66706,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,312,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso151.jpg,GRAPHIC,126614,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,313,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso152.jpg,GRAPHIC,115036,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,314,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso153.jpg,GRAPHIC,103714,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,315,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso154.jpg,GRAPHIC,232690,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,316,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso155.jpg,GRAPHIC,203682,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,317,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso156.jpg,GRAPHIC,236195,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,318,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso157.jpg,GRAPHIC,311484,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,319,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso158.jpg,GRAPHIC,293196,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,320,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso159.jpg,GRAPHIC,296419,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,321,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso160.jpg,GRAPHIC,282077,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,322,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso161.jpg,GRAPHIC,292425,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,323,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso162.jpg,GRAPHIC,305854,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,324,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso163.jpg,GRAPHIC,246457,,,,,,,,,,
